seed,label,opp,win,draw,r0,r1,steps,n0_final,n1_final,ships0_final,ships1_final,prod0_final,prod1_final,ships_diff,time_sec
20,sub2,sub2,1,0,1.0,-1.0,152,20,0,3427.0,0.0,52.0,0.0,3427.0,6.0
21,sub2,sub2,0,0,-1.0,1.0,194,0,36,0.0,3481.0,0.0,80.0,-3481.0,30.8
22,sub2,sub2,1,0,1.0,-1.0,156,32,0,4639.0,0.0,76.0,0.0,4639.0,19.1
23,sub2,sub2,1,0,1.0,-1.0,186,31,0,5376.0,0.0,79.0,0.0,5376.0,21.0
24,sub2,sub2,1,0,1.0,-1.0,239,32,0,5486.0,0.0,72.0,0.0,5486.0,31.0
25,sub2,sub2,1,0,1.0,-1.0,175,23,0,2695.0,0.0,47.0,0.0,2695.0,10.9
26,sub2,sub2,1,0,1.0,-1.0,229,28,0,7443.0,0.0,80.0,0.0,7443.0,21.1
27,sub2,sub2,1,0,1.0,-1.0,181,39,0,2864.0,0.0,75.0,0.0,2864.0,15.9
28,sub2,sub2,1,0,1.0,-1.0,199,32,0,2906.0,0.0,68.0,0.0,2906.0,29.0
29,sub2,sub2,1,0,1.0,-1.0,190,28,0,4791.0,0.0,96.0,0.0,4791.0,21.5
30,sub2,sub2,0,0,-1.0,1.0,199,0,32,0.0,2386.0,0.0,76.0,-2386.0,26.1
31,sub2,sub2,1,0,1.0,-1.0,207,24,0,4149.0,0.0,76.0,0.0,4149.0,16.8
32,sub2,sub2,1,0,1.0,-1.0,190,24,0,6100.0,0.0,100.0,0.0,6100.0,17.7
33,sub2,sub2,0,0,-1.0,1.0,173,0,36,0.0,2457.0,0.0,72.0,-2457.0,25.2
34,sub2,sub2,0,0,-1.0,1.0,176,0,36,0.0,1667.0,0.0,56.0,-1667.0,14.4
35,sub2,sub2,1,0,1.0,-1.0,187,24,0,5139.0,0.0,72.0,0.0,5139.0,13.4
36,sub2,sub2,0,0,-1.0,1.0,177,0,40,0.0,3629.0,0.0,100.0,-3629.0,35.5
37,sub2,sub2,1,0,1.0,-1.0,227,28,0,5202.0,0.0,64.0,0.0,5202.0,23.1
38,sub2,sub2,0,0,-1.0,1.0,183,0,36,0.0,2710.0,0.0,76.0,-2710.0,30.5
39,sub2,sub2,0,0,-1.0,1.0,140,0,32,0.0,4242.0,0.0,92.0,-4242.0,22.7
40,sub2,sub2,0,0,-1.0,1.0,155,0,31,0.0,3295.0,0.0,87.0,-3295.0,15.8
41,sub2,sub2,0,0,-1.0,1.0,154,0,25,0.0,2904.0,0.0,81.0,-2904.0,11.8
42,sub2,sub2,1,0,1.0,-1.0,274,35,0,4293.0,0.0,59.0,0.0,4293.0,30.1
43,sub2,sub2,0,0,-1.0,1.0,138,0,32,0.0,5128.0,0.0,104.0,-5128.0,15.2
44,sub2,sub2,0,0,-1.0,1.0,177,0,35,0.0,1731.0,0.0,63.0,-1731.0,22.3
45,sub2,sub2,1,0,1.0,-1.0,215,28,0,7123.0,0.0,96.0,0.0,7123.0,21.5
46,sub2,sub2,1,0,1.0,-1.0,183,35,0,5730.0,0.0,79.0,0.0,5730.0,20.9
47,sub2,sub2,1,0,1.0,-1.0,223,32,0,6218.0,0.0,100.0,0.0,6218.0,30.8
48,sub2,sub2,0,0,-1.0,1.0,162,0,36,0.0,3312.0,0.0,104.0,-3312.0,22.6
49,sub2,sub2,0,0,-1.0,1.0,214,0,36,0.0,3352.0,0.0,80.0,-3352.0,32.9
50,sub2,sub2,0,0,-1.0,1.0,225,0,32,0.0,2303.0,0.0,68.0,-2303.0,31.2
51,sub2,sub2,0,0,-1.0,1.0,173,0,32,0.0,3488.0,0.0,96.0,-3488.0,18.4
52,sub2,sub2,1,0,1.0,-1.0,155,33,0,3077.0,0.0,65.0,0.0,3077.0,19.8
53,sub2,sub2,0,0,-1.0,1.0,206,0,20,0.0,2317.0,0.0,56.0,-2317.0,14.5
54,sub2,sub2,1,0,1.0,-1.0,246,28,0,5768.0,0.0,88.0,0.0,5768.0,29.2
55,sub2,sub2,0,0,-1.0,1.0,179,0,36,0.0,2046.0,0.0,72.0,-2046.0,20.8
56,sub2,sub2,1,0,1.0,-1.0,172,32,0,4890.0,0.0,88.0,0.0,4890.0,18.0
57,sub2,sub2,1,0,1.0,-1.0,271,32,0,7229.0,0.0,76.0,0.0,7229.0,37.0
58,sub2,sub2,1,0,1.0,-1.0,151,28,0,4230.0,0.0,80.0,0.0,4230.0,14.3
59,sub2,sub2,1,0,1.0,-1.0,207,20,0,2848.0,0.0,48.0,0.0,2848.0,11.6
60,sub2,sub2,1,0,1.0,-1.0,117,32,0,3166.0,0.0,84.0,0.0,3166.0,9.3
61,sub2,sub2,0,0,-1.0,1.0,164,0,28,0.0,3115.0,0.0,64.0,-3115.0,12.9
62,sub2,sub2,1,0,1.0,-1.0,199,24,0,2982.0,0.0,64.0,0.0,2982.0,16.0
63,sub2,sub2,0,0,-1.0,1.0,119,0,28,0.0,2557.0,0.0,80.0,-2557.0,11.4
64,sub2,sub2,0,0,-1.0,1.0,101,0,12,0.0,694.0,0.0,36.0,-694.0,4.9
65,sub2,sub2,1,0,1.0,-1.0,176,38,0,5230.0,0.0,98.0,0.0,5230.0,28.4
66,sub2,sub2,1,0,1.0,-1.0,271,25,0,2445.0,0.0,45.0,0.0,2445.0,29.8
67,sub2,sub2,1,0,1.0,-1.0,214,32,0,4254.0,0.0,60.0,0.0,4254.0,22.8
68,sub2,sub2,0,0,-1.0,1.0,211,0,28,0.0,2683.0,0.0,60.0,-2683.0,25.8
69,sub2,sub2,1,0,1.0,-1.0,272,37,0,4408.0,0.0,69.0,0.0,4408.0,48.5
70,sub2,sub2,1,0,1.0,-1.0,168,34,0,5522.0,0.0,86.0,0.0,5522.0,14.2
71,sub2,sub2,1,0,1.0,-1.0,154,36,0,6223.0,0.0,108.0,0.0,6223.0,17.9
72,sub2,sub2,0,0,-1.0,1.0,205,0,19,0.0,854.0,0.0,22.0,-854.0,12.9
73,sub2,sub2,0,0,-1.0,1.0,160,0,21,0.0,1930.0,0.0,45.0,-1930.0,12.0
74,sub2,sub2,1,0,1.0,-1.0,230,32,0,5149.0,0.0,76.0,0.0,5149.0,30.7
75,sub2,sub2,0,0,-1.0,1.0,156,0,26,0.0,3612.0,0.0,82.0,-3612.0,16.3
76,sub2,sub2,1,0,1.0,-1.0,276,22,0,3422.0,0.0,54.0,0.0,3422.0,23.4
77,sub2,sub2,1,0,1.0,-1.0,203,32,0,5457.0,0.0,88.0,0.0,5457.0,32.9
78,sub2,sub2,0,0,-1.0,1.0,194,0,28,0.0,3372.0,0.0,84.0,-3372.0,29.1
79,sub2,sub2,1,0,1.0,-1.0,192,35,0,5748.0,0.0,87.0,0.0,5748.0,15.7
80,sub2,sub2,0,0,-1.0,1.0,147,0,28,0.0,3172.0,0.0,68.0,-3172.0,12.3
81,sub2,sub2,1,0,1.0,-1.0,236,32,0,3977.0,0.0,60.0,0.0,3977.0,38.2
82,sub2,sub2,1,0,1.0,-1.0,245,32,0,6414.0,0.0,104.0,0.0,6414.0,35.3
83,sub2,sub2,0,0,-1.0,1.0,214,0,28,0.0,4904.0,0.0,80.0,-4904.0,27.3
84,sub2,sub2,1,0,1.0,-1.0,188,28,0,3766.0,0.0,64.0,0.0,3766.0,18.1
85,sub2,sub2,1,0,1.0,-1.0,192,24,0,2149.0,0.0,48.0,0.0,2149.0,13.6
86,sub2,sub2,0,0,-1.0,1.0,170,0,32,0.0,3208.0,0.0,68.0,-3208.0,12.3
87,sub2,sub2,0,0,-1.0,1.0,200,0,24,0.0,2296.0,0.0,56.0,-2296.0,12.1
88,sub2,sub2,0,0,-1.0,1.0,148,0,28,0.0,2199.0,0.0,60.0,-2199.0,12.7
89,sub2,sub2,1,0,1.0,-1.0,211,28,0,4292.0,0.0,76.0,0.0,4292.0,22.6
90,sub2,sub2,0,0,-1.0,1.0,207,0,36,0.0,4188.0,0.0,88.0,-4188.0,37.1
91,sub2,sub2,0,0,-1.0,1.0,101,0,18,0.0,1101.0,0.0,44.0,-1101.0,5.2
92,sub2,sub2,0,0,-1.0,1.0,139,0,28,0.0,3483.0,0.0,76.0,-3483.0,11.8
93,sub2,sub2,1,0,1.0,-1.0,146,32,0,4186.0,0.0,76.0,0.0,4186.0,13.9
94,sub2,sub2,1,0,1.0,-1.0,162,36,0,4013.0,0.0,100.0,0.0,4013.0,22.1
95,sub2,sub2,0,0,-1.0,1.0,225,0,28,0.0,3098.0,0.0,72.0,-3098.0,29.6
96,sub2,sub2,0,0,-1.0,1.0,150,0,28,0.0,3262.0,0.0,88.0,-3262.0,17.1
97,sub2,sub2,1,0,1.0,-1.0,240,24,0,4470.0,0.0,68.0,0.0,4470.0,24.7
98,sub2,sub2,0,0,-1.0,1.0,171,0,28,0.0,1942.0,0.0,64.0,-1942.0,15.5
99,sub2,sub2,0,0,-1.0,1.0,161,0,36,0.0,3052.0,0.0,80.0,-3052.0,21.5
