number,value,datetime_start,datetime_complete,duration,params_ours_area_inv,params_ours_late_aggression,params_ours_mean_dist_all,params_ours_n_cross,params_ours_prod,params_ours_ships,params_ours_wnn_close_res,params_tgt_area_inv,params_tgt_late_aggression,params_tgt_mean_dist_all,params_tgt_n_cross,params_tgt_prod,params_tgt_ships,params_tgt_wnn_close_res,user_attrs_mean_rank,user_attrs_median_rank,user_attrs_top1,user_attrs_top10,user_attrs_top3,user_attrs_top5,user_attrs_total_attack,user_attrs_total_reinforce,state
39,0.32653061224489793,2026-05-20 21:53:05.296179,2026-05-20 21:53:07.046729,0 days 00:00:01.750550,0.2666701117214149,-0.041363536910857146,0.7510892563458391,-0.13041847403724402,-0.681525370147587,0.27326251256588563,0.7158382044348456,0.5013593458397811,0.7958167849488238,0.5664990672273054,-0.2148587322622233,0.4641818753853194,-0.5548076692230886,1.006436032852124,8.183673469387756,7.0,0.12244897959183673,0.6836734693877551,0.32653061224489793,0.4387755102040816,98,92,COMPLETE
40,0.30612244897959184,2026-05-20 21:53:07.046902,2026-05-20 21:53:08.809830,0 days 00:00:01.762928,-0.5981176669271446,-0.7921570569036391,-0.2044681327389566,1.3301385449566736,-0.16737771221557135,-0.12687769944421595,-0.4269510940763157,0.22555340557417242,0.6322298438186343,-0.7839557282582403,0.9864892795573694,-0.9014723915687164,0.20303789592271987,0.7952048808672325,9.306122448979592,8.0,0.07142857142857142,0.6122448979591837,0.30612244897959184,0.40816326530612246,98,92,COMPLETE
41,0.35714285714285715,2026-05-20 21:53:08.809973,2026-05-20 21:53:10.565804,0 days 00:00:01.755831,0.1173002871399218,-0.21221834290707486,-0.40742763860052333,-0.4725628837543947,-1.4733963324841537,0.35395178027280205,-0.15269220965268704,-0.18499579998020244,0.8851805125681513,-0.3899034820315768,1.098062777363078,-0.5068237930346765,-0.9115777768285809,0.6717450284555426,8.693877551020408,7.0,0.07142857142857142,0.6530612244897959,0.35714285714285715,0.45918367346938777,98,92,COMPLETE
42,0.35714285714285715,2026-05-20 21:53:10.565959,2026-05-20 21:53:12.346443,0 days 00:00:01.780484,-0.2948300691975847,-0.01817273977810341,0.03932654337133195,-0.2988182683861862,-1.1701111905651815,0.204549221097799,0.11695405028749456,-0.528768430658933,0.42368754082138904,0.7843947147008317,1.188446752625957,-0.3409294483940193,-0.7470609534423486,0.5767545392925912,7.530612244897959,6.0,0.14285714285714285,0.6938775510204082,0.35714285714285715,0.4897959183673469,98,92,COMPLETE
43,0.29591836734693877,2026-05-20 21:53:12.346598,2026-05-20 21:53:14.103187,0 days 00:00:01.756589,-0.042263530849650344,-0.5830691116763018,-0.8309558613909475,-0.5607280871643974,0.3419814783405669,-0.4622232400056122,-0.6254952578771286,-0.3388262818452086,1.3069056503449363,-0.2700993071385866,1.275530885905056,-0.054910506090362604,-0.39104246088329564,-0.862795497026743,9.63265306122449,7.5,0.08163265306122448,0.6326530612244898,0.29591836734693877,0.3877551020408163,98,92,COMPLETE
44,0.3673469387755102,2026-05-20 21:53:14.103350,2026-05-20 21:53:15.860132,0 days 00:00:01.756782,0.2219724335485182,-0.4138374302234024,-0.18605555356104492,-0.7283169647404086,-1.3130796783763057,-0.05516602579223745,0.3715450432300726,-0.040238762421903496,0.3095143508805426,0.08634247651716231,0.9329690448496876,-0.6059928749487677,-0.07942627605104452,0.9368391045984503,8.39795918367347,6.5,0.08163265306122448,0.6836734693877551,0.3673469387755102,0.46938775510204084,98,92,COMPLETE
45,0.19387755102040816,2026-05-20 21:53:15.860274,2026-05-20 21:53:17.608746,0 days 00:00:01.748472,0.4125586839753488,0.21287014136849097,0.6078223868022355,-0.04111177323381637,-0.9805611376808734,0.48194478276603425,0.06048093141480469,0.7084918681465672,0.11755052530517326,-0.5500204137950192,0.3703655894547757,-0.27717212703891453,-0.5838165194690355,0.14890269888490282,9.73469387755102,8.0,0.05102040816326531,0.6122448979591837,0.19387755102040816,0.41836734693877553,98,92,COMPLETE
46,0.37755102040816324,2026-05-20 21:53:17.608903,2026-05-20 21:53:19.360961,0 days 00:00:01.752058,-0.42228152615195186,-0.9625725560810104,-0.5022823590678925,-0.9721803422518827,0.024353923020244306,-0.8134492385767853,0.23166778472617866,0.278004449919713,0.6867024182645428,0.4227237007214237,1.380199192747216,-0.9160025638913181,-1.0626295800473953,1.2605733653572404,8.13265306122449,5.5,0.12244897959183673,0.6632653061224489,0.37755102040816324,0.5,98,92,COMPLETE
47,0.37755102040816324,2026-05-20 21:53:19.361116,2026-05-20 21:53:21.114289,0 days 00:00:01.753173,-0.8324739483137256,-1.0288102707373823,-1.1150705283114912,-0.895841841809675,0.02529828306281,-0.9057312112509475,0.2922960835084403,0.2688706728831006,-0.16108736344846342,0.39852897381121133,1.3705177650389135,-0.8604793567722271,-1.2027930844059063,1.257168477522559,8.13265306122449,5.0,0.12244897959183673,0.673469387755102,0.37755102040816324,0.5102040816326531,98,92,COMPLETE
48,0.32653061224489793,2026-05-20 21:53:21.114430,2026-05-20 21:53:22.880618,0 days 00:00:01.766188,-1.0613636452999253,-1.0958401115599279,-0.4435134722210564,-0.9825399622440357,0.5688231697474008,-0.9592965264907787,0.9522827377914319,0.9990911329493445,-0.08653231603363604,0.12247821766082728,1.3461255525402718,-1.326768868448734,-1.245080577741619,1.4871803016661553,8.693877551020408,6.5,0.07142857142857142,0.6632653061224489,0.32653061224489793,0.4489795918367347,98,92,COMPLETE
49,0.25510204081632654,2026-05-20 21:53:22.880779,2026-05-20 21:53:24.642543,0 days 00:00:01.761764,-0.8332548800329547,-1.3729567668295193,-1.1548548691237552,-1.4207974072149776,-0.0010060642506660757,-0.7887511984101021,0.5384995646136559,0.05074032428584252,-0.5554501077161395,0.3051005549728106,0.12850234322149645,-0.9598586076188378,-1.0714948842128065,1.3237586224422637,8.918367346938776,7.0,0.05102040816326531,0.6428571428571429,0.25510204081632654,0.37755102040816324,98,92,COMPLETE
50,0.30612244897959184,2026-05-20 21:53:24.642688,2026-05-20 21:53:26.396241,0 days 00:00:01.753553,-0.4221824119998352,-1.230098711344812,-1.3020889459975962,-1.1107198925279407,0.09829548139330295,-1.0611561370778986,0.25848871822192065,0.45764426742490993,-0.184385597556046,1.080797175607919,1.348580377216966,-1.0559469483585042,-1.3763921793644633,1.2714568529576904,8.13265306122449,6.0,0.14285714285714285,0.6938775510204082,0.30612244897959184,0.47959183673469385,98,92,COMPLETE
51,0.3877551020408163,2026-05-20 21:53:26.396383,2026-05-20 21:53:28.154830,0 days 00:00:01.758447,-0.5676304986084446,-0.8721972173818683,-0.5970193203446225,-0.9163044845687252,0.2809625268121567,-0.833529316582932,-0.1912738820911526,0.2686010165307742,0.5285354390816033,0.4470696455423129,1.4434268234698675,-0.8102580916155904,-1.0928959672163128,1.1628850692449095,8.10204081632653,5.5,0.10204081632653061,0.6428571428571429,0.3877551020408163,0.5,98,92,COMPLETE
