episode_id,step,player_idx,launch_idx,n_players,n_planets,n_fleets,pro_src_id,pro_target_id,pro_ships,pro_angle,pro_action_type,pro_target_owner,pro_target_priority,pro_target_zone,pro_rank_in_targets,n_targets,heur_top_target_id,heur_top_priority,heur_top1,heur_top3,heur_top5,heur_top10,heur_n_moves,heur_action_src_id,heur_action_target_id,heur_action_type,heur_action_ships,src_match,target_match,type_match,heur_idle,error,phase,final_reward,sanity_owner_match,sanity_ship_match,sanity_fleet_count_match,sanity_n_planets_compared,proj_owner_accuracy,proj_active_accuracy,proj_n_active,proj_horizon
75912766,86,0,0,2,20,16,8,16,38,5.7247,reinforce,0,0.0438,frontline,,7,11.0,0.6574,False,False,False,False,0,,,,,False,False,False,True,,0.5443,1.0,,,,,,,,
75915235,51,1,0,2,28,7,3,22,25,1.2645,enemy,0,-1.3419,periphery,9.0,13,4.0,1.1701,False,False,False,True,2,17.0,6.0,neutral,28.0,False,False,False,False,,0.3469,1.0,,,,,,,,
75920471,462,2,0,4,36,18,1,34,279,-1.0748,neutral,-1,,,,6,29.0,5.7499,False,False,False,False,1,17.0,9.0,reinforce,53.0,False,False,False,False,,0.9259,1.0,1.0,1.0,True,36.0,,,,
75920471,350,1,0,4,36,9,17,1,16,-2.1816,reinforce,1,1.916,contested,,26,19.0,1.9026,False,False,False,False,0,,,,,False,False,False,True,,0.7014,-1.0,,,,,,,,
75920471,156,0,0,4,36,19,22,2,59,-0.0972,enemy,2,1.6226,priority_target,1.0,23,2.0,1.6226,True,True,True,True,0,,,,,False,False,False,True,,0.3126,-1.0,,,,,,,,
75920471,76,3,0,4,36,19,31,0,185,0.5252,enemy,0,1.5903,priority_target,1.0,25,0.0,1.5903,True,True,True,True,0,,,,,False,False,False,True,,0.1523,-1.0,,,,,,,,
75921008,131,3,0,4,24,25,22,7,73,2.8727,neutral,-1,0.0061,periphery,2.0,3,6.0,0.3046,False,True,True,True,5,22.0,7.0,neutral,48.0,True,True,True,False,,0.8562,1.0,,,,,,,,
75921657,67,0,1,2,40,15,9,0,34,-0.1954,enemy,1,1.1799,priority_target,5.0,27,21.0,1.6555,False,False,True,True,2,1.0,21.0,neutral,27.0,False,False,False,False,,0.6442,-1.0,,,,,,,,
75921657,93,1,1,2,36,20,27,34,25,-2.6041,enemy,0,0.9546,contested,2.0,16,9.0,1.1091,False,True,True,True,1,8.0,28.0,neutral,26.0,False,False,False,False,,0.8942,1.0,,,,,,,,
75923421,226,0,0,4,32,35,24,18,17,-1.2039,enemy,3,-0.9159,periphery,17.0,27,20.0,4.3974,False,False,False,False,6,24.0,0.0,reinforce,27.0,True,False,False,False,,0.8828,-1.0,,,,,,,,
75923421,184,3,0,4,32,57,2,18,3,0.1311,reinforce,3,1.2415,contested,1.0,14,18.0,1.2415,True,True,True,True,0,,,,,False,False,False,True,,0.7188,1.0,,,,,,,,
75923421,182,3,1,4,32,56,15,25,9,0.5244,enemy,0,0.8194,frontline,,12,21.0,1.0887,False,False,False,False,0,,,,,False,False,False,True,,0.7109,1.0,,,,,,,,
75923421,178,3,1,4,36,50,24,18,17,-1.3639,reinforce,3,-0.8966,hard_far,5.0,12,20.0,1.207,False,False,True,True,0,,,,,False,False,False,True,,0.6953,1.0,1.0,0.9722,False,36.0,,,,
75924157,166,1,1,4,28,73,7,6,15,0.6671,reinforce,1,0.1728,mid,,0,,,False,False,False,False,2,12.0,25.0,neutral,8.0,False,False,False,False,,0.9222,1.0,,,,,,,,
75924167,62,0,0,4,28,26,8,0,1,-1.3636,reinforce,0,1.6658,contested,,18,5.0,1.9137,False,False,False,False,0,,,,,False,False,False,True,,0.3543,-1.0,,,,,,,,
75924167,76,0,1,4,28,42,8,0,1,-1.3636,reinforce,0,-0.4345,rear,,17,23.0,1.7999,False,False,False,False,1,18.0,8.0,reinforce,21.0,False,False,True,False,,0.4343,-1.0,,,,,,,,
75925168,68,1,0,4,32,24,12,10,1,0.0171,enemy,2,-1.6863,hard_far,21.0,22,11.0,1.5133,False,False,False,False,7,20.0,15.0,enemy,49.0,False,False,True,False,,0.4,1.0,,,,,,,,
75925168,148,1,1,4,28,48,0,25,20,3.0805,reinforce,1,0.1657,frontline,,3,1.0,2.2043,False,False,False,False,1,21.0,1.0,reinforce,38.0,False,False,True,False,,0.8706,1.0,,,,,,,,
75925168,153,1,0,4,32,52,2,0,12,1.2543,reinforce,1,-0.1668,rear,,2,17.0,2.2988,False,False,False,False,2,20.0,31.0,neutral,112.0,False,False,False,False,,0.9,1.0,,,,,,,,
75927019,74,1,0,2,24,23,1,13,44,-0.5957,reinforce,1,-0.2774,mid,,10,2.0,1.4282,False,False,False,False,0,,,,,False,False,False,True,,0.4277,1.0,,,,,,,,
75927245,95,2,0,4,24,23,2,10,34,-2.4374,reinforce,2,-0.0627,mid,,19,3.0,2.0676,False,False,False,False,2,10.0,14.0,reinforce,18.0,False,False,True,False,,0.4043,-1.0,,,,,,,,
75927373,29,1,0,4,28,13,1,25,20,-0.0024,neutral,-1,1.1248,priority_target,4.0,23,12.0,1.7119,False,False,True,True,2,13.0,11.0,enemy,15.0,False,False,False,False,,0.1137,-1.0,,,,,,,,
75927875,124,1,0,2,28,54,7,13,5,1.8774,enemy,0,-0.9768,periphery,21.0,26,15.0,2.2357,False,False,False,False,5,11.0,15.0,reinforce,10.0,False,False,False,False,,0.62,-1.0,1.0,1.0,True,28.0,,,,
75927875,109,0,0,2,28,49,6,10,32,-2.1686,enemy,1,0.6652,periphery,2.0,13,18.0,0.7087,False,True,True,True,0,,,,,False,False,False,True,,0.545,1.0,,,,,,,,
75928517,138,0,1,2,32,31,13,29,23,0.28,reinforce,0,-0.4696,mid,,12,22.0,1.5539,False,False,False,False,3,14.0,6.0,reinforce,37.0,False,False,True,False,,0.9139,1.0,,,,,,,,
75928517,90,0,1,2,32,26,14,1,3,1.4997,neutral,-1,0.0873,hard_far,11.0,21,30.0,1.73,False,False,False,False,3,14.0,1.0,neutral,7.0,True,True,True,False,,0.596,1.0,,,,,,,,
75930516,184,0,1,2,28,11,5,1,54,-3.0335,reinforce,0,-0.7141,bastion,,1,22.0,0.8685,False,False,False,False,2,4.0,22.0,enemy,107.0,False,False,False,False,,0.9534,1.0,,,,,,,,
75935643,178,1,1,4,24,105,1,11,7,-1.5776,enemy,3,-0.0575,periphery,4.0,8,3.0,1.6296,False,False,True,True,0,,,,,False,False,False,True,,0.6096,1.0,,,,,,,,
75935643,234,1,2,4,20,112,3,10,6,-0.0068,enemy,3,4.4416,easy_target,1.0,1,10.0,4.4416,True,True,True,True,1,19.0,10.0,enemy,21.0,False,True,True,False,,0.8014,1.0,,,,,,,,
75936669,51,0,0,2,32,20,4,13,34,3.1006,reinforce,0,-1.2662,rear,,15,6.0,1.8874,False,False,False,False,0,,,,,False,False,False,True,,0.2615,1.0,,,,,,,,
75937328,131,0,3,4,32,24,20,30,67,-0.3849,enemy,2,-0.9506,contested,8.0,8,13.0,0.78,False,False,False,True,1,11.0,16.0,reinforce,20.0,False,False,False,False,,0.8506,1.0,,,,,,,,
75937738,157,1,2,2,40,42,18,15,24,3.0088,reinforce,1,-0.8918,rear,,15,32.0,1.6575,False,False,False,False,7,12.0,20.0,reinforce,62.0,False,False,True,False,,0.7734,1.0,,,,,,,,
75937738,98,0,0,2,36,48,24,32,22,2.2048,reinforce,0,0.662,priority_target,2.0,20,5.0,0.7312,False,True,True,True,3,25.0,32.0,reinforce,84.0,False,True,True,False,,0.4828,-1.0,1.0,1.0,True,36.0,,,,
75937738,115,1,1,2,36,36,17,0,32,1.1604,reinforce,1,-0.8324,hard_far,11.0,21,24.0,3.9061,False,False,False,False,2,21.0,15.0,enemy,83.0,False,False,False,False,,0.5665,1.0,,,,,,,,
75938189,103,0,1,2,32,55,23,5,24,-2.798,enemy,1,0.1888,periphery,7.0,23,12.0,2.0464,False,False,False,True,1,23.0,5.0,enemy,16.0,True,True,True,False,,0.741,-1.0,,,,,,,,
75938189,105,0,3,2,32,65,23,11,8,-2.5213,enemy,1,-1.868,priority_target,21.0,22,2.0,3.2539,False,False,False,False,0,,,,,False,False,False,True,,0.7554,-1.0,,,,,,,,
75938189,85,1,2,2,32,56,11,1,22,1.3376,reinforce,1,-0.296,mid,,11,15.0,1.5005,False,False,False,False,5,2.0,26.0,enemy,15.0,False,False,False,False,,0.6115,1.0,,,,,,,,
75939046,137,0,20,2,36,329,33,18,2,-1.3212,enemy,1,-0.0702,contested,3.0,5,31.0,0.4918,False,True,True,True,2,21.0,5.0,reinforce,19.0,False,False,False,False,,0.9448,1.0,,,,,,,,
75939046,82,0,4,2,36,84,9,17,2,-2.543,enemy,1,-1.366,rear,,19,5.0,0.8624,False,False,False,False,3,22.0,8.0,reinforce,28.0,False,False,False,False,,0.5655,1.0,,,,,,,,
75939046,84,0,7,2,36,101,15,10,3,-1.8592,enemy,1,-1.9718,hard_far,17.0,18,20.0,1.6401,False,False,False,False,3,22.0,14.0,reinforce,30.0,False,False,False,False,,0.5793,1.0,,,,,,,,
75939046,94,0,1,2,36,189,1,19,2,-1.3155,enemy,1,-0.935,isolated,,16,11.0,1.165,False,False,False,False,0,,,,,False,False,False,True,,0.6483,1.0,,,,,,,,
75939046,65,0,1,2,40,24,16,8,3,-0.9722,reinforce,0,-1.1198,bastion,,22,34.0,0.6501,False,False,False,False,1,23.0,21.0,enemy,23.0,False,False,False,False,,0.4483,1.0,,,,,,,,
75940913,104,0,0,2,28,61,21,13,134,0.8601,reinforce,0,0.5954,mid,,13,3.0,0.9905,False,False,False,False,2,21.0,11.0,reinforce,26.0,True,False,True,False,,0.8455,1.0,1.0,0.9643,False,28.0,,,,
75942176,118,1,0,2,28,14,20,11,13,3.1416,enemy,0,0.0539,hard_far,8.0,24,16.0,3.6048,False,False,False,True,0,,,,,False,False,False,True,,0.8082,-1.0,,,,,,,,
75943024,58,1,0,4,36,24,25,9,7,0.2847,reinforce,1,-0.0127,isolated,,28,18.0,2.2265,False,False,False,False,1,9.0,19.0,neutral,23.0,False,False,False,False,,0.299,-1.0,,,,,,,,
75943167,198,1,4,2,20,102,6,19,8,-2.8342,reinforce,1,-0.6478,frontline,,3,2.0,1.6019,False,False,False,False,4,13.0,16.0,enemy,43.0,False,False,False,False,,0.9252,1.0,,,,,,,,
75951597,128,3,0,4,36,30,12,6,12,-0.1743,enemy,2,0.0799,priority_target,9.0,29,22.0,3.7279,False,False,False,True,0,,,,,False,False,False,True,,0.2565,-1.0,,,,,,,,
75951597,178,2,0,4,40,18,30,22,10,-2.8322,enemy,1,-0.1514,rear,,24,2.0,1.0541,False,False,False,False,1,6.0,2.0,reinforce,41.0,False,False,False,False,,0.3567,-1.0,,,,,,,,
75953448,203,3,0,4,20,20,9,1,12,0.1703,enemy,2,-1.1686,priority_target,11.0,17,9.0,2.764,False,False,False,False,1,5.0,9.0,reinforce,7.0,False,False,False,False,,0.6527,-1.0,,,,,,,,
75953448,181,3,2,4,24,24,17,1,2,0.2021,enemy,2,2.8315,priority_target,1.0,13,1.0,2.8315,True,True,True,True,2,12.0,1.0,enemy,11.0,False,True,True,False,,0.582,-1.0,,,,,,,,
75953848,103,3,2,4,32,27,16,25,38,-0.3495,neutral,-1,-0.9463,periphery,10.0,17,10.0,1.1152,False,False,False,True,1,16.0,31.0,neutral,13.0,True,False,True,False,,0.5787,1.0,,,,,,,,
75953848,115,3,0,4,32,38,12,13,24,-0.1963,enemy,2,-0.4134,priority_target,6.0,16,19.0,1.4603,False,False,False,True,2,14.0,16.0,reinforce,38.0,False,False,False,False,,0.6461,1.0,,,,,,,,
75955828,191,3,9,4,32,266,19,4,37,0.8076,neutral,-1,-0.7458,isolated,,0,,,False,False,False,False,0,,,,,False,False,False,True,,0.9502,1.0,1.0,0.9062,False,32.0,,,,
75955828,111,3,1,4,32,42,18,5,19,1.3601,neutral,-1,-0.3938,hard_far,7.0,15,12.0,0.9732,False,False,False,True,3,2.0,20.0,reinforce,36.0,False,False,False,False,,0.5522,1.0,,,,,,,,
75955828,185,3,2,4,32,216,3,26,4,0.0165,reinforce,3,-0.6059,isolated,,1,4.0,0.2623,False,False,False,False,0,,,,,False,False,False,True,,0.9204,1.0,,,,,,,,
75955828,178,3,16,4,36,111,34,19,2,-2.1605,reinforce,3,1.1462,frontline,,2,6.0,0.5435,False,False,False,False,4,1.0,31.0,reinforce,15.0,False,False,True,False,,0.8856,1.0,,,,,,,,
75955828,181,3,10,4,36,155,12,18,2,-0.7448,reinforce,3,1.2431,frontline,,2,6.0,0.7174,False,False,False,False,2,9.0,25.0,reinforce,169.0,False,False,True,False,,0.9005,1.0,,,,,,,,
75955828,173,3,8,4,36,35,15,16,3,1.4038,reinforce,3,0.8466,mid,,2,6.0,0.2877,False,False,False,False,4,9.0,25.0,reinforce,145.0,False,False,True,False,,0.8607,1.0,,,,,,,,
75955828,186,3,8,4,32,233,14,15,4,-1.8953,reinforce,3,0.1135,frontline,,1,4.0,0.2958,False,False,False,False,0,,,,,False,False,False,True,,0.9254,1.0,,,,,,,,
75955828,141,0,0,4,32,25,8,24,46,2.9185,enemy,3,2.7529,easy_target,3.0,28,12.0,3.1947,False,True,True,True,5,16.0,29.0,enemy,4.0,False,False,True,False,,0.7015,-1.0,,,,,,,,
75957597,84,2,0,4,24,23,13,12,4,4.2586,reinforce,2,1.5027,contested,,18,2.0,3.6761,False,False,False,False,0,,,,,False,False,False,True,,0.4565,-1.0,,,,,,,,
75959127,84,1,2,2,28,28,11,0,21,0.7158,enemy,0,-0.8722,periphery,11.0,15,15.0,1.9319,False,False,False,False,1,5.0,9.0,reinforce,27.0,False,False,False,False,,0.2772,-1.0,,,,,,,,
75959329,160,0,4,4,40,40,26,23,18,-2.9284,enemy,3,1.9149,frontline,,8,27.0,0.2938,False,False,False,False,6,1.0,30.0,reinforce,7.0,False,False,False,False,,0.8421,1.0,1.0,1.0,True,40.0,,,,
75959429,163,1,12,4,32,185,13,1,31,0.4849,enemy,2,0.4625,mid,,1,17.0,3.5512,False,False,False,False,1,14.0,17.0,reinforce,79.0,False,False,False,False,,0.9532,1.0,,,,,,,,
75959429,157,1,6,4,32,108,6,2,16,-2.3081,reinforce,1,0.3891,mid,,1,17.0,2.4714,False,False,False,False,3,8.0,16.0,reinforce,44.0,False,False,True,False,,0.9181,1.0,,,,,,,,
75959429,170,1,18,4,32,240,19,25,3,2.8459,reinforce,1,-0.8279,isolated,,0,,,False,False,False,False,0,,,,,False,False,False,True,,0.9942,1.0,,,,,,,,
75959429,170,1,4,4,32,240,4,12,3,-0.5867,reinforce,1,0.203,mid,,0,,,False,False,False,False,0,,,,,False,False,False,True,,0.9942,1.0,,,,,,,,
75959429,166,1,19,4,32,211,20,14,2,-0.2562,reinforce,1,-0.0473,mid,,0,,,False,False,False,False,2,14.0,31.0,reinforce,26.0,False,False,True,False,,0.9708,1.0,,,,,,,,
75959429,165,1,5,4,32,206,6,0,3,1.5712,reinforce,1,1.1139,frontline,,1,17.0,3.555,False,False,False,False,0,,,,,False,False,False,True,,0.9649,1.0,,,,,,,,
75963839,159,0,21,4,32,106,23,31,45,2.5966,reinforce,0,,,,0,,,False,False,False,False,0,,,,,False,False,False,True,,0.9815,1.0,,,,,,,,
75963839,133,2,2,4,28,19,23,13,18,-1.1448,enemy,1,1.721,easy_target,3.0,28,16.0,2.1656,False,True,True,True,0,,,,,False,False,False,True,,0.821,-1.0,,,,,,,,
75963839,124,0,0,4,28,22,5,19,20,-1.4074,reinforce,0,-0.4564,bastion,,10,11.0,1.3561,False,False,False,False,0,,,,,False,False,False,True,,0.7654,1.0,,,,,,,,
75964397,165,1,1,4,36,35,17,27,16,-2.7221,reinforce,1,1.9579,contested,,15,18.0,1.8757,False,False,False,False,3,30.0,33.0,enemy,13.0,False,False,False,False,,0.6089,1.0,1.0,0.9722,False,36.0,,,,
75964397,48,3,0,4,32,10,17,3,13,4.119,reinforce,3,-1.2455,rear,,25,26.0,2.2281,False,False,False,False,2,17.0,7.0,neutral,26.0,True,False,False,False,,0.1771,-1.0,,,,,,,,
75964932,121,0,0,2,20,33,0,2,16,-2.0975,enemy,1,1.6673,priority_target,1.0,3,2.0,1.6673,True,True,True,True,3,12.0,17.0,reinforce,665.0,False,False,False,False,,0.6836,1.0,,,,,,,,
75967247,138,1,0,4,32,23,27,31,1,1.1184,reinforce,1,-0.4522,rear,,25,11.0,3.2684,False,False,False,False,4,17.0,25.0,neutral,14.0,False,False,False,False,,0.6935,-1.0,,,,,,,,
75967247,139,1,0,4,32,19,7,11,24,-1.4931,enemy,2,4.4258,easy_target,1.0,25,11.0,4.4258,True,True,True,True,5,17.0,1.0,neutral,55.0,False,False,False,False,,0.6985,-1.0,,,,,,,,
75970255,27,0,0,2,36,3,8,32,25,-2.6886,neutral,-1,0.7327,priority_target,6.0,32,25.0,2.0401,False,False,False,True,1,8.0,25.0,neutral,9.0,True,False,True,False,,0.1812,1.0,,,,,,,,
75970563,242,3,1,4,40,25,22,30,20,0.4426,reinforce,3,-1.4138,rear,,7,20.0,-0.4551,False,False,False,False,4,19.0,9.0,enemy,182.0,False,False,False,False,,0.8643,1.0,,,,,,,,
75970563,267,3,29,4,44,220,33,31,2,-2.8134,reinforce,3,-1.2959,rear,,1,1.0,-0.1566,False,False,False,False,0,,,,,False,False,False,True,,0.9536,1.0,,,,,,,,
75970563,267,3,0,4,44,220,0,8,454,1.8301,reinforce,3,-0.4553,mid,,1,1.0,-0.1566,False,False,False,False,0,,,,,False,False,False,True,,0.9536,1.0,,,,,,,,
75970563,119,3,2,4,40,48,9,1,3,0.2593,reinforce,3,1.0167,priority_target,3.0,26,27.0,1.3286,False,True,True,True,4,19.0,1.0,reinforce,91.0,False,True,True,False,,0.425,1.0,,,,,,,,
75970563,274,3,38,4,44,272,39,4,1,1.5711,reinforce,3,0.0533,frontline,,1,1.0,0.6625,False,False,False,False,0,,,,,False,False,False,True,,0.9786,1.0,1.0,1.0,True,44.0,,,,
75970563,254,3,12,4,44,76,26,22,2,2.7205,reinforce,3,-1.0455,rear,,4,24.0,1.9359,False,False,False,False,0,,,,,False,False,False,True,,0.9071,1.0,,,,,,,,
75972657,84,0,0,2,32,32,21,7,80,-2.3891,neutral,-1,-1.6461,periphery,12.0,14,22.0,1.3497,False,False,False,False,3,13.0,7.0,neutral,28.0,False,True,True,False,,0.5526,1.0,,,,,,,,
75972841,83,0,1,2,28,18,15,3,6,-1.4973,enemy,1,-0.911,hard_far,10.0,21,13.0,1.6168,False,False,False,True,4,1.0,5.0,reinforce,24.0,False,False,False,False,,0.5497,-1.0,,,,,,,,
75974716,156,2,1,4,32,21,20,9,59,-3.1397,enemy,1,-0.1148,hard_far,5.0,11,15.0,1.1829,False,False,True,True,3,20.0,5.0,enemy,50.0,True,False,True,False,,0.6023,1.0,,,,,,,,
75976337,179,0,0,2,28,34,4,8,10,-0.4004,reinforce,0,0.8747,priority_target,2.0,20,0.0,3.7663,False,True,True,True,0,,,,,False,False,False,True,,0.8211,-1.0,,,,,,,,
75976337,117,1,2,2,24,37,22,10,10,0.9821,reinforce,1,-0.716,bastion,,9,12.0,0.2467,False,False,False,False,1,8.0,10.0,reinforce,15.0,False,True,True,False,,0.5367,1.0,,,,,,,,
75979513,89,1,1,2,20,15,10,0,18,1.6506,reinforce,1,-1.6665,periphery,8.0,8,7.0,0.7559,False,False,False,True,1,12.0,0.0,reinforce,114.0,False,True,True,False,,0.7063,1.0,,,,,,,,
75984949,140,1,0,2,32,66,3,6,20,-0.0383,reinforce,1,-0.4468,contested,,20,30.0,2.3318,False,False,False,False,3,22.0,3.0,reinforce,58.0,False,False,True,False,,0.733,-1.0,,,,,,,,
75991087,164,3,0,4,24,31,8,6,232,-1.446,enemy,2,0.1916,frontline,,0,,,False,False,False,False,4,8.0,19.0,reinforce,8.0,True,False,False,False,,0.6406,1.0,,,,,,,,
75994516,163,3,0,4,36,62,4,20,134,1.9138,reinforce,3,0.0328,isolated,,0,,,False,False,False,False,0,,,,,False,False,False,True,,0.8624,1.0,1.0,0.9444,False,36.0,,,,
75994516,97,2,0,4,32,24,28,3,61,-1.5038,enemy,3,0.2862,priority_target,6.0,22,4.0,2.4133,False,False,False,True,2,17.0,8.0,enemy,24.0,False,False,True,False,,0.5132,-1.0,,,,,,,,
75995072,32,0,0,4,32,8,20,4,18,-0.2808,neutral,-1,-0.9917,hard_far,20.0,28,9.0,1.8135,False,False,False,False,1,24.0,13.0,neutral,14.0,False,False,True,False,,0.2302,-1.0,,,,,,,,
75995342,93,1,0,2,36,29,18,2,63,-0.3449,enemy,0,0.3069,contested,4.0,19,20.0,2.3329,False,False,True,True,1,18.0,22.0,reinforce,17.0,True,False,False,False,,0.4366,1.0,,,,,,,,
75995342,156,1,1,2,40,21,24,0,121,0.3051,enemy,0,-0.5608,hard_far,3.0,5,26.0,1.9011,False,True,True,True,7,30.0,10.0,reinforce,14.0,False,False,False,False,,0.7324,1.0,,,,,,,,
75996990,54,3,0,4,28,15,7,16,62,1.1455,enemy,0,-1.6314,hard_far,14.0,18,13.0,2.8209,False,False,False,False,0,,,,,False,False,False,True,,0.1444,1.0,,,,,,,,
75998277,56,0,1,2,36,43,22,19,105,-0.8559,enemy,1,-0.2664,periphery,12.0,23,23.0,1.9205,False,False,False,False,4,22.0,6.0,enemy,6.0,True,False,True,False,,0.4375,-1.0,,,,,,,,
75998641,469,1,4,4,32,112,11,4,49,0.7751,enemy,2,-1.0726,hard_far,8.0,15,1.0,2.8588,False,False,False,True,0,,,,,False,False,False,True,,0.9399,-1.0,,,,,,,,
75998641,460,1,10,4,32,95,27,10,113,-1.644,reinforce,1,1.1703,contested,,16,16.0,1.3128,False,False,False,False,1,27.0,19.0,enemy,64.0,True,False,False,False,,0.9218,-1.0,,,,,,,,
75998641,416,1,7,4,28,103,15,3,142,2.3005,reinforce,1,-0.2831,bastion,,14,25.0,0.6089,False,False,False,False,3,1.0,20.0,enemy,215.0,False,False,False,False,,0.8337,-1.0,,,,,,,,
75998641,407,1,10,4,28,107,19,11,5,-2.2681,reinforce,1,-1.2134,rear,,14,17.0,1.1331,False,False,False,False,5,9.0,17.0,enemy,34.0,False,False,False,False,,0.8156,-1.0,1.0,1.0,True,28.0,,,,
75998641,429,1,2,4,28,113,4,12,3,-0.2332,enemy,2,0.1486,frontline,,17,21.0,1.4825,False,False,False,False,2,15.0,1.0,reinforce,20.0,False,False,False,False,,0.8597,-1.0,,,,,,,,
75998767,271,0,0,4,36,12,0,7,477,-2.5001,enemy,2,0.1032,hard_far,9.0,28,14.0,2.431,False,False,False,True,3,0.0,31.0,enemy,88.0,True,False,True,False,,0.5431,-1.0,,,,,,,,
75998767,311,2,0,4,32,7,22,26,45,-0.8194,enemy,1,0.9053,easy_target,4.0,21,0.0,5.2728,False,False,True,True,8,31.0,0.0,enemy,14.0,False,False,True,False,,0.6232,1.0,,,,,,,,
75998767,321,2,0,4,32,20,12,5,56,1.9617,enemy,1,0.3628,hard_far,7.0,18,19.0,2.7449,False,False,False,True,1,21.0,8.0,enemy,56.0,False,False,True,False,,0.6433,1.0,,,,,,,,
76004820,100,0,0,4,32,42,23,18,5,-1.273,enemy,2,1.2956,easy_target,3.0,27,13.0,3.2894,False,True,True,True,0,,,,,False,False,False,True,,0.4808,-1.0,,,,,,,,
76032198,84,3,0,4,24,18,22,1,23,1.631,neutral,-1,-1.4727,hard_far,9.0,13,21.0,0.6234,False,False,False,True,0,,,,,False,False,False,True,,0.5385,1.0,,,,,,,,
76032608,67,0,9,2,32,238,16,11,4,-1.8739,enemy,1,0.5144,frontline,,2,12.0,1.6922,False,False,False,False,1,3.0,26.0,reinforce,13.0,False,False,False,False,,0.7882,1.0,,,,,,,,
76039927,39,0,0,4,28,26,18,6,80,4.7334,enemy,2,-0.6202,hard_far,6.0,19,19.0,1.8058,False,False,False,True,0,,,,,False,False,False,True,,0.2229,-1.0,,,,,,,,
76041054,90,0,0,4,28,28,0,3,31,-2.4577,enemy,3,-1.0466,hard_far,12.0,19,5.0,2.4109,False,False,False,False,0,,,,,False,False,False,True,,0.2903,1.0,,,,,,,,
76041054,291,3,0,4,28,32,21,10,5,0.1817,neutral,-1,-0.0555,hard_far,13.0,26,25.0,1.5765,False,False,False,False,1,17.0,15.0,reinforce,51.0,False,False,False,False,,0.9387,-1.0,1.0,1.0,True,28.0,,,,
76041054,176,0,0,4,32,8,23,5,66,1.3132,reinforce,0,-0.6322,isolated,,19,13.0,1.5917,False,False,False,False,2,0.0,4.0,reinforce,23.0,False,False,True,False,,0.5677,1.0,,,,,,,,
76041054,98,2,0,4,28,22,27,11,74,-2.2199,neutral,-1,-1.0577,hard_far,13.0,20,5.0,2.7858,False,False,False,False,2,27.0,15.0,enemy,39.0,True,False,False,False,,0.3161,-1.0,,,,,,,,
76042700,116,1,2,2,28,24,21,11,40,-2.8609,reinforce,1,-1.5382,rear,,9,0.0,1.8543,False,False,False,False,1,15.0,23.0,reinforce,12.0,False,False,True,False,,0.8169,1.0,,,,,,,,
76042700,112,1,4,2,28,22,13,26,45,-1.2249,reinforce,1,-1.309,rear,,10,23.0,2.0648,False,False,False,False,1,15.0,0.0,reinforce,46.0,False,False,True,False,,0.7887,1.0,,,,,,,,
76045205,119,1,2,2,28,46,12,4,3,0.7791,enemy,0,1.1986,frontline,,19,18.0,2.1405,False,False,False,False,5,12.0,0.0,enemy,44.0,True,False,True,False,,0.5805,-1.0,,,,,,,,
76050389,71,1,1,2,24,31,15,23,40,-1.8993,enemy,0,,,,15,12.0,2.222,False,False,False,False,0,,,,,False,False,False,True,,0.5966,-1.0,,,,,,,,
76050389,33,1,0,2,20,11,19,10,38,0.0664,neutral,-1,3.168,easy_target,1.0,15,10.0,3.168,True,True,True,True,0,,,,,False,False,False,True,,0.2773,-1.0,,,,,,,,
76050389,34,0,0,2,20,11,18,10,26,-0.9031,neutral,-1,1.4859,frontline,,11,5.0,1.5312,False,False,False,False,3,16.0,5.0,neutral,34.0,False,False,True,False,,0.2857,1.0,,,,,,,,
76056672,271,3,4,4,36,37,15,25,12,-2.5467,reinforce,3,0.8752,frontline,,5,9.0,0.6141,False,False,False,False,2,31.0,7.0,reinforce,32.0,False,False,True,False,,0.7699,1.0,,,,,,,,
76056672,103,3,0,4,32,22,31,16,63,0.7919,enemy,0,-0.7824,hard_far,16.0,24,3.0,1.2151,False,False,False,False,2,21.0,31.0,reinforce,17.0,False,False,False,False,,0.2926,1.0,1.0,0.9688,False,32.0,0.375,0.8,10.0,200.0
76056672,324,3,2,4,32,32,16,2,16,-1.7617,reinforce,3,1.489,frontline,,3,7.0,-0.1056,False,False,False,False,2,8.0,30.0,enemy,43.0,False,False,False,False,,0.9205,1.0,,,,,,,,
76057451,349,1,0,2,28,16,17,12,88,1.9847,enemy,0,-0.6641,rear,,18,16.0,2.5815,False,False,False,False,4,17.0,6.0,enemy,28.0,True,False,True,False,,0.762,-1.0,,,,,,,,
76057451,264,0,0,2,32,108,19,1,32,3.002,reinforce,0,1.1349,priority_target,3.0,18,13.0,2.627,False,True,True,True,2,17.0,13.0,reinforce,20.0,False,False,True,False,,0.5764,1.0,,,,,,,,
76057451,124,0,0,2,28,18,4,20,32,4.468,reinforce,0,1.0842,contested,,14,27.0,0.4604,False,False,False,False,0,,,,,False,False,False,True,,0.2707,1.0,,,,,,,,
76057451,232,1,1,2,28,126,16,14,19,1.7876,enemy,0,-0.031,contested,5.0,13,15.0,0.8255,False,False,True,True,2,16.0,14.0,enemy,45.0,True,True,True,False,,0.5066,-1.0,,,,,,,,
76057451,176,1,5,2,32,22,7,21,12,1.404,enemy,0,-1.7144,periphery,11.0,14,17.0,2.527,False,False,False,False,2,15.0,19.0,reinforce,105.0,False,False,False,False,,0.3843,-1.0,,,,,,,,
