episode_id,step,player_idx,launch_idx,n_players,n_planets,n_fleets,pro_src_id,pro_target_id,pro_ships,pro_angle,pro_action_type,pro_target_owner,pro_target_priority,pro_target_zone,pro_rank_in_targets,n_targets,heur_top_target_id,heur_top_priority,heur_top1,heur_top3,heur_top5,heur_top10,heur_n_moves,heur_action_src_id,heur_action_target_id,heur_action_type,heur_action_ships,src_match,target_match,type_match,heur_idle,error,phase,final_reward,sanity_owner_match,sanity_ship_match,sanity_fleet_count_match,sanity_n_planets_compared,proj_owner_accuracy,proj_active_accuracy,proj_n_active,proj_horizon
75791936,52,1,0,4,28,23,9,0,12,-0.2434,neutral,-1,-1.6159,hard_far,18.0,19,8.0,0.5267,False,False,False,False,2,5.0,9.0,reinforce,24.0,False,False,False,False,,0.1595,-1.0,1.0,1.0,True,28.0,0.5357,0.375,8.0,200.0
75792704,46,0,0,4,28,33,16,9,5,1.6705,neutral,-1,0.704,easy_target,7.0,23,18.0,2.0738,False,False,False,True,5,12.0,7.0,enemy,39.0,False,False,False,False,,0.3026,1.0,,,,,,,,
75792704,105,0,0,4,28,46,20,4,15,-1.0643,reinforce,0,-0.6303,rear,,11,16.0,1.3891,False,False,False,False,7,15.0,8.0,enemy,20.0,False,False,False,False,,0.6908,1.0,,,,,,,,
75794847,88,3,1,4,28,13,3,1,64,1.2091,enemy,0,0.5203,periphery,2.0,16,26.0,0.5623,False,True,True,True,0,,,,,False,False,False,True,,0.6617,1.0,,,,,,,,
75796408,212,0,3,2,36,68,26,22,13,-1.1677,enemy,1,-2.6493,hard_far,13.0,13,29.0,0.7837,False,False,False,False,0,,,,,False,False,False,True,,0.8154,1.0,,,,,,,,
75798980,125,1,0,4,28,36,5,25,5,3.0285,reinforce,1,-1.2618,rear,,20,7.0,3.8464,False,False,False,False,4,27.0,7.0,reinforce,8.0,False,False,True,False,,0.6944,-1.0,,,,,,,,
75798980,139,1,1,4,28,44,21,3,4,-1.4931,neutral,-1,0.3788,hard_far,5.0,19,15.0,3.4828,False,False,True,True,2,7.0,26.0,enemy,10.0,False,False,False,False,,0.7722,-1.0,,,,,,,,
75798980,139,1,0,4,28,44,12,27,5,-3.0011,reinforce,1,-1.5244,rear,,19,15.0,3.4828,False,False,False,False,2,7.0,26.0,enemy,10.0,False,False,False,False,,0.7722,-1.0,,,,,,,,
75811302,317,2,6,4,20,62,9,3,25,-1.6306,reinforce,2,1.1429,frontline,,2,11.0,1.5907,False,False,False,False,2,13.0,11.0,enemy,164.0,False,False,False,False,,0.898,1.0,,,,,,,,
75811302,322,2,0,4,20,72,1,9,12,-2.9631,reinforce,2,-0.1891,isolated,,2,11.0,0.9202,False,False,False,False,0,,,,,False,False,False,True,,0.9122,1.0,,,,,,,,
75811302,321,2,2,4,20,70,19,11,12,-2.7454,enemy,1,0.9474,priority_target,1.0,2,11.0,0.9474,True,True,True,True,0,,,,,False,False,False,True,,0.9093,1.0,1.0,1.0,True,20.0,,,,
75811302,82,0,0,4,24,17,23,12,22,3.0094,reinforce,0,0.6454,frontline,,17,17.0,2.4085,False,False,False,False,1,15.0,3.0,enemy,36.0,False,False,False,False,,0.2323,-1.0,,,,,,,,
75811319,245,1,0,4,28,34,12,5,20,1.6062,reinforce,1,1.7594,contested,4.0,16,17.0,3.4968,False,False,True,True,0,,,,,False,False,False,True,,0.491,-1.0,,,,,,,,
75811319,497,2,0,4,28,3,20,12,24,2.3038,reinforce,2,1.018,frontline,,4,24.0,1.0362,False,False,False,False,6,20.0,12.0,reinforce,56.0,True,True,True,False,,0.996,1.0,,,,,,,,
75811319,177,1,0,4,32,33,17,28,20,-0.4891,enemy,2,,,,17,12.0,0.4842,False,False,False,False,1,17.0,11.0,reinforce,84.0,True,False,False,False,,0.3547,-1.0,,,,,,,,
75811544,270,2,0,4,32,76,2,26,16,2.345,enemy,1,0.1266,periphery,7.0,21,14.0,4.0312,False,False,False,True,2,20.0,6.0,enemy,16.0,False,False,True,False,,0.5411,-1.0,,,,,,,,
75811544,423,1,0,4,28,9,8,2,40,4.3284,reinforce,1,-0.0463,rear,,4,26.0,1.6081,False,False,False,False,3,22.0,0.0,reinforce,10.0,False,False,True,False,,0.8477,1.0,,,,,,,,
75811544,242,1,0,4,28,58,23,3,120,3.7699,enemy,3,2.856,easy_target,1.0,17,3.0,2.856,True,True,True,True,4,16.0,8.0,enemy,18.0,False,False,True,False,,0.485,1.0,,,,,,,,
75811794,303,2,0,4,20,9,1,9,12,3.6303,reinforce,2,-0.5355,frontline,,6,10.0,2.4252,False,False,False,False,3,2.0,10.0,reinforce,9.0,False,False,True,False,,0.6072,1.0,,,,,,,,
75811794,437,2,0,4,20,16,1,19,30,5.0265,reinforce,2,-0.264,mid,,5,8.0,1.4567,False,False,False,False,4,1.0,9.0,reinforce,16.0,True,False,True,False,,0.8758,1.0,,,,,,,,
75812685,462,1,0,2,36,4,6,12,80,2.3736,reinforce,1,0.0271,mid,,3,16.0,0.7311,False,False,False,False,6,20.0,16.0,enemy,368.0,False,False,False,False,,0.9259,1.0,1.0,1.0,True,36.0,,,,
75812685,49,1,1,2,32,8,21,1,4,1.4661,enemy,0,-1.8599,periphery,17.0,18,0.0,0.7749,False,False,False,False,0,,,,,False,False,False,True,,0.0982,1.0,,,,,,,,
75813131,72,2,0,4,32,20,27,15,43,1.6843,reinforce,2,0.2556,mid,,23,19.0,1.6076,False,False,False,False,4,15.0,12.0,enemy,30.0,False,False,False,False,,0.2361,1.0,,,,,,,,
75813241,357,0,0,2,32,6,12,3,101,3.8397,reinforce,0,0.2519,mid,,7,25.0,1.1932,False,False,False,False,9,17.0,27.0,enemy,24.0,False,False,False,False,,0.7154,1.0,,,,,,,,
75813241,336,0,0,2,28,9,0,10,104,4.1888,enemy,1,0.4841,contested,3.0,7,25.0,1.2873,False,True,True,True,8,17.0,27.0,enemy,24.0,False,False,True,False,,0.6733,1.0,,,,,,,,
75816344,135,1,0,4,32,15,19,7,37,-2.1846,reinforce,1,-0.804,bastion,,20,18.0,2.6119,False,False,False,False,8,7.0,25.0,enemy,34.0,False,False,False,False,,0.3629,1.0,,,,,,,,
75816344,61,0,0,4,36,11,20,8,9,2.9167,reinforce,0,0.3005,bastion,,22,26.0,1.8053,False,False,False,False,0,,,,,False,False,False,True,,0.164,-1.0,,,,,,,,
75816344,274,0,0,4,36,22,2,22,33,1.0548,reinforce,0,1.8052,easy_target,5.0,25,27.0,3.3018,False,False,True,True,6,2.0,17.0,reinforce,78.0,True,False,True,False,,0.7366,-1.0,,,,,,,,
75816344,170,1,1,4,36,28,11,0,22,1.1205,enemy,2,-1.2804,hard_far,14.0,19,15.0,2.0117,False,False,False,False,6,19.0,15.0,reinforce,7.0,False,False,False,False,,0.457,1.0,,,,,,,,
75818582,112,1,10,2,24,275,14,5,7,1.9443,enemy,0,0.8078,frontline,,1,9.0,2.4626,False,False,False,False,0,,,,,False,False,False,True,,0.855,1.0,,,,,,,,
75818582,106,1,12,2,24,212,17,4,3,1.821,enemy,0,0.7855,contested,2.0,5,0.0,1.0051,False,True,True,True,0,,,,,False,False,False,True,,0.8092,1.0,1.0,1.0,True,24.0,,,,
75818582,80,1,0,2,28,23,7,3,5,2.5461,reinforce,1,-0.5692,bastion,,9,18.0,1.2838,False,False,False,False,0,,,,,False,False,False,True,,0.6107,1.0,,,,,,,,
75820420,289,3,0,4,28,40,1,7,303,4.6077,reinforce,3,-1.0661,rear,,17,11.0,4.4034,False,False,False,False,2,1.0,11.0,enemy,27.0,True,False,False,False,,0.5792,1.0,,,,,,,,
75822007,91,0,1,4,28,19,19,4,111,0.2793,reinforce,0,1.0719,priority_target,2.0,22,8.0,3.0199,False,True,True,True,1,19.0,4.0,reinforce,110.0,True,True,True,False,,0.6026,-1.0,,,,,,,,
75822068,168,1,5,4,36,109,7,4,7,0.7076,enemy,0,0.5245,frontline,,3,0.0,2.7901,False,False,False,False,2,11.0,10.0,reinforce,21.0,False,False,False,False,,0.866,1.0,,,,,,,,
75822068,33,3,0,4,32,14,27,30,17,0.4887,neutral,-1,-1.3696,periphery,26.0,28,17.0,2.7594,False,False,False,False,5,27.0,7.0,neutral,53.0,True,False,True,False,,0.1701,-1.0,,,,,,,,
75822068,100,1,0,4,32,42,9,13,21,-0.1467,enemy,3,-3.0371,periphery,20.0,20,30.0,1.1862,False,False,False,False,1,9.0,28.0,reinforce,13.0,True,False,False,False,,0.5155,1.0,,,,,,,,
75822068,172,1,4,4,36,108,25,15,6,-1.2838,reinforce,1,-0.8128,rear,,3,12.0,0.966,False,False,False,False,4,16.0,4.0,reinforce,39.0,False,False,True,False,,0.8866,1.0,,,,,,,,
75823093,113,1,3,2,36,32,7,33,10,1.9828,neutral,-1,-2.0613,periphery,15.0,17,30.0,2.0857,False,False,False,False,0,,,,,False,False,False,True,,0.5979,1.0,,,,,,,,
75823093,170,1,1,2,40,39,27,5,81,2.5682,enemy,0,-0.1994,contested,3.0,5,1.0,1.0162,False,True,True,True,6,27.0,1.0,enemy,41.0,True,False,True,False,,0.8995,1.0,,,,,,,,
75825491,65,0,0,2,36,30,26,30,11,-2.1736,enemy,1,1.7051,contested,1.0,18,30.0,1.7051,True,True,True,True,3,0.0,11.0,enemy,50.0,False,False,True,False,,0.4887,1.0,1.0,1.0,True,36.0,,,,
75825491,82,0,0,2,36,28,0,21,35,-2.0829,reinforce,0,0.0451,bastion,,15,13.0,1.915,False,False,False,False,4,0.0,17.0,enemy,9.0,True,False,False,False,,0.6165,1.0,,,,,,,,
75825491,87,1,0,2,32,35,16,6,33,-0.4081,reinforce,1,-0.7192,isolated,,19,25.0,0.7059,False,False,False,False,0,,,,,False,False,False,True,,0.6541,-1.0,,,,,,,,
75825491,74,0,1,2,36,30,0,27,49,-2.4252,enemy,1,-2.6677,periphery,17.0,17,25.0,0.6304,False,False,False,False,5,13.0,2.0,neutral,50.0,False,False,False,False,,0.5564,1.0,,,,,,,,
75827649,247,2,0,4,32,11,24,5,106,2.0778,enemy,3,-0.594,contested,5.0,9,21.0,1.7614,False,False,True,True,1,6.0,2.0,neutral,23.0,False,False,False,False,,0.7554,1.0,,,,,,,,
75828924,104,0,1,2,28,20,18,10,66,-2.2807,enemy,1,-1.2021,rear,,8,7.0,0.9899,False,False,False,False,2,18.0,7.0,enemy,68.0,True,False,True,False,,0.8254,1.0,,,,,,,,
75828924,53,1,0,2,32,16,13,3,62,3.041,reinforce,1,1.3098,priority_target,1.0,15,3.0,1.3098,True,True,True,True,1,11.0,3.0,reinforce,66.0,False,True,True,False,,0.4206,-1.0,,,,,,,,
75829171,170,1,0,4,32,13,27,10,14,-0.1132,neutral,-1,0.1765,hard_far,7.0,21,7.0,3.0503,False,False,False,True,3,27.0,10.0,neutral,29.0,True,True,True,False,,0.7296,-1.0,,,,,,,,
75836803,113,1,0,2,32,11,22,10,17,1.6755,enemy,0,2.9981,contested,1.0,14,10.0,2.9981,True,True,True,True,1,1.0,5.0,enemy,52.0,False,False,True,False,,0.2265,1.0,,,,,,,,
75838010,158,2,2,4,28,19,16,26,19,2.6369,neutral,-1,,,,13,17.0,1.1495,False,False,False,False,3,10.0,9.0,enemy,299.0,False,False,False,False,,0.5563,1.0,,,,,,,,
75838010,54,1,0,4,28,22,20,2,5,-0.4132,enemy,2,-3.0864,hard_far,20.0,20,13.0,4.1359,False,False,False,False,2,16.0,5.0,neutral,17.0,False,False,False,False,,0.1901,-1.0,1.0,1.0,True,28.0,0.3214,0.3333,6.0,200.0
75840368,67,0,0,2,32,19,20,15,101,-1.8379,enemy,1,1.6443,priority_target,1.0,22,15.0,1.6443,True,True,True,True,6,20.0,8.0,neutral,33.0,True,False,False,False,,0.5403,-1.0,,,,,,,,
75843963,147,0,0,4,36,26,15,6,13,5.236,enemy,1,-1.3199,periphery,22.0,27,14.0,2.2127,False,False,False,False,1,20.0,32.0,reinforce,24.0,False,False,False,False,,0.4579,-1.0,,,,,,,,
75843963,289,3,0,4,36,29,12,33,30,2.5487,enemy,1,-1.0843,periphery,15.0,16,24.0,-0.2166,False,False,False,False,1,19.0,22.0,reinforce,30.0,False,False,False,False,,0.9003,1.0,,,,,,,,
75843963,200,1,0,4,36,13,17,19,38,1.8884,enemy,0,0.5739,priority_target,9.0,26,22.0,2.8783,False,False,False,True,6,5.0,25.0,reinforce,90.0,False,False,False,False,,0.6231,-1.0,,,,,,,,
75843963,263,0,0,4,40,29,18,6,41,4.3982,enemy,3,-1.2655,periphery,17.0,25,3.0,1.6027,False,False,False,False,0,,,,,False,False,False,True,,0.8193,-1.0,,,,,,,,
75845040,79,1,0,2,28,61,24,5,1,-2.6179,enemy,0,-0.1307,frontline,,16,11.0,1.9847,False,False,False,False,0,,,,,False,False,False,True,,0.622,-1.0,,,,,,,,
75847145,186,3,0,4,36,0,21,9,358,2.426,enemy,0,-1.8172,hard_far,35.0,36,28.0,1.5876,False,False,False,False,0,,,,,False,False,False,True,,0.3727,-1.0,,,,,,,,
75848499,132,1,0,2,28,6,23,1,50,2.207,enemy,0,2.6573,contested,1.0,6,1.0,2.6573,True,True,True,True,4,20.0,8.0,neutral,47.0,False,False,False,False,,0.9231,1.0,,,,,,,,
75848499,124,1,0,2,28,10,0,13,20,-1.9722,reinforce,1,0.7778,mid,,6,5.0,-0.0972,False,False,False,False,5,14.0,5.0,enemy,12.0,False,False,False,False,,0.8671,1.0,,,,,,,,
75851051,131,1,1,2,28,35,22,5,48,2.0377,reinforce,1,-1.0529,rear,,17,12.0,2.4629,False,False,False,False,4,22.0,13.0,enemy,16.0,True,False,False,False,,0.6359,1.0,1.0,1.0,True,28.0,,,,
75852143,114,1,0,2,28,39,18,6,15,1.3701,reinforce,1,-0.5835,bastion,,18,19.0,2.5323,False,False,False,False,0,,,,,False,False,False,True,,0.3918,-1.0,,,,,,,,
75853717,201,0,10,4,28,86,10,6,4,-2.2225,reinforce,0,-0.5768,rear,,2,1.0,0.5992,False,False,False,False,0,,,,,False,False,False,True,,0.6612,1.0,,,,,,,,
75853717,203,0,8,4,28,97,21,9,4,2.5816,reinforce,0,0.5083,frontline,,2,1.0,1.5664,False,False,False,False,0,,,,,False,False,False,True,,0.6678,1.0,,,,,,,,
75853717,196,0,2,4,28,70,5,25,46,3.1141,reinforce,0,-1.3312,isolated,,4,1.0,0.3786,False,False,False,False,0,,,,,False,False,False,True,,0.6447,1.0,,,,,,,,
75853717,41,2,0,4,28,32,26,6,14,3.1141,reinforce,2,-0.6385,rear,,20,21.0,1.8918,False,False,False,False,0,,,,,False,False,False,True,,0.1349,-1.0,,,,,,,,
75853717,173,0,3,4,32,57,10,6,11,-2.2225,reinforce,0,-0.2674,isolated,,9,13.0,0.1383,False,False,False,False,0,,,,,False,False,False,True,,0.5691,1.0,,,,,,,,
75853717,213,0,10,4,28,112,12,11,1,-2.8243,reinforce,0,0.1948,isolated,,0,,,False,False,False,False,0,,,,,False,False,False,True,,0.7007,1.0,,,,,,,,
75853717,159,0,2,4,32,56,24,8,1,-2.8028,reinforce,0,-0.7981,bastion,,12,6.0,0.5125,False,False,False,False,0,,,,,False,False,False,True,,0.523,1.0,,,,,,,,
75854043,71,1,0,2,32,21,3,27,20,2.0297,reinforce,1,0.3443,easy_target,5.0,19,20.0,2.0304,False,False,True,True,2,23.0,0.0,enemy,51.0,False,False,False,False,,0.3515,-1.0,,,,,,,,
75854436,177,0,1,4,24,17,9,22,108,-0.1056,neutral,-1,,,,1,2.0,3.1554,False,False,False,False,3,16.0,12.0,reinforce,132.0,False,False,False,False,,0.9516,1.0,1.0,1.0,True,24.0,,,,
75854976,88,0,0,2,28,25,1,6,8,5.5152,enemy,1,-1.1139,hard_far,10.0,15,9.0,0.616,False,False,False,True,0,,,,,False,False,False,True,,0.5535,1.0,,,,,,,,
75855112,113,0,0,2,20,8,16,12,126,-1.8856,reinforce,0,2.8994,priority_target,1.0,10,12.0,2.8994,True,True,True,True,7,16.0,12.0,reinforce,51.0,True,True,True,False,,0.876,1.0,,,,,,,,
75855494,16,0,0,2,36,4,28,35,16,4.119,neutral,-1,-2.7452,hard_far,32.0,32,9.0,2.6445,False,False,False,False,1,28.0,9.0,neutral,10.0,True,False,True,False,,0.0321,1.0,,,,,,,,
75859612,70,1,0,4,24,23,18,13,20,2.9884,reinforce,1,0.9035,contested,,15,19.0,2.2308,False,False,False,False,0,,,,,False,False,False,True,,0.5512,-1.0,,,,,,,,
75862353,40,1,1,4,24,10,17,7,36,2.9322,neutral,-1,-0.6078,hard_far,14.0,20,10.0,1.6963,False,False,False,False,3,13.0,21.0,reinforce,26.0,False,False,False,False,,0.1465,-1.0,,,,,,,,
75862477,103,0,0,2,28,19,25,21,9,5.1662,enemy,1,-0.8749,periphery,9.0,16,8.0,1.7035,False,False,False,True,1,22.0,1.0,reinforce,38.0,False,False,False,False,,0.5124,-1.0,,,,,,,,
75862477,105,0,0,2,28,17,15,13,60,4.0492,enemy,1,-1.1135,priority_target,9.0,16,14.0,4.0265,False,False,False,True,4,22.0,1.0,reinforce,38.0,False,False,False,False,,0.5224,-1.0,,,,,,,,
75863121,99,1,0,4,32,23,1,31,100,4.3982,enemy,3,-0.5083,hard_far,7.0,22,4.0,2.313,False,False,False,True,2,1.0,13.0,enemy,10.0,True,False,True,False,,0.4829,-1.0,,,,,,,,
75863142,75,3,0,4,24,13,23,15,17,0.8686,enemy,2,0.5411,contested,1.0,8,15.0,0.5411,True,True,True,True,0,,,,,False,False,False,True,,0.4967,1.0,,,,,,,,
75864891,148,2,0,4,24,23,10,0,69,1.706,reinforce,2,2.2817,easy_target,1.0,14,0.0,2.2817,True,True,True,True,0,,,,,False,False,False,True,,0.5992,-1.0,1.0,1.0,True,24.0,,,,
75866275,83,0,0,2,40,22,37,23,1,-1.0077,neutral,-1,-0.2152,hard_far,14.0,27,34.0,1.5075,False,False,False,False,3,5.0,35.0,neutral,31.0,False,False,True,False,,0.3609,-1.0,,,,,,,,
75866275,112,1,0,2,36,13,24,30,41,2.3273,enemy,0,-1.2021,periphery,21.0,27,20.0,1.6394,False,False,False,False,2,24.0,32.0,neutral,27.0,True,False,False,False,,0.487,1.0,,,,,,,,
75867151,66,1,0,2,28,12,19,14,178,-0.8825,reinforce,1,1.7926,priority_target,1.0,17,14.0,1.7926,True,True,True,True,3,19.0,2.0,reinforce,48.0,True,False,True,False,,0.2578,1.0,,,,,,,,
75872623,115,0,0,2,32,27,14,3,72,-2.1675,enemy,1,0.6452,easy_target,1.0,22,3.0,0.6452,True,True,True,True,5,17.0,9.0,reinforce,105.0,False,False,False,False,,0.7278,-1.0,,,,,,,,
75872623,92,1,1,2,32,24,5,17,11,-2.6409,enemy,0,2.4663,frontline,,14,24.0,0.6965,False,False,False,False,2,15.0,10.0,neutral,7.0,False,False,False,False,,0.5823,1.0,,,,,,,,
75874543,107,1,0,2,36,37,3,7,42,1.8586,reinforce,1,-0.6772,hard_far,14.0,26,30.0,2.4674,False,False,False,False,4,16.0,13.0,reinforce,17.0,False,False,True,False,,0.7279,-1.0,,,,,,,,
75874543,101,1,0,2,36,41,16,21,45,0.226,reinforce,1,-0.0157,mid,,23,24.0,2.4192,False,False,False,False,1,6.0,20.0,reinforce,14.0,False,False,True,False,,0.6871,-1.0,,,,,,,,
75877534,132,1,0,2,24,18,1,10,25,-0.8048,enemy,0,-1.4363,hard_far,8.0,11,4.0,1.2792,False,False,False,True,4,22.0,11.0,enemy,40.0,False,False,True,False,,0.5323,-1.0,,,,,,,,
75878390,108,0,1,2,28,17,19,27,77,-0.4092,enemy,1,1.3708,priority_target,1.0,16,27.0,1.3708,True,True,True,True,0,,,,,False,False,False,True,,0.6467,-1.0,,,,,,,,
75880085,159,1,0,2,36,14,5,17,31,-0.1034,reinforce,1,1.1116,contested,,21,24.0,1.163,False,False,False,False,2,26.0,20.0,enemy,66.0,False,False,False,False,,0.7395,-1.0,1.0,1.0,True,36.0,,,,
75882192,80,2,0,4,32,7,26,22,10,2.9635,reinforce,2,1.0948,frontline,,23,8.0,2.3044,False,False,False,False,0,,,,,False,False,False,True,,0.6202,-1.0,,,,,,,,
75888091,75,1,0,2,32,28,3,10,10,0.0,reinforce,1,-1.2794,rear,,17,13.0,1.9202,False,False,False,False,2,20.0,8.0,enemy,20.0,False,False,False,False,,0.4717,-1.0,,,,,,,,
75888282,84,0,0,2,32,14,25,2,67,-0.5931,reinforce,0,-1.1732,contested,13.0,21,14.0,2.7729,False,False,False,False,11,13.0,2.0,reinforce,22.0,False,True,True,False,,0.5915,1.0,,,,,,,,
75890977,181,1,1,2,32,28,10,12,4,1.9982,enemy,0,0.9483,priority_target,1.0,13,12.0,0.9483,True,True,True,True,0,,,,,False,False,False,True,,0.683,-1.0,,,,,,,,
75890977,78,1,0,2,32,22,13,6,17,0.3419,neutral,-1,0.2706,periphery,6.0,17,9.0,1.8589,False,False,False,True,0,,,,,False,False,False,True,,0.2943,-1.0,,,,,,,,
75890978,137,1,1,2,24,13,1,5,34,1.1776,reinforce,1,0.6353,frontline,,11,20.0,1.2733,False,False,False,False,4,5.0,9.0,reinforce,22.0,False,False,True,False,,0.7405,1.0,,,,,,,,
75891081,72,1,0,2,28,15,19,10,7,-0.4486,reinforce,1,1.5657,contested,1.0,9,10.0,1.5657,True,True,True,True,1,15.0,10.0,reinforce,27.0,False,True,True,False,,0.6261,1.0,,,,,,,,
75891694,238,0,0,2,24,67,20,5,1,2.4297,enemy,1,0.4282,hard_far,4.0,24,0.0,1.1571,False,False,True,True,0,,,,,False,False,False,True,,0.9297,-1.0,,,,,,,,
75892238,153,1,1,2,36,32,14,22,12,1.5088,reinforce,1,0.8705,mid,,1,1.0,1.303,False,False,False,False,2,13.0,0.0,reinforce,129.0,False,False,True,False,,0.9217,1.0,,,,,,,,
75895003,301,3,0,4,32,3,11,7,86,1.5939,reinforce,3,1.0761,contested,,25,0.0,1.7103,False,False,False,False,1,18.0,0.0,neutral,39.0,False,False,False,False,,0.6032,-1.0,1.0,1.0,True,32.0,,,,
75895003,338,3,0,4,32,1,14,0,729,0.3528,neutral,-1,1.1154,contested,3.0,25,5.0,1.4499,False,True,True,True,5,14.0,26.0,reinforce,339.0,True,False,False,False,,0.6774,-1.0,,,,,,,,
75895003,382,3,1,4,36,6,22,3,135,-1.7857,neutral,-1,2.0773,easy_target,1.0,25,3.0,2.0773,True,True,True,True,2,26.0,2.0,neutral,123.0,False,False,True,False,,0.7655,-1.0,,,,,,,,
75895003,281,3,0,4,36,9,34,4,1,1.4946,enemy,2,-1.568,hard_far,23.0,25,2.0,2.0854,False,False,False,False,0,,,,,False,False,False,True,,0.5631,-1.0,,,,,,,,
75896280,68,1,0,2,40,9,19,8,25,1.578,enemy,0,-2.3158,hard_far,24.0,24,6.0,1.4244,False,False,False,False,2,24.0,2.0,neutral,22.0,False,False,False,False,,0.4072,1.0,,,,,,,,
75896280,53,1,0,2,40,8,25,17,30,2.9944,reinforce,1,0.0572,bastion,,27,6.0,2.2679,False,False,False,False,3,25.0,23.0,neutral,8.0,True,False,False,False,,0.3174,1.0,,,,,,,,
75896918,85,1,3,2,24,30,2,18,43,2.7104,enemy,0,1.4982,contested,1.0,11,18.0,1.4982,True,True,True,True,5,17.0,8.0,enemy,47.0,False,False,True,False,,0.4293,1.0,,,,,,,,
75898362,110,1,0,2,32,33,6,9,10,2.3965,enemy,0,-0.6277,hard_far,11.0,23,22.0,3.1388,False,False,False,False,1,10.0,22.0,reinforce,6.0,False,False,False,False,,0.6667,-1.0,,,,,,,,
75898624,106,1,3,2,32,80,6,2,11,0.397,reinforce,1,-1.3385,rear,,10,23.0,0.8758,False,False,False,False,4,24.0,30.0,neutral,24.0,False,False,False,False,,0.848,1.0,,,,,,,,
75899927,100,0,1,2,36,20,18,5,78,-2.9941,reinforce,0,1.8216,easy_target,1.0,23,5.0,1.8216,True,True,True,True,7,18.0,19.0,reinforce,20.0,True,False,True,False,,0.2004,-1.0,,,,,,,,
75899927,130,1,0,2,36,15,12,22,48,2.3806,enemy,0,0.7359,contested,4.0,22,33.0,1.128,False,False,True,True,1,16.0,24.0,enemy,87.0,False,False,True,False,,0.2605,1.0,1.0,1.0,True,36.0,0.4722,0.75,8.0,200.0
75900177,62,0,1,2,36,31,0,22,28,-1.6282,enemy,1,-1.6596,priority_target,16.0,19,19.0,1.5824,False,False,False,False,7,14.0,0.0,reinforce,7.0,False,False,False,False,,0.31,1.0,,,,,,,,
75900368,138,1,5,2,32,154,6,0,5,1.3183,reinforce,1,-0.853,rear,,11,23.0,0.1805,False,False,False,False,4,22.0,1.0,enemy,15.0,False,False,False,False,,0.6389,1.0,,,,,,,,
75902356,437,2,0,4,24,7,15,23,141,5.5152,reinforce,2,0.8025,rear,,17,5.0,2.5892,False,False,False,False,5,10.0,18.0,enemy,74.0,False,False,False,False,,0.8758,-1.0,,,,,,,,
75902962,99,0,0,2,24,13,19,15,175,2.4669,reinforce,0,3.9917,easy_target,1.0,20,15.0,3.9917,True,True,True,True,3,20.0,4.0,reinforce,6.0,False,False,True,False,,0.6429,-1.0,,,,,,,,
75902962,72,1,2,2,28,15,16,21,43,1.9039,reinforce,1,-0.0681,periphery,6.0,14,5.0,1.1329,False,False,False,True,2,16.0,1.0,neutral,16.0,True,False,False,False,,0.4675,1.0,,,,,,,,
75904310,234,0,0,4,32,20,24,8,15,2.9941,reinforce,0,-1.0304,rear,,19,22.0,2.4649,False,False,False,False,1,9.0,3.0,reinforce,110.0,False,False,True,False,,0.6903,1.0,,,,,,,,
75904310,230,2,0,4,32,24,0,16,4,2.1568,enemy,0,0.2259,frontline,,31,24.0,3.0179,False,False,False,False,0,,,,,False,False,False,True,,0.6785,-1.0,,,,,,,,
75905571,89,0,0,4,20,28,13,0,16,0.0,enemy,2,1.0912,priority_target,1.0,9,0.0,1.0912,True,True,True,True,0,,,,,False,False,False,True,,0.6642,1.0,,,,,,,,
75908481,130,2,3,4,28,107,13,1,2,-2.9563,enemy,1,-1.0524,bastion,,1,10.0,-0.1886,False,False,False,False,0,,,,,False,False,False,True,,0.7182,1.0,,,,,,,,
75908481,178,2,3,4,32,254,1,25,13,-1.0704,reinforce,2,-0.3615,mid,,0,,,False,False,False,False,0,,,,,False,False,False,True,,0.9834,1.0,1.0,0.9688,False,32.0,,,,
75908621,184,0,3,2,24,50,15,11,8,-1.9795,reinforce,0,-1.1313,bastion,,6,9.0,0.2065,False,False,False,False,2,19.0,9.0,neutral,19.0,False,False,False,False,,0.934,1.0,,,,,,,,
75908621,181,0,3,2,28,30,14,7,168,-1.0547,neutral,-1,0.2974,periphery,2.0,8,5.0,0.349,False,True,True,True,14,14.0,7.0,neutral,38.0,True,True,True,False,,0.9188,1.0,,,,,,,,
75908621,195,0,6,2,24,102,16,6,11,-0.3431,neutral,-1,-0.1485,periphery,4.0,4,8.0,0.9075,False,False,True,True,3,5.0,17.0,reinforce,125.0,False,False,False,False,,0.9898,1.0,,,,,,,,
75909571,120,2,2,4,36,39,16,28,15,2.8825,reinforce,2,-1.3789,rear,,15,18.0,2.3015,False,False,False,False,3,0.0,7.0,enemy,128.0,False,False,False,False,,0.2405,1.0,,,,,,,,
75909571,105,3,0,4,36,37,30,31,2,-3.024,enemy,1,-0.2968,periphery,21.0,36,1.0,1.8693,False,False,False,False,0,,,,,False,False,False,True,,0.2104,-1.0,,,,,,,,
75909889,81,0,1,2,36,9,16,10,38,-0.6389,enemy,1,1.0933,priority_target,3.0,13,26.0,2.1297,False,True,True,True,4,28.0,5.0,enemy,70.0,False,False,True,False,,0.8526,1.0,,,,,,,,
75910069,99,3,0,4,20,16,18,14,6,1.7453,enemy,0,0.6543,contested,,19,18.0,2.553,False,False,False,False,0,,,,,False,False,False,True,,0.839,-1.0,,,,,,,,
