episode_id,player_idx,n_steps,final_label,method,argmax_rel,max_dv
75699913,1,160,0,raw,0.6582278481012658,0.44500059000000003
75699913,1,160,0,smooth_k5,0.6708860759493671,0.102437426
75699913,1,160,0,smooth_k15,0.02531645569620253,0.03430690399999997
75699913,1,160,0,k5_drop10pct,0.6708860759493671,0.102437426
75699913,1,160,0,k5_drop20pct,0.6708860759493671,0.102437426
75709643,0,249,0,raw,0.22267206477732793,0.10776385999999999
75709643,0,249,0,smooth_k5,0.004048582995951417,0.05232359200000003
75709643,0,249,0,smooth_k15,0.024291497975708502,0.021472183999999978
75709643,0,249,0,k5_drop10pct,0.21862348178137653,0.03041530540000001
75709643,0,249,0,k5_drop20pct,0.21862348178137653,0.03041530540000001
75709643,1,249,0,raw,0.23481781376518218,0.16762189
75709643,1,249,0,smooth_k5,0.22672064777327935,0.056310866000000015
75709643,1,249,0,smooth_k15,0.024291497975708502,0.021472183999999978
75709643,1,249,0,k5_drop10pct,0.22672064777327935,0.056310866000000015
75709643,1,249,0,k5_drop20pct,0.22672064777327935,0.056310866000000015
75709643,2,249,0,raw,0.21862348178137653,0.19394716
75709643,2,249,0,smooth_k5,0.22672064777327935,0.06253093999999998
75709643,2,249,0,smooth_k15,0.24696356275303644,0.02865243986666667
75709643,2,249,0,k5_drop10pct,0.22672064777327935,0.06253093999999998
75709643,2,249,0,k5_drop20pct,0.22672064777327935,0.06253093999999998
75709643,3,249,1,raw,0.5182186234817814,0.47991284
75709643,3,249,1,smooth_k5,0.9959514170040485,0.19748249000000018
75709643,3,249,1,smooth_k15,0.9757085020242915,0.06582749666666665
75709643,3,249,1,k5_drop10pct,0.5263157894736842,0.10354864000000008
75709643,3,249,1,k5_drop20pct,0.5263157894736842,0.10354864000000008
75714286,0,367,1,raw,0.7342465753424657,0.35119718000000005
75714286,0,367,1,smooth_k5,0.9972602739726028,0.19748249000000018
75714286,0,367,1,smooth_k15,0.9835616438356164,0.06582749666666665
75714286,0,367,1,k5_drop10pct,0.7315068493150685,0.1034614519999999
75714286,0,367,1,k5_drop20pct,0.7315068493150685,0.1034614519999999
75714286,1,367,0,raw,0.16712328767123288,0.17623378
75714286,1,367,0,smooth_k5,0.0027397260273972603,0.05554330000000002
75714286,1,367,0,smooth_k15,0.0027397260273972603,0.018407609333333325
75714286,1,367,0,k5_drop10pct,0.3726027397260274,0.040088366000000014
75714286,1,367,0,k5_drop20pct,0.3726027397260274,0.040088366000000014
75714286,2,367,0,raw,0.6904109589041096,0.18912783
75714286,2,367,0,smooth_k5,0.7671232876712328,0.05556114119999997
75714286,2,367,0,smooth_k15,0.7095890410958904,0.021690353999999995
75714286,2,367,0,k5_drop10pct,0.7671232876712328,0.05556114119999997
75714286,2,367,0,k5_drop20pct,0.7671232876712328,0.05556114119999997
75714286,3,367,0,raw,0.38082191780821917,0.31575434999999996
75714286,3,367,0,smooth_k5,0.5972602739726027,0.07287007999999995
75714286,3,367,0,smooth_k15,0.6465753424657534,0.025167115333333323
75714286,3,367,0,k5_drop10pct,0.5972602739726027,0.07287007999999995
75714286,3,367,0,k5_drop20pct,0.5972602739726027,0.07287007999999995
75717722,0,500,0,raw,0.5180722891566265,0.25220465000000003
75717722,0,500,0,smooth_k5,0.9979919678714859,0.18624691999999998
75717722,0,500,0,smooth_k15,0.9959839357429718,0.06054924666666672
75717722,0,500,0,k5_drop10pct,0.5140562248995983,0.09284940599999997
75717722,0,500,0,k5_drop20pct,0.5140562248995983,0.09284940599999997
75717722,1,500,1,raw,0.9437751004016064,0.31379434000000006
75717722,1,500,1,smooth_k5,0.37751004016064255,0.065898964
75717722,1,500,1,smooth_k15,0.9919678714859438,0.020592671333333368
75717722,1,500,1,k5_drop10pct,0.37751004016064255,0.065898964
75717722,1,500,1,k5_drop20pct,0.37751004016064255,0.065898964
75717722,2,500,0,raw,0.37349397590361444,0.21714867999999998
75717722,2,500,0,smooth_k5,0.29518072289156627,0.0613109
75717722,2,500,0,smooth_k15,0.4397590361445783,0.02083298039999995
75717722,2,500,0,k5_drop10pct,0.29518072289156627,0.0613109
75717722,2,500,0,k5_drop20pct,0.29518072289156627,0.0613109
75717722,3,500,0,raw,0.2971887550200803,0.19001456
75717722,3,500,0,smooth_k5,0.30522088353413657,0.059021112999999986
75717722,3,500,0,smooth_k15,0.3152610441767068,0.02482771546666665
75717722,3,500,0,k5_drop10pct,0.30522088353413657,0.059021112999999986
75717722,3,500,0,k5_drop20pct,0.30522088353413657,0.059021112999999986
75749145,0,320,1,raw,0.7327044025157232,0.27591445000000003
75749145,0,320,1,smooth_k5,0.9968553459119497,0.19748249000000018
75749145,0,320,1,smooth_k15,0.9811320754716981,0.06582749666666665
75749145,0,320,1,k5_drop10pct,0.7327044025157232,0.108104368
75749145,0,320,1,k5_drop20pct,0.7327044025157232,0.108104368
75749145,1,320,0,raw,0.17295597484276728,0.083041013
75749145,1,320,0,smooth_k5,0.0031446540880503146,0.05232359200000003
75749145,1,320,0,smooth_k15,0.012578616352201259,0.020815004666666664
75749145,1,320,0,k5_drop10pct,0.17295597484276728,0.02145918079999999
75749145,1,320,0,k5_drop20pct,0.20440251572327045,0.006259469600000001
75749145,2,320,0,raw,0.7484276729559748,0.24805727000000002
75749145,2,320,0,smooth_k5,0.7327044025157232,0.07549351800000009
75749145,2,320,0,smooth_k15,0.7421383647798742,0.026949304666666674
75749145,2,320,0,k5_drop10pct,0.7327044025157232,0.07549351800000009
75749145,2,320,0,k5_drop20pct,0.7327044025157232,0.07549351800000009
75749145,3,320,0,raw,0.29874213836477986,0.24746435
75749145,3,320,0,smooth_k5,0.3050314465408805,0.10165280999999993
75749145,3,320,0,smooth_k15,0.3081761006289308,0.0331384913333333
75749145,3,320,0,k5_drop10pct,0.3050314465408805,0.10165280999999993
75749145,3,320,0,k5_drop20pct,0.3050314465408805,0.10165280999999993
75789044,0,500,0,raw,0.020080321285140562,0.08635219999999999
75789044,0,500,0,smooth_k5,0.002008032128514056,0.05232359200000003
75789044,0,500,0,smooth_k15,0.0,0.017371483333333326
75789044,0,500,0,k5_drop10pct,0.10040160642570281,0.0009671352000000018
75789044,0,500,0,k5_drop20pct,0.3192771084337349,0.0003153908600000005
75789044,1,500,1,raw,0.3253012048192771,0.20909529999999998
75789044,1,500,1,smooth_k5,0.9979919678714859,0.19742307999999997
75789044,1,500,1,smooth_k15,0.9879518072289156,0.06580769333333336
75789044,1,500,1,k5_drop10pct,0.321285140562249,0.06758055200000002
75789044,1,500,1,k5_drop20pct,0.321285140562249,0.06758055200000002
75789044,2,500,0,raw,0.3192771084337349,0.21208521000000002
75789044,2,500,0,smooth_k5,0.3192771084337349,0.06329719399999995
75789044,2,500,0,smooth_k15,0.012048192771084338,0.019825730666666652
75789044,2,500,0,k5_drop10pct,0.3192771084337349,0.06329719399999995
75789044,2,500,0,k5_drop20pct,0.3192771084337349,0.06329719399999995
75789044,3,500,0,raw,0.08634538152610442,0.14446257999999998
75789044,3,500,0,smooth_k5,0.002008032128514056,0.05232359200000003
75789044,3,500,0,smooth_k15,0.002008032128514056,0.01775482466666667
75789044,3,500,0,k5_drop10pct,0.10843373493975904,0.02766885999999999
75789044,3,500,0,k5_drop20pct,0.3192771084337349,0.0010304588
75813241,0,500,1,raw,0.11646586345381527,0.29893496999999997
75813241,0,500,1,smooth_k5,0.9979919678714859,0.19748249000000018
75813241,0,500,1,smooth_k15,0.9879518072289156,0.06582749666666665
75813241,0,500,1,k5_drop10pct,0.12048192771084337,0.08984250400000005
75813241,0,500,1,k5_drop20pct,0.19879518072289157,0.002685047999999912
75813241,1,500,0,raw,0.11646586345381527,0.21144220000000002
75813241,1,500,0,smooth_k5,0.002008032128514056,0.09449893200000009
75813241,1,500,0,smooth_k15,0.012048192771084338,0.041719671333333375
75813241,1,500,0,k5_drop10pct,0.10240963855421686,0.055373892000000036
75813241,1,500,0,k5_drop20pct,0.20883534136546184,0.04237233400000001
75816344,0,373,0,raw,0.4636118598382749,0.232358574
75816344,0,373,0,smooth_k5,0.0026954177897574125,0.05812585400000003
75816344,0,373,0,smooth_k15,0.0,0.019323096666666678
75816344,0,373,0,k5_drop10pct,0.6415094339622641,0.0539115364
75816344,0,373,0,k5_drop20pct,0.6415094339622641,0.0539115364
75816344,1,373,1,raw,0.48247978436657685,0.31392992
75816344,1,373,1,smooth_k5,0.9973045822102425,0.19748249000000018
75816344,1,373,1,smooth_k15,0.9838274932614556,0.06582749666666665
75816344,1,373,1,k5_drop10pct,0.6495956873315364,0.107916964
75816344,1,373,1,k5_drop20pct,0.6495956873315364,0.107916964
75816344,2,373,0,raw,0.5148247978436657,0.49263407000000003
75816344,2,373,0,smooth_k5,0.522911051212938,0.12018535800000008
75816344,2,373,0,smooth_k15,0.5417789757412399,0.04458775599999998
75816344,2,373,0,k5_drop10pct,0.522911051212938,0.12018535800000008
75816344,2,373,0,k5_drop20pct,0.522911051212938,0.12018535800000008
75816344,3,373,0,raw,0.07008086253369272,0.11485517
75816344,3,373,0,smooth_k5,0.0,0.055949760000000015
75816344,3,373,0,smooth_k15,0.0,0.018790056
75816344,3,373,0,k5_drop10pct,0.09973045822102426,0.03222735800000001
75816344,3,373,0,k5_drop20pct,0.31266846361185985,0.028636223000000016
75823093,0,190,0,raw,0.4148936170212766,0.23828616000000002
75823093,0,190,0,smooth_k5,0.005319148936170213,0.09249640000000003
75823093,0,190,0,smooth_k15,0.0,0.030832133333333345
75823093,0,190,0,k5_drop10pct,0.3351063829787234,0.05163124799999996
75823093,0,190,0,k5_drop20pct,0.3351063829787234,0.05163124799999996
75823093,1,190,1,raw,0.6223404255319149,0.21115516999999995
75823093,1,190,1,smooth_k5,0.9946808510638298,0.19748249000000018
75823093,1,190,1,smooth_k15,0.9680851063829787,0.06582749666666665
75823093,1,190,1,k5_drop10pct,0.6648936170212766,0.05708092000000009
75823093,1,190,1,k5_drop20pct,0.6648936170212766,0.05708092000000009
75829171,0,234,0,raw,0.5387931034482759,0.31000550000000004
75829171,0,234,0,smooth_k5,0.5258620689655172,0.06216098800000003
75829171,0,234,0,smooth_k15,0.5689655172413793,0.04520544966666662
75829171,0,234,0,k5_drop10pct,0.5258620689655172,0.06216098800000003
75829171,0,234,0,k5_drop20pct,0.5258620689655172,0.06216098800000003
75829171,1,234,0,raw,0.6120689655172413,0.20587140999999998
75829171,1,234,0,smooth_k5,0.6120689655172413,0.05984427999999997
75829171,1,234,0,smooth_k15,0.5905172413793104,0.033885124666666655
75829171,1,234,0,k5_drop10pct,0.6120689655172413,0.05984427999999997
75829171,1,234,0,k5_drop20pct,0.6120689655172413,0.05984427999999997
75829171,2,234,1,raw,0.7931034482758621,0.23330679999999993
75829171,2,234,1,smooth_k5,0.9956896551724138,0.19748249000000018
75829171,2,234,1,smooth_k15,0.9741379310344828,0.06582749666666665
75829171,2,234,1,k5_drop10pct,0.7844827586206896,0.06909473199999994
75829171,2,234,1,k5_drop20pct,0.7844827586206896,0.06909473199999994
75829171,3,234,0,raw,0.15948275862068967,0.11869419999999999
75829171,3,234,0,smooth_k5,0.0,0.05426152000000001
75829171,3,234,0,smooth_k15,0.008620689655172414,0.01719293999999999
75829171,3,234,0,k5_drop10pct,0.16810344827586207,0.020879973999999996
75829171,3,234,0,k5_drop20pct,0.23275862068965517,0.019310241399999997
75850159,0,306,1,raw,0.19407894736842105,0.24957489999999993
75850159,0,306,1,smooth_k5,0.9967105263157895,0.19748249000000018
75850159,0,306,1,smooth_k15,0.9802631578947368,0.06582749666666665
75850159,0,306,1,k5_drop10pct,0.20723684210526316,0.05651194999999998
75850159,0,306,1,k5_drop20pct,0.20723684210526316,0.05651194999999998
75850159,1,306,0,raw,0.1118421052631579,0.23494997
75850159,1,306,0,smooth_k5,0.003289473684210526,0.09449893200000009
75850159,1,306,0,smooth_k15,0.01644736842105263,0.03282452800000002
75850159,1,306,0,k5_drop10pct,0.24013157894736842,0.049812928000000034
75850159,1,306,0,k5_drop20pct,0.24013157894736842,0.049812928000000034
75850258,0,122,0,raw,0.5833333333333334,0.33427530000000005
75850258,0,122,0,smooth_k5,0.0,0.09481834
75850258,0,122,0,smooth_k15,0.03333333333333333,0.03160611333333335
75850258,0,122,0,k5_drop10pct,0.6,0.06799202799999993
75850258,0,122,0,k5_drop20pct,0.6,0.06799202799999993
75850258,1,122,1,raw,0.45,0.26695747
75850258,1,122,1,smooth_k5,1.0,0.19748248999999996
75850258,1,122,1,smooth_k15,0.9666666666666667,0.06568377333333342
75850258,1,122,1,k5_drop10pct,0.6,0.09690402799999998
75850258,1,122,1,k5_drop20pct,0.6,0.09690402799999998
75851214,0,162,1,raw,0.475,0.21830573999999997
75851214,0,162,1,smooth_k5,0.99375,0.19748249000000018
75851214,0,162,1,smooth_k15,0.9625,0.06582749666666665
75851214,0,162,1,k5_drop10pct,0.48125,0.08605567800000002
75851214,0,162,1,k5_drop20pct,0.48125,0.08605567800000002
75851214,1,162,0,raw,0.65625,0.28821614000000007
75851214,1,162,0,smooth_k5,0.0,0.098473584
75851214,1,162,0,smooth_k15,0.01875,0.033302402666666675
75851214,1,162,0,k5_drop10pct,0.475,0.047044056000000056
75851214,1,162,0,k5_drop20pct,0.475,0.047044056000000056
75852471,0,185,1,raw,0.7868852459016393,0.26585504000000004
75852471,0,185,1,smooth_k5,0.994535519125683,0.19748249000000018
75852471,0,185,1,smooth_k15,0.9672131147540983,0.06582749666666665
75852471,0,185,1,k5_drop10pct,0.7923497267759563,0.120524034
75852471,0,185,1,k5_drop20pct,0.7923497267759563,0.120524034
75852471,1,185,0,raw,0.4098360655737705,0.15756757999999998
75852471,1,185,0,smooth_k5,0.0,0.055949760000000015
75852471,1,185,0,smooth_k15,0.0,0.019323096666666678
75852471,1,185,0,k5_drop10pct,0.3989071038251366,0.03858356399999999
75852471,1,185,0,k5_drop20pct,0.3989071038251366,0.03858356399999999
75852471,2,185,0,raw,0.6174863387978142,0.18910289
75852471,2,185,0,smooth_k5,0.0,0.055949760000000015
75852471,2,185,0,smooth_k15,0.0,0.019323096666666678
75852471,2,185,0,k5_drop10pct,0.4426229508196721,0.03905244600000002
75852471,2,185,0,k5_drop20pct,0.4426229508196721,0.03905244600000002
75852471,3,185,0,raw,0.4098360655737705,0.19843667
75852471,3,185,0,smooth_k5,0.0,0.055949760000000015
75852471,3,185,0,smooth_k15,0.0,0.019323096666666678
75852471,3,185,0,k5_drop10pct,0.4207650273224044,0.05031070180000002
75852471,3,185,0,k5_drop20pct,0.4207650273224044,0.05031070180000002
75854976,0,160,1,raw,0.5886075949367089,0.40114719
75854976,0,160,1,smooth_k5,0.9936708860759493,0.19748249000000018
75854976,0,160,1,smooth_k15,0.9620253164556962,0.06582749666666665
75854976,0,160,1,k5_drop10pct,0.6012658227848101,0.09352435999999997
75854976,0,160,1,k5_drop20pct,0.6012658227848101,0.09352435999999997
75854976,1,160,0,raw,0.5886075949367089,0.30649595999999996
75854976,1,160,0,smooth_k5,0.0,0.09236838800000002
75854976,1,160,0,smooth_k15,0.03164556962025317,0.03911956666666666
75854976,1,160,0,k5_drop10pct,0.5949367088607594,0.07067394799999993
75854976,1,160,0,k5_drop20pct,0.5949367088607594,0.07067394799999993
75855112,0,130,1,raw,0.4765625,0.3265208599999999
75855112,0,130,1,smooth_k5,0.9921875,0.19746864000000008
75855112,0,130,1,smooth_k15,1.0,0.06577431733333328
75855112,0,130,1,k5_drop10pct,0.484375,0.09002697599999998
75855112,0,130,1,k5_drop20pct,0.484375,0.09002697599999998
75855112,1,130,0,raw,0.5234375,0.23814064000000007
75855112,1,130,0,smooth_k5,0.0078125,0.09844938000000009
75855112,1,130,0,smooth_k15,0.046875,0.03334691333333334
75855112,1,130,0,k5_drop10pct,0.46875,0.058681676000000016
75855112,1,130,0,k5_drop20pct,0.46875,0.058681676000000016
75858039,0,178,1,raw,0.4318181818181818,0.46884202999999997
75858039,0,178,1,smooth_k5,0.9943181818181818,0.19748249000000018
75858039,0,178,1,smooth_k15,0.9659090909090909,0.06582749666666665
75858039,0,178,1,k5_drop10pct,0.4431818181818182,0.127282232
75858039,0,178,1,k5_drop20pct,0.4431818181818182,0.127282232
75858039,1,178,0,raw,0.4318181818181818,0.33246977
75858039,1,178,0,smooth_k5,0.4431818181818182,0.11516763000000019
75858039,1,178,0,smooth_k15,0.0,0.03329360466666664
75858039,1,178,0,k5_drop10pct,0.4431818181818182,0.11516763000000019
75858039,1,178,0,k5_drop20pct,0.4431818181818182,0.11516763000000019
75864911,0,500,0,raw,0.14457831325301204,0.19930228
75864911,0,500,0,smooth_k5,0.142570281124498,0.06234929000000003
75864911,0,500,0,smooth_k15,0.13654618473895583,0.028418868333333347
75864911,0,500,0,k5_drop10pct,0.142570281124498,0.06234929000000003
75864911,0,500,0,k5_drop20pct,0.20481927710843373,0.0022915740000000046
75864911,1,500,0,raw,0.0321285140562249,0.16397521000000004
75864911,1,500,0,smooth_k5,0.0,0.05796929000000001
75864911,1,500,0,smooth_k15,0.012048192771084338,0.01748506999999999
75864911,1,500,0,k5_drop10pct,0.11847389558232932,0.018322852
75864911,1,500,0,k5_drop20pct,0.24899598393574296,0.0006131282000000002
75864911,2,500,1,raw,0.3493975903614458,0.24973535000000002
75864911,2,500,1,smooth_k5,0.9979919678714859,0.19748249000000018
75864911,2,500,1,smooth_k15,0.9879518072289156,0.06582749666666665
75864911,2,500,1,k5_drop10pct,0.357429718875502,0.07333973000000005
75864911,2,500,1,k5_drop20pct,0.357429718875502,0.07333973000000005
75864911,3,500,0,raw,0.3172690763052209,0.43967599999999996
75864911,3,500,0,smooth_k5,0.321285140562249,0.08424581399999997
75864911,3,500,0,smooth_k15,0.3333333333333333,0.03228007666666666
75864911,3,500,0,k5_drop10pct,0.321285140562249,0.08424581399999997
75864911,3,500,0,k5_drop20pct,0.321285140562249,0.08424581399999997
75872623,0,159,0,raw,0.3885350318471338,0.35281907
75872623,0,159,0,smooth_k5,0.3184713375796178,0.11302458000000004
75872623,0,159,0,smooth_k15,0.3503184713375796,0.041127282666666654
75872623,0,159,0,k5_drop10pct,0.3184713375796178,0.11302458000000004
75872623,0,159,0,k5_drop20pct,0.3184713375796178,0.11302458000000004
75872623,1,159,1,raw,0.2484076433121019,0.37377974
75872623,1,159,1,smooth_k5,0.9936305732484076,0.19748249000000018
75872623,1,159,1,smooth_k15,0.9617834394904459,0.06582749666666665
75872623,1,159,1,k5_drop10pct,0.3184713375796178,0.08802696599999993
75872623,1,159,1,k5_drop20pct,0.3184713375796178,0.08802696599999993
75875734,0,119,1,raw,0.3162393162393162,0.28384713000000006
75875734,0,119,1,smooth_k5,0.9914529914529915,0.19748249000000018
75875734,0,119,1,smooth_k15,0.9487179487179487,0.06582749666666665
75875734,0,119,1,k5_drop10pct,0.5982905982905983,0.04984093799999989
75875734,0,119,1,k5_drop20pct,0.5982905982905983,0.04984093799999989
75875734,1,119,0,raw,0.5470085470085471,0.30108442999999996
75875734,1,119,0,smooth_k5,0.0,0.09447480000000003
75875734,1,119,0,smooth_k15,0.008547008547008548,0.033223633333333336
75875734,1,119,0,k5_drop10pct,0.5213675213675214,0.07616806599999998
75875734,1,119,0,k5_drop20pct,0.5213675213675214,0.07616806599999998
75878390,0,168,0,raw,0.6144578313253012,0.30832644
75878390,0,168,0,smooth_k5,0.608433734939759,0.10531787999999997
75878390,0,168,0,smooth_k15,0.6144578313253012,0.04109503800000003
75878390,0,168,0,k5_drop10pct,0.608433734939759,0.10531787999999997
75878390,0,168,0,k5_drop20pct,0.608433734939759,0.10531787999999997
75878390,1,168,1,raw,0.6144578313253012,0.40805610999999997
75878390,1,168,1,smooth_k5,0.9939759036144579,0.19748249000000018
75878390,1,168,1,smooth_k15,0.963855421686747,0.06582749666666665
75878390,1,168,1,k5_drop10pct,0.6144578313253012,0.11595011799999999
75878390,1,168,1,k5_drop20pct,0.6144578313253012,0.11595011799999999
75886361,0,152,0,raw,0.08,0.12571926
75886361,0,152,0,smooth_k5,0.006666666666666667,0.05232359200000003
75886361,0,152,0,smooth_k15,0.03333333333333333,0.02147928666666668
75886361,0,152,0,k5_drop10pct,0.12666666666666668,0.027552228000000012
75886361,0,152,0,k5_drop20pct,0.23333333333333334,0.0010664806600000007
75886361,1,152,0,raw,0.16666666666666666,0.17850022000000001
75886361,1,152,0,smooth_k5,0.006666666666666667,0.05232359200000003
75886361,1,152,0,smooth_k15,0.006666666666666667,0.017754213333333324
75886361,1,152,0,k5_drop10pct,0.5333333333333333,0.03610434679999999
75886361,1,152,0,k5_drop20pct,0.5333333333333333,0.03610434679999999
75886361,2,152,1,raw,0.6066666666666667,0.27774677000000003
75886361,2,152,1,smooth_k5,0.9933333333333333,0.19748249000000018
75886361,2,152,1,smooth_k15,0.96,0.06582749666666665
75886361,2,152,1,k5_drop10pct,0.6,0.11020780399999996
75886361,2,152,1,k5_drop20pct,0.6,0.11020780399999996
75886361,3,152,0,raw,0.08666666666666667,0.14980589
75886361,3,152,0,smooth_k5,0.006666666666666667,0.05232359200000003
75886361,3,152,0,smooth_k15,0.04,0.019819651333333327
75886361,3,152,0,k5_drop10pct,0.19333333333333333,0.029846918000000028
75886361,3,152,0,k5_drop20pct,0.22666666666666666,0.029683998000000045
75888282,0,143,1,raw,0.4397163120567376,0.36526388
75888282,0,143,1,smooth_k5,0.9929078014184397,0.19748249000000018
75888282,0,143,1,smooth_k15,0.9716312056737588,0.06582749666666665
