seed,w_wnn_close_res,w_mean_dist_all,w_ships,reward_our,reward_sub,win,draw,steps,ships_our_final,ships_sub_final,n_our_final,n_sub_final,match_time_sec
8,0.6,-0.2,0.0,1,-1,1,0,274,6878,0,37,0,32.5
6,0.6,-0.2,1.0,-1,1,0,0,147,0,641,0,31,14.0
8,0.6,-0.2,1.0,-1,1,0,0,112,0,437,0,20,5.2
3,0.6,-0.2,1.0,1,-1,1,0,217,4385,0,36,0,21.9
9,0.6,-0.2,1.0,1,-1,1,0,167,2431,0,34,0,13.1
7,0.6,-0.2,1.0,-1,1,0,0,176,0,1362,0,36,20.2
2,0.8,-0.8,-0.9,1,-1,1,0,145,3447,0,28,0,12.4
0,0.8,-0.8,-0.9,-1,1,0,0,159,0,4039,0,36,21.6
3,0.8,-0.8,-0.9,-1,1,0,0,143,0,1702,0,32,11.9
4,0.8,-0.8,-0.9,1,-1,1,0,164,3313,0,27,0,9.1
5,0.8,-0.8,-0.9,-1,1,0,0,210,0,391,0,24,13.1
1,0.8,-0.8,-0.9,1,-1,1,0,285,2873,0,32,0,31.8
8,0.8,-0.8,-0.9,1,-1,1,0,197,1679,0,20,0,11.8
7,0.8,-0.8,-0.9,-1,1,0,0,148,0,1173,0,28,15.3
6,0.8,-0.8,-0.9,1,-1,1,0,201,4205,0,28,0,16.3
9,0.8,-0.8,-0.9,-1,1,0,0,140,0,1546,0,32,13.4
0,0.8,-0.8,-0.7,-1,1,0,0,137,0,2224,0,24,11.2
3,0.8,-0.8,-0.7,1,-1,1,0,158,5363,0,32,0,12.3
2,0.8,-0.8,-0.7,1,-1,1,0,191,6982,0,32,0,16.8
1,0.8,-0.8,-0.7,1,-1,1,0,198,3836,0,32,0,22.1
6,0.8,-0.8,-0.7,-1,1,0,0,129,0,752,0,27,11.1
7,0.8,-0.8,-0.7,1,-1,1,0,190,3449,0,28,0,14.5
4,0.8,-0.8,-0.7,-1,1,0,0,239,0,3068,0,36,27.6
5,0.8,-0.8,-0.7,1,-1,1,0,238,2176,0,36,0,31.1
9,0.8,-0.8,-0.7,-1,1,0,0,160,0,734,0,36,15.8
0,0.8,-0.8,-0.5,1,-1,1,0,241,2238,0,20,0,11.6
1,0.8,-0.8,-0.5,-1,1,0,0,135,0,3230,0,28,11.4
8,0.8,-0.8,-0.7,-1,1,0,0,191,0,1526,0,32,24.2
4,0.8,-0.8,-0.5,-1,1,0,0,109,0,1176,0,24,7.7
2,0.8,-0.8,-0.5,-1,1,0,0,164,0,387,0,29,13.4
3,0.8,-0.8,-0.5,-1,1,0,0,140,0,1756,0,36,14.8
5,0.8,-0.8,-0.5,1,-1,1,0,130,2893,0,32,0,12.0
6,0.8,-0.8,-0.5,-1,1,0,0,206,0,528,0,27,14.1
9,0.8,-0.8,-0.5,-1,1,0,0,178,0,663,0,20,9.3
2,0.8,-0.8,-0.3,1,-1,1,0,152,2554,0,24,0,5.6
8,0.8,-0.8,-0.5,-1,1,0,0,182,0,3473,0,36,21.0
0,0.8,-0.8,-0.3,-1,1,0,0,183,0,1596,0,32,18.0
7,0.8,-0.8,-0.5,1,-1,1,0,205,4082,0,32,0,28.7
1,0.8,-0.8,-0.3,-1,1,0,0,243,0,2272,0,32,22.5
3,0.8,-0.8,-0.3,-1,1,0,0,197,0,1148,0,20,12.1
5,0.8,-0.8,-0.3,1,-1,1,0,154,3694,0,36,0,10.2
4,0.8,-0.8,-0.3,-1,1,0,0,209,0,923,0,28,15.4
6,0.8,-0.8,-0.3,-1,1,0,0,131,0,1374,0,28,12.4
7,0.8,-0.8,-0.3,-1,1,0,0,136,0,1014,0,28,11.3
8,0.8,-0.8,-0.3,-1,1,0,0,206,0,1560,0,24,14.6
0,0.8,-0.8,0.0,-1,1,0,0,128,0,1067,0,28,10.2
3,0.8,-0.8,0.0,1,-1,1,0,145,2239,0,24,0,8.4
9,0.8,-0.8,-0.3,-1,1,0,0,161,0,1641,0,36,21.1
1,0.8,-0.8,0.0,-1,1,0,0,182,0,654,0,28,16.3
5,0.8,-0.8,0.0,1,-1,1,0,209,1703,0,20,0,9.6
2,0.8,-0.8,0.0,-1,1,0,0,243,0,694,0,35,29.0
4,0.8,-0.8,0.0,-1,1,0,0,233,0,3982,0,28,26.0
6,0.8,-0.8,0.0,-1,1,0,0,210,0,1016,0,32,24.1
9,0.8,-0.8,0.0,-1,1,0,0,158,0,691,0,31,11.1
7,0.8,-0.8,0.0,1,-1,1,0,272,6153,0,30,0,26.7
8,0.8,-0.8,0.0,-1,1,0,0,189,0,691,0,32,20.7
0,0.8,-0.8,1.0,-1,1,0,0,137,0,3188,0,32,11.6
3,0.8,-0.8,1.0,1,-1,1,0,115,1683,0,20,0,4.4
2,0.8,-0.8,1.0,1,-1,1,0,149,4314,0,36,0,9.2
4,0.8,-0.8,1.0,1,-1,1,0,150,3761,0,28,0,9.8
5,0.8,-0.8,1.0,-1,1,0,0,171,0,1094,0,32,10.7
6,0.8,-0.8,1.0,-1,1,0,0,148,0,2121,0,28,11.3
8,0.8,-0.8,1.0,1,-1,1,0,186,4155,0,24,0,9.7
1,0.8,-0.8,1.0,1,-1,1,0,500,33502,1285,33,2,27.8
9,0.8,-0.8,1.0,1,-1,1,0,184,3669,0,24,0,12.1
7,0.8,-0.8,1.0,-1,1,0,0,141,0,600,0,29,17.3
1,0.8,-0.6,-0.9,1,-1,1,0,161,3392,0,32,0,12.5
0,0.8,-0.6,-0.9,1,-1,1,0,157,3309,0,34,0,18.2
3,0.8,-0.6,-0.9,-1,1,0,0,111,0,643,0,28,10.9
4,0.8,-0.6,-0.9,-1,1,0,0,206,0,849,0,20,12.4
2,0.8,-0.6,-0.9,-1,1,0,0,150,0,4770,0,36,18.8
6,0.8,-0.6,-0.9,-1,1,0,0,127,0,1379,0,28,10.7
7,0.8,-0.6,-0.9,1,-1,1,0,144,3109,0,36,0,13.3
8,0.8,-0.6,-0.9,-1,1,0,0,232,0,1904,0,24,11.8
5,0.8,-0.6,-0.9,1,-1,1,0,190,3677,0,36,0,22.5
0,0.8,-0.6,-0.7,-1,1,0,0,171,0,898,0,32,15.6
9,0.8,-0.6,-0.9,-1,1,0,0,299,0,1272,0,24,19.5
2,0.8,-0.6,-0.7,-1,1,0,0,154,0,1498,0,29,14.4
3,0.8,-0.6,-0.7,-1,1,0,0,157,0,666,0,29,13.1
4,0.8,-0.6,-0.7,-1,1,0,0,151,0,659,0,20,8.1
1,0.8,-0.6,-0.7,-1,1,0,0,191,0,1641,0,32,23.0
7,0.8,-0.6,-0.7,1,-1,1,0,133,3152,0,32,0,8.4
5,0.8,-0.6,-0.7,1,-1,1,0,195,3372,0,36,0,20.7
9,0.8,-0.6,-0.7,-1,1,0,0,119,0,665,0,36,10.8
6,0.8,-0.6,-0.7,1,-1,1,0,226,2726,0,28,0,22.6
2,0.8,-0.6,-0.5,1,-1,1,0,163,2378,0,27,0,10.8
3,0.8,-0.6,-0.5,1,-1,1,0,164,5294,0,32,0,8.2
1,0.8,-0.6,-0.5,-1,1,0,0,147,0,1566,0,32,13.5
4,0.8,-0.6,-0.5,1,-1,1,0,145,3664,0,20,0,8.4
0,0.8,-0.6,-0.5,1,-1,1,0,319,2389,0,28,0,27.4
6,0.8,-0.6,-0.5,1,-1,1,0,167,1524,0,24,0,8.7
8,0.8,-0.6,-0.5,-1,1,0,0,149,0,290,0,19,7.6
9,0.8,-0.6,-0.5,1,-1,1,0,131,2569,0,28,0,9.2
7,0.8,-0.6,-0.5,-1,1,0,0,141,0,2719,0,32,15.8
0,0.8,-0.6,-0.3,1,-1,1,0,170,4917,0,32,0,10.2
5,0.8,-0.6,-0.5,-1,1,0,0,242,0,2611,0,28,28.9
2,0.8,-0.6,-0.3,1,-1,1,0,151,2588,0,24,0,6.2
5,0.8,-0.6,-0.3,-1,1,0,0,104,0,1068,0,32,9.5
4,0.8,-0.6,-0.3,1,-1,1,0,178,1889,0,29,0,9.7
3,0.8,-0.6,-0.3,1,-1,1,0,175,4907,0,40,0,12.7
6,0.8,-0.6,-0.3,1,-1,1,0,121,2259,0,24,0,7.4
1,0.8,-0.6,-0.3,1,-1,1,0,218,4182,0,36,0,28.7
7,0.8,-0.6,-0.3,1,-1,1,0,141,3872,0,32,0,10.5
8,0.8,-0.6,-0.7,-1,1,0,0,500,3014,4284,8,28,78.5
9,0.8,-0.6,-0.3,1,-1,1,0,113,2277,0,36,0,8.9
8,0.8,-0.6,-0.3,-1,1,0,0,255,0,258,0,20,15.8
0,0.8,-0.6,0.0,1,-1,1,0,158,5813,0,38,0,15.1
1,0.8,-0.6,0.0,1,-1,1,0,292,2599,0,20,0,15.5
5,0.8,-0.6,0.0,1,-1,1,0,132,4061,0,36,0,8.7
3,0.8,-0.6,0.0,1,-1,1,0,148,4548,0,32,0,17.0
4,0.8,-0.6,0.0,-1,1,0,0,172,0,704,0,39,16.8
6,0.8,-0.6,0.0,-1,1,0,0,156,0,1042,0,28,10.7
0,0.8,-0.6,1.0,1,-1,1,0,165,2705,0,24,0,6.1
8,0.8,-0.6,0.0,1,-1,1,0,222,5889,0,28,0,11.1
2,0.8,-0.6,0.0,-1,1,0,0,249,0,2195,0,32,31.3
9,0.8,-0.6,0.0,-1,1,0,0,123,0,2527,0,32,11.8
1,0.8,-0.6,1.0,-1,1,0,0,186,0,372,0,20,8.8
7,0.8,-0.6,0.0,1,-1,1,0,207,3633,0,32,0,20.1
6,0.8,-0.6,1.0,-1,1,0,0,143,0,1472,0,20,7.6
3,0.8,-0.6,1.0,1,-1,1,0,187,3523,0,32,0,15.9
4,0.8,-0.6,1.0,-1,1,0,0,212,0,540,0,24,17.0
5,0.8,-0.6,1.0,1,-1,1,0,160,3188,0,28,0,12.7
2,0.8,-0.6,1.0,1,-1,1,0,242,3872,0,28,0,21.9
9,0.8,-0.6,1.0,1,-1,1,0,135,2876,0,20,0,6.0
8,0.8,-0.6,1.0,-1,1,0,0,178,0,641,0,32,13.5
1,0.8,-0.4,-0.9,-1,1,0,0,113,0,648,0,32,10.7
0,0.8,-0.4,-0.9,1,-1,1,0,162,2267,0,34,0,15.3
3,0.8,-0.4,-0.9,1,-1,1,0,149,3069,0,36,0,8.5
4,0.8,-0.4,-0.9,-1,1,0,0,129,0,384,0,22,6.9
7,0.8,-0.6,1.0,-1,1,0,0,191,0,848,0,32,23.3
5,0.8,-0.4,-0.9,1,-1,1,0,145,4873,0,32,0,10.1
2,0.8,-0.4,-0.9,1,-1,1,0,188,4670,0,36,0,25.4
6,0.8,-0.4,-0.9,1,-1,1,0,151,4297,0,28,0,11.9
7,0.8,-0.4,-0.9,-1,1,0,0,152,0,482,0,31,12.8
1,0.8,-0.4,-0.7,1,-1,1,0,117,2619,0,28,0,4.5
8,0.8,-0.4,-0.9,1,-1,1,0,202,2750,0,32,0,23.2
2,0.8,-0.4,-0.7,-1,1,0,0,148,0,472,0,28,12.8
0,0.8,-0.4,-0.7,-1,1,0,0,227,0,657,0,28,17.8
6,0.8,-0.4,-0.7,-1,1,0,0,126,0,479,0,21,5.6
9,0.8,-0.4,-0.9,1,-1,1,0,259,5101,0,32,0,28.0
4,0.8,-0.4,-0.7,-1,1,0,0,120,0,768,0,36,12.3
5,0.8,-0.4,-0.7,-1,1,0,0,146,0,2162,0,36,16.4
3,0.8,-0.4,-0.7,-1,1,0,0,223,0,2161,0,36,26.7
9,0.8,-0.4,-0.7,1,-1,1,0,195,4478,0,28,0,16.8
8,0.8,-0.4,-0.7,1,-1,1,0,229,7918,0,32,0,22.5
0,0.8,-0.4,-0.5,-1,1,0,0,156,0,694,0,39,19.0
2,0.8,-0.4,-0.5,-1,1,0,0,123,0,3007,0,32,8.7
4,0.8,-0.4,-0.5,1,-1,1,0,136,2859,0,36,0,7.6
1,0.8,-0.4,-0.5,1,-1,1,0,235,2749,0,32,0,27.1
7,0.8,-0.4,-0.7,1,-1,1,0,280,4485,0,40,0,38.3
3,0.8,-0.4,-0.5,-1,1,0,0,213,0,1234,0,32,25.4
8,0.8,-0.4,-0.5,1,-1,1,0,165,4701,0,40,0,17.8
5,0.8,-0.4,-0.5,-1,1,0,0,295,0,519,0,28,28.7
6,0.8,-0.4,-0.5,-1,1,0,0,162,0,777,0,35,22.3
9,0.8,-0.4,-0.5,1,-1,1,0,143,3951,0,32,0,10.4
7,0.8,-0.4,-0.5,1,-1,1,0,187,3625,0,32,0,23.4
0,0.8,-0.4,-0.3,1,-1,1,0,129,3627,0,28,0,7.8
3,0.8,-0.4,-0.3,1,-1,1,0,168,3400,0,26,0,7.9
4,0.8,-0.4,-0.3,-1,1,0,0,165,0,888,0,24,10.3
2,0.8,-0.4,-0.3,1,-1,1,0,226,4303,0,24,0,16.5
6,0.8,-0.4,-0.3,1,-1,1,0,147,5164,0,28,0,10.3
7,0.8,-0.4,-0.3,1,-1,1,0,152,1920,0,24,0,9.5
8,0.8,-0.4,-0.3,-1,1,0,0,159,0,544,0,26,8.2
5,0.8,-0.4,-0.3,1,-1,1,0,205,5814,0,28,0,21.7
1,0.8,-0.4,0.0,1,-1,1,0,155,4637,0,28,0,9.1
1,0.8,-0.4,-0.3,1,-1,1,0,207,4434,0,36,0,35.7
2,0.8,-0.4,0.0,1,-1,1,0,152,2308,0,23,0,8.8
9,0.8,-0.4,-0.3,-1,1,0,0,296,0,2258,0,24,18.7
0,0.8,-0.4,0.0,1,-1,1,0,217,6299,0,32,0,21.3
4,0.8,-0.4,0.0,1,-1,1,0,145,3732,0,32,0,10.4
3,0.8,-0.4,0.0,1,-1,1,0,193,3703,0,24,0,12.1
5,0.8,-0.4,0.0,-1,1,0,0,130,0,864,0,28,11.3
7,0.8,-0.4,0.0,-1,1,0,0,96,0,452,0,35,9.7
6,0.8,-0.4,0.0,-1,1,0,0,131,0,1883,0,32,15.5
2,0.8,-0.4,1.0,-1,1,0,0,147,0,861,0,24,8.5
9,0.8,-0.4,0.0,-1,1,0,0,153,0,751,0,32,16.1
0,0.8,-0.4,1.0,-1,1,0,0,138,0,2462,0,40,19.5
1,0.8,-0.4,1.0,1,-1,1,0,184,5061,0,36,0,20.1
4,0.8,-0.4,1.0,1,-1,1,0,210,5281,0,28,0,13.3
8,0.8,-0.4,0.0,1,-1,1,0,250,5193,0,32,0,30.6
8,0.8,-0.4,1.0,1,-1,1,0,132,4244,0,36,0,7.4
7,0.8,-0.4,1.0,1,-1,1,0,142,3440,0,32,0,11.0
6,0.8,-0.4,1.0,-1,1,0,0,131,0,1175,0,36,15.7
3,0.8,-0.4,1.0,1,-1,1,0,277,3613,0,30,0,26.4
9,0.8,-0.4,1.0,1,-1,1,0,168,4569,0,32,0,15.6
2,0.8,-0.2,-0.9,-1,1,0,0,220,0,359,0,20,13.1
0,0.8,-0.2,-0.9,-1,1,0,0,170,0,920,0,36,19.4
1,0.8,-0.2,-0.9,-1,1,0,0,185,0,995,0,28,19.4
5,0.8,-0.4,1.0,-1,1,0,0,302,0,2185,0,36,42.4
3,0.8,-0.2,-0.9,-1,1,0,0,167,0,532,0,29,12.9
5,0.8,-0.2,-0.9,1,-1,1,0,139,2130,0,32,0,6.0
6,0.8,-0.2,-0.9,1,-1,1,0,159,4363,0,28,0,8.2
8,0.8,-0.2,-0.9,-1,1,0,0,93,0,162,0,19,4.5
4,0.8,-0.2,-0.9,-1,1,0,0,165,0,2239,0,44,18.7
7,0.8,-0.2,-0.9,1,-1,1,0,191,5626,0,32,0,21.7
0,0.8,-0.2,-0.7,1,-1,1,0,184,3999,0,36,0,19.4
1,0.8,-0.2,-0.7,1,-1,1,0,186,3412,0,36,0,20.9
9,0.8,-0.2,-0.9,-1,1,0,0,267,0,1968,0,36,32.4
3,0.8,-0.2,-0.7,1,-1,1,0,181,3991,0,36,0,14.2
5,0.8,-0.2,-0.7,-1,1,0,0,174,0,999,0,32,15.2
4,0.8,-0.2,-0.7,1,-1,1,0,183,2430,0,28,0,17.5
7,0.8,-0.2,-0.7,-1,1,0,0,135,0,4881,0,32,12.9
9,0.8,-0.2,-0.7,-1,1,0,0,147,0,1306,0,24,8.0
2,0.8,-0.2,-0.7,-1,1,0,0,268,0,589,0,37,42.2
8,0.8,-0.2,-0.7,1,-1,1,0,166,2000,0,29,0,10.9
6,0.8,-0.2,-0.7,-1,1,0,0,146,0,785,0,36,18.8
1,0.8,-0.2,-0.5,1,-1,1,0,163,1238,0,27,0,5.1
3,0.8,-0.2,-0.5,1,-1,1,0,142,2001,0,28,0,6.9
2,0.8,-0.2,-0.5,1,-1,1,0,165,2624,0,28,0,8.6
5,0.8,-0.2,-0.5,-1,1,0,0,154,0,288,0,20,7.2
0,0.8,-0.2,-0.5,-1,1,0,0,170,0,1818,0,32,17.0
4,0.8,-0.2,-0.5,1,-1,1,0,315,2782,0,20,0,13.3
8,0.8,-0.2,-0.5,1,-1,1,0,136,3105,0,24,0,6.3
6,0.8,-0.2,-0.5,1,-1,1,0,180,2983,0,32,0,11.1
7,0.8,-0.2,-0.5,1,-1,1,0,219,4533,0,24,0,12.7
0,0.8,-0.2,-0.3,1,-1,1,0,139,4682,0,36,0,8.5
9,0.8,-0.2,-0.5,1,-1,1,0,140,1921,0,32,0,10.2
2,0.8,-0.2,-0.3,1,-1,1,0,153,4176,0,32,0,6.6
3,0.8,-0.2,-0.3,1,-1,1,0,154,5404,0,28,0,9.6
6,0.8,-0.2,-0.3,-1,1,0,0,174,0,557,0,24,8.0
1,0.8,-0.2,-0.3,1,-1,1,0,161,4704,0,40,0,21.0
4,0.8,-0.2,-0.3,1,-1,1,0,179,4951,0,28,0,17.4
8,0.8,-0.2,-0.3,1,-1,1,0,206,4239,0,36,0,18.4
7,0.8,-0.2,-0.3,1,-1,1,0,194,5775,0,36,0,21.1
5,0.8,-0.2,-0.3,1,-1,1,0,260,4454,0,34,0,39.7
1,0.8,-0.2,0.0,-1,1,0,0,206,0,3593,0,24,13.7
9,0.8,-0.2,-0.3,1,-1,1,0,246,4114,0,32,0,27.7
2,0.8,-0.2,0.0,1,-1,1,0,196,2954,0,32,0,14.9
6,0.8,-0.2,0.0,-1,1,0,0,122,0,491,0,24,7.1
3,0.8,-0.2,0.0,-1,1,0,0,117,0,1147,0,32,14.7
4,0.8,-0.2,0.0,1,-1,1,0,180,2439,0,31,0,16.6
5,0.8,-0.2,0.0,-1,1,0,0,163,0,1450,0,36,17.0
0,0.8,-0.2,0.0,1,-1,1,0,308,6270,0,40,0,47.0
7,0.8,-0.2,0.0,1,-1,1,0,168,2109,0,32,0,13.8
8,0.8,-0.2,0.0,-1,1,0,0,147,0,555,0,28,11.1
9,0.8,-0.2,0.0,-1,1,0,0,184,0,1081,0,28,13.6
2,0.8,-0.2,1.0,-1,1,0,0,123,0,647,0,26,8.9
0,0.8,-0.2,1.0,-1,1,0,0,172,0,2349,0,32,14.7
3,0.8,-0.2,1.0,1,-1,1,0,173,3786,0,36,0,12.7
1,0.8,-0.2,1.0,-1,1,0,0,153,0,902,0,35,16.2
5,0.8,-0.2,1.0,-1,1,0,0,164,0,552,0,35,9.9
8,0.8,-0.2,1.0,-1,1,0,0,98,0,737,0,36,9.2
4,0.8,-0.2,1.0,1,-1,1,0,164,5939,0,36,0,19.5
9,0.8,-0.2,1.0,-1,1,0,0,142,0,1756,0,24,10.1
7,0.8,-0.2,1.0,-1,1,0,0,158,0,1613,0,40,17.4
6,0.8,-0.2,1.0,1,-1,1,0,210,4378,0,32,0,23.1
2,1.0,-0.8,-0.9,-1,1,0,0,184,0,445,0,27,8.8
5,1.0,-0.8,-0.9,1,-1,1,0,91,447,0,20,0,3.4
1,1.0,-0.8,-0.9,-1,1,0,0,162,0,2142,0,36,17.4
4,1.0,-0.8,-0.9,1,-1,1,0,164,5827,0,32,0,12.7
3,1.0,-0.8,-0.9,1,-1,1,0,159,3433,0,28,0,14.1
0,1.0,-0.8,-0.9,1,-1,1,0,160,4846,0,42,0,29.1
8,1.0,-0.8,-0.9,-1,1,0,0,180,0,798,0,24,10.8
6,1.0,-0.8,-0.9,1,-1,1,0,177,3715,0,31,0,15.6
7,1.0,-0.8,-0.9,1,-1,1,0,229,5292,0,28,0,17.6
9,1.0,-0.8,-0.9,-1,1,0,0,169,0,2682,0,36,17.1
0,1.0,-0.8,-0.7,1,-1,1,0,190,1585,0,24,0,11.6
4,1.0,-0.8,-0.7,-1,1,0,0,183,0,2089,0,24,13.4
3,1.0,-0.8,-0.7,1,-1,1,0,255,3090,0,28,0,15.7
1,1.0,-0.8,-0.7,-1,1,0,0,173,0,1904,0,44,25.4
2,1.0,-0.8,-0.7,1,-1,1,0,250,6141,0,36,0,25.8
5,1.0,-0.8,-0.7,1,-1,1,0,203,3385,0,32,0,24.0
9,1.0,-0.8,-0.7,-1,1,0,0,134,0,1081,0,24,9.8
8,1.0,-0.8,-0.7,-1,1,0,0,266,0,307,0,25,17.5
6,1.0,-0.8,-0.7,-1,1,0,0,275,0,4194,0,32,26.6
2,1.0,-0.8,-0.5,1,-1,1,0,118,3206,0,20,0,4.5
7,1.0,-0.8,-0.7,-1,1,0,0,270,0,494,0,32,27.9
0,1.0,-0.8,-0.5,-1,1,0,0,178,0,4171,0,32,17.3
1,1.0,-0.8,-0.5,-1,1,0,0,127,0,1259,0,32,15.9
3,1.0,-0.8,-0.5,1,-1,1,0,175,3109,0,24,0,5.8
6,1.0,-0.8,-0.5,1,-1,1,0,143,2193,0,20,0,5.2
7,1.0,-0.8,-0.5,1,-1,1,0,129,2381,0,20,0,4.3
4,1.0,-0.8,-0.5,-1,1,0,0,149,0,428,0,27,13.2
8,1.0,-0.8,-0.5,1,-1,1,0,190,3765,0,24,0,11.9
9,1.0,-0.8,-0.5,1,-1,1,0,137,3105,0,32,0,9.1
0,1.0,-0.8,-0.3,1,-1,1,0,171,6768,0,36,0,9.9
5,1.0,-0.8,-0.5,1,-1,1,0,243,5139,0,32,0,20.8
4,1.0,-0.8,-0.3,-1,1,0,0,83,0,178,0,18,6.0
1,1.0,-0.8,-0.3,-1,1,0,0,158,0,1967,0,32,12.4
2,1.0,-0.8,-0.3,-1,1,0,0,127,0,1198,0,28,9.3
6,1.0,-0.8,-0.3,1,-1,1,0,151,3062,0,20,0,6.2
8,1.0,-0.8,-0.3,1,-1,1,0,138,3407,0,32,0,7.7
7,1.0,-0.8,-0.3,-1,1,0,0,154,0,957,0,30,10.3
3,1.0,-0.8,-0.3,-1,1,0,0,165,0,998,0,32,21.8
9,1.0,-0.8,-0.3,-1,1,0,0,133,0,862,0,24,9.1
0,1.0,-0.8,0.0,1,-1,1,0,151,3925,0,36,0,10.4
2,1.0,-0.8,0.0,1,-1,1,0,153,3682,0,36,0,8.2
1,1.0,-0.8,0.0,-1,1,0,0,180,0,970,0,28,12.7
3,1.0,-0.8,0.0,1,-1,1,0,164,6022,0,44,0,13.3
5,1.0,-0.8,0.0,-1,1,0,0,143,0,917,0,28,10.6
4,1.0,-0.8,0.0,-1,1,0,0,143,0,743,0,24,14.8
7,1.0,-0.8,0.0,1,-1,1,0,184,3118,0,23,0,8.7
6,1.0,-0.8,0.0,-1,1,0,0,156,0,952,0,35,20.5
5,1.0,-0.8,-0.3,1,-1,1,0,374,3365,0,38,0,47.4
9,1.0,-0.8,0.0,-1,1,0,0,183,0,1242,0,32,16.5
0,1.0,-0.8,1.0,-1,1,0,0,179,0,2225,0,32,14.1
2,1.0,-0.8,1.0,-1,1,0,0,139,0,720,0,30,12.2
4,1.0,-0.8,1.0,1,-1,1,0,144,1870,0,32,0,8.9
8,1.0,-0.8,0.0,1,-1,1,0,237,4843,0,32,0,28.0
1,1.0,-0.8,1.0,-1,1,0,0,186,0,2008,0,32,21.5
7,1.0,-0.8,1.0,1,-1,1,0,121,1758,0,24,0,5.4
3,1.0,-0.8,1.0,-1,1,0,0,153,0,1174,0,36,19.5
5,1.0,-0.8,1.0,1,-1,1,0,207,3707,0,36,0,25.5
0,1.0,-0.6,-0.9,1,-1,1,0,150,3905,0,36,0,14.4
9,1.0,-0.8,1.0,-1,1,0,0,199,0,823,0,28,19.1
1,1.0,-0.6,-0.9,-1,1,0,0,116,0,280,0,19,5.3
6,1.0,-0.8,1.0,1,-1,1,0,248,4057,0,32,0,29.0
2,1.0,-0.6,-0.9,1,-1,1,0,150,2597,0,20,0,6.3
8,1.0,-0.8,1.0,1,-1,1,0,304,3331,0,24,0,28.8
6,1.0,-0.6,-0.9,-1,1,0,0,183,0,608,0,32,9.4
7,1.0,-0.6,-0.9,-1,1,0,0,115,0,1825,0,32,12.1
3,1.0,-0.6,-0.9,1,-1,1,0,225,2137,0,36,0,21.8
4,1.0,-0.6,-0.9,-1,1,0,0,170,0,1284,0,40,20.3
5,1.0,-0.6,-0.9,-1,1,0,0,199,0,1678,0,28,20.8
8,1.0,-0.6,-0.9,-1,1,0,0,160,0,712,0,28,9.6
9,1.0,-0.6,-0.9,1,-1,1,0,156,2530,0,24,0,6.7
2,1.0,-0.6,-0.7,1,-1,1,0,150,2574,0,24,0,6.0
0,1.0,-0.6,-0.7,1,-1,1,0,163,4041,0,40,0,12.9
4,1.0,-0.6,-0.7,1,-1,1,0,140,1903,0,28,0,7.3
3,1.0,-0.6,-0.7,-1,1,0,0,139,0,778,0,36,12.9
8,1.0,-0.6,-0.7,-1,1,0,0,151,0,1464,0,24,7.6
7,1.0,-0.6,-0.7,1,-1,1,0,190,2149,0,24,0,9.9
5,1.0,-0.6,-0.7,-1,1,0,0,277,0,5623,0,28,18.1
6,1.0,-0.6,-0.7,1,-1,1,0,182,3640,0,36,0,17.1
9,1.0,-0.6,-0.7,-1,1,0,0,118,0,947,0,24,6.8
1,1.0,-0.6,-0.5,1,-1,1,0,120,2167,0,32,0,4.7
2,1.0,-0.6,-0.5,1,-1,1,0,155,4033,0,34,0,6.4
3,1.0,-0.6,-0.5,-1,1,0,0,168,0,611,0,27,9.0
5,1.0,-0.6,-0.5,-1,1,0,0,120,0,1884,0,36,11.8
6,1.0,-0.6,-0.5,-1,1,0,0,138,0,1181,0,28,9.8
4,1.0,-0.6,-0.5,1,-1,1,0,209,3660,0,28,0,19.1
0,1.0,-0.6,-0.5,1,-1,1,0,324,4941,0,28,0,30.2
7,1.0,-0.6,-0.5,1,-1,1,0,164,2906,0,25,0,10.1
9,1.0,-0.6,-0.5,-1,1,0,0,165,0,662,0,23,9.3
1,1.0,-0.6,-0.7,-1,1,0,0,401,0,2309,0,32,60.4
8,1.0,-0.6,-0.5,1,-1,1,0,165,2303,0,32,0,13.2
0,1.0,-0.6,-0.3,1,-1,1,0,174,5494,0,32,0,17.0
3,1.0,-0.6,-0.3,1,-1,1,0,212,3133,0,28,0,14.0
1,1.0,-0.6,-0.3,-1,1,0,0,209,0,578,0,32,23.6
4,1.0,-0.6,-0.3,-1,1,0,0,154,0,639,0,32,20.1
2,1.0,-0.6,-0.3,-1,1,0,0,157,0,698,0,39,23.2
5,1.0,-0.6,-0.3,1,-1,1,0,176,2445,0,30,0,15.0
6,1.0,-0.6,-0.3,1,-1,1,0,224,3819,0,24,0,13.7
7,1.0,-0.6,-0.3,-1,1,0,0,129,0,2022,0,32,8.5
9,1.0,-0.6,-0.3,1,-1,1,0,134,4355,0,28,0,7.2
0,1.0,-0.6,0.0,-1,1,0,0,136,0,860,0,24,8.8
3,1.0,-0.6,0.0,1,-1,1,0,98,2162,0,32,0,6.5
4,1.0,-0.6,0.0,-1,1,0,0,124,0,506,0,25,7.8
5,1.0,-0.6,0.0,1,-1,1,0,173,4561,0,22,0,8.3
8,1.0,-0.6,-0.3,1,-1,1,0,226,3552,0,32,0,24.7
6,1.0,-0.6,0.0,-1,1,0,0,134,0,2236,0,20,6.4
8,1.0,-0.6,0.0,1,-1,1,0,134,2328,0,24,0,6.1
