seed,label,opp,win,draw,r0,r1,steps,n0_final,n1_final,ships0_final,ships1_final,prod0_final,prod1_final,ships_diff,time_sec,sr_30,pr_30,sr_100,pr_100,sr_200,pr_200,sr_final,pr_final
10,baseline,sub2,0,0,-1.0,1.0,163,0,32,0.0,3858.0,0.0,100.0,-3858.0,26.3,0.4937655860349127,0.625,0.5025510204081632,0.43,0.0,0.0,0.0,0.0
12,baseline,sub2,1,0,1.0,-1.0,186,32,0,7080.0,0.0,112.0,0.0,7080.0,22.9,0.5048231511254019,0.6666666666666666,0.6893723252496433,0.6696428571428571,1.0,1.0,1.0,1.0
14,baseline,sub2,0,0,-1.0,1.0,151,0,32,0.0,2567.0,0.0,80.0,-2567.0,14.7,0.3819444444444444,0.5384615384615384,0.38763297872340424,0.4032258064516129,0.0,0.0,0.0,0.0
7,baseline,sub2,1,0,1.0,-1.0,500,27,1,25407.0,905.0,89.0,3.0,24502.0,54.1,0.45023696682464454,0.5423728813559322,0.5507826720058245,0.5434782608695652,0.7395588925387142,0.6304347826086957,0.9656050471267863,0.967391304347826
17,baseline,sub2,0,0,-1.0,1.0,116,0,24,0.0,2312.0,0.0,60.0,-2312.0,7.6,0.5169082125603864,0.5652173913043478,0.07825567502986858,0.0,0.0,0.0,0.0,0.0
16,baseline,sub2,1,0,1.0,-1.0,193,32,0,5871.0,0.0,92.0,0.0,5871.0,24.3,0.5075757575757576,0.56,0.6141669964384646,0.6067415730337079,1.0,1.0,1.0,1.0
4,baseline,sub2,1,0,1.0,-1.0,500,34,6,21384.0,3367.0,61.0,11.0,18017.0,87.6,0.5103448275862069,0.7,0.7402862985685071,0.6507936507936508,0.8142748958727755,0.8260869565217391,0.8639650923195022,0.8472222222222222
15,baseline,sub2,1,0,1.0,-1.0,257,28,0,8216.0,0.0,100.0,0.0,8216.0,27.7,0.5,0.5,0.5098543273350471,0.4845360824742268,0.8839027214823393,0.94,1.0,1.0
19,baseline,sub2,0,0,-1.0,1.0,210,0,20,0.0,2565.0,0.0,40.0,-2565.0,11.2,0.49808429118773945,0.5,0.41642512077294686,0.4166666666666667,0.04218682737839001,0.0,0.0,0.0
18,baseline,sub2,1,0,1.0,-1.0,222,28,0,5026.0,0.0,72.0,0.0,5026.0,17.8,0.4739583333333333,0.8260869565217391,0.5993761140819964,0.5217391304347826,0.997521343982374,1.0,1.0,1.0
20,baseline,sub2,0,0,-1.0,1.0,149,0,20,0.0,2389.0,0.0,48.0,-2389.0,7.6,0.5309090909090909,0.4666666666666667,0.28350515463917525,0.35555555555555557,0.0,0.0,0.0,0.0
25,baseline,sub2,1,0,1.0,-1.0,152,21,0,4559.0,0.0,69.0,0.0,4559.0,7.3,0.5447761194029851,0.6451612903225806,0.9169632265717675,0.8923076923076924,1.0,1.0,1.0,1.0
22,baseline,sub2,1,0,1.0,-1.0,254,24,0,2231.0,0.0,36.0,0.0,2231.0,16.6,0.625,0.5,0.5890909090909091,0.6785714285714286,0.7137654770575382,0.7222222222222222,1.0,1.0
24,baseline,sub2,1,0,1.0,-1.0,172,26,0,4768.0,0.0,98.0,0.0,4768.0,12.2,0.5172413793103449,0.6486486486486487,0.6611927398444253,0.5416666666666666,1.0,1.0,1.0,1.0
23,baseline,sub2,1,0,1.0,-1.0,195,36,0,6399.0,0.0,92.0,0.0,6399.0,22.2,0.6875,0.875,0.7544790975447909,0.6901408450704225,1.0,1.0,1.0,1.0
27,baseline,sub2,0,0,-1.0,1.0,176,0,28,0.0,4390.0,0.0,80.0,-4390.0,13.9,0.5063291139240507,0.5,0.29804727646454265,0.3333333333333333,0.0,0.0,0.0,0.0
21,baseline,sub2,0,0,-1.0,1.0,210,0,32,0.0,3548.0,0.0,84.0,-3548.0,33.8,0.5,0.5,0.4941546762589928,0.4642857142857143,0.004964539007092199,0.0,0.0,0.0
26,baseline,sub2,1,0,1.0,-1.0,206,32,0,4879.0,0.0,76.0,0.0,4879.0,22.8,0.5125,0.8,0.702433628318584,0.6811594202898551,0.9884907709011943,1.0,1.0,1.0
28,baseline,sub2,0,0,-1.0,1.0,170,0,36,0.0,3946.0,0.0,84.0,-3946.0,21.3,0.5078125,0.5,0.5061841502519469,0.35064935064935066,0.0,0.0,0.0,0.0
29,baseline,sub2,1,0,1.0,-1.0,188,28,0,5754.0,0.0,80.0,0.0,5754.0,15.3,0.5111940298507462,0.5789473684210527,0.615931721194879,0.675,1.0,1.0,1.0,1.0
1,prio_0.4,sub2,1,0,1.0,-1.0,161,38,0,5512.0,0.0,94.0,0.0,5512.0,18.7,0.47878787878787876,0.6470588235294118,0.7257861635220125,0.7608695652173914,1.0,1.0,1.0,1.0
0,prio_0.4,sub2,0,0,-1.0,1.0,162,0,40,0.0,2881.0,0.0,84.0,-2881.0,27.5,0.5393258426966292,0.5416666666666666,0.4236111111111111,0.42857142857142855,0.0,0.0,0.0,0.0
3,prio_0.4,sub2,1,0,1.0,-1.0,184,36,0,5609.0,0.0,76.0,0.0,5609.0,20.0,0.4186046511627907,0.7777777777777778,0.7131410256410257,0.8382352941176471,1.0,1.0,1.0,1.0
2,prio_0.4,sub2,1,0,1.0,-1.0,239,28,0,6899.0,0.0,88.0,0.0,6899.0,27.8,0.48242811501597443,0.7272727272727273,0.5381325730577334,0.5454545454545454,0.9510611735330836,0.9545454545454546,1.0,1.0
5,prio_0.4,sub2,0,0,-1.0,1.0,178,0,28,0.0,3137.0,0.0,100.0,-3137.0,15.1,0.5742574257425742,0.5789473684210527,0.49003067484662577,0.4375,0.0,0.0,0.0,0.0
6,prio_0.4,sub2,1,0,1.0,-1.0,182,32,0,6955.0,0.0,96.0,0.0,6955.0,16.5,0.3873239436619718,0.6666666666666666,0.7635212888377445,0.8285714285714286,1.0,1.0,1.0,1.0
4,prio_0.4,sub2,1,0,1.0,-1.0,209,40,0,6447.0,0.0,76.0,0.0,6447.0,33.7,0.4939759036144578,0.5454545454545454,0.6536050156739812,0.6527777777777778,0.9930778321796387,0.9868421052631579,1.0,1.0
8,prio_0.4,sub2,0,0,-1.0,1.0,194,0,24,0.0,4362.0,0.0,88.0,-4362.0,14.3,0.5,0.5,0.4566888774987186,0.4875,0.0,0.0,0.0,0.0
7,prio_0.4,sub2,0,0,-1.0,1.0,143,0,36,0.0,2905.0,0.0,68.0,-2905.0,23.7,0.4790697674418605,0.48484848484848486,0.23467336683417087,0.2,0.0,0.0,0.0,0.0
11,prio_0.4,sub2,1,0,1.0,-1.0,138,24,0,4786.0,0.0,84.0,0.0,4786.0,10.8,0.5505952380952381,0.65625,0.866421568627451,0.8690476190476191,1.0,1.0,1.0,1.0
9,prio_0.4,sub2,1,0,1.0,-1.0,206,28,0,5390.0,0.0,96.0,0.0,5390.0,25.1,0.5741176470588235,0.55,0.5529674537332483,0.5274725274725275,0.9900793650793651,1.0,1.0,1.0
12,prio_0.4,sub2,0,0,-1.0,1.0,159,0,28,0.0,3913.0,0.0,88.0,-3913.0,14.8,0.511986301369863,0.5882352941176471,0.3487133984028394,0.38095238095238093,0.0,0.0,0.0,0.0
10,prio_0.4,sub2,1,0,1.0,-1.0,153,36,0,4419.0,0.0,96.0,0.0,4419.0,22.5,0.5348837209302325,0.5517241379310345,0.6315092674315975,0.6989247311827957,1.0,1.0,1.0,1.0
13,prio_0.4,sub2,1,0,1.0,-1.0,201,24,0,5008.0,0.0,76.0,0.0,5008.0,15.4,0.5082508250825083,0.4411764705882353,0.6719712525667351,0.56,1.0,1.0,1.0,1.0
14,prio_0.4,sub2,0,0,-1.0,1.0,168,0,36,0.0,4004.0,0.0,88.0,-4004.0,21.4,0.45098039215686275,0.5,0.42978533094812166,0.4166666666666667,0.0,0.0,0.0,0.0
18,prio_0.4,sub2,1,0,1.0,-1.0,174,27,0,2552.0,0.0,71.0,0.0,2552.0,13.5,0.5306122448979592,0.5,0.5758254057078903,0.5384615384615384,1.0,1.0,1.0,1.0
15,prio_0.4,sub2,0,0,-1.0,1.0,235,0,24,0.0,4852.0,0.0,88.0,-4852.0,20.2,0.5,0.5,0.4519979242345615,0.48863636363636365,0.13275340393343418,0.10227272727272728,0.0,0.0
16,prio_0.4,sub2,1,0,1.0,-1.0,220,28,0,4425.0,0.0,84.0,0.0,4425.0,23.9,0.49617151607963245,0.5357142857142857,0.559388861508132,0.5714285714285714,0.9620212423559704,0.9404761904761905,1.0,1.0
17,prio_0.4,sub2,1,0,1.0,-1.0,210,28,0,3836.0,0.0,76.0,0.0,3836.0,25.2,0.3918918918918919,0.5384615384615384,0.5568482284505553,0.5733333333333334,0.9881767268201618,1.0,1.0,1.0
21,prio_0.4,sub2,1,0,1.0,-1.0,225,20,0,7880.0,0.0,80.0,0.0,7880.0,11.4,0.5886075949367089,0.5416666666666666,0.7207322264793529,0.675,0.9867949135963482,1.0,1.0,1.0
19,prio_0.4,sub2,0,0,-1.0,1.0,186,0,32,0.0,2939.0,0.0,72.0,-2939.0,24.5,0.46835443037974683,0.5714285714285714,0.40309633027522934,0.4626865671641791,0.0,0.0,0.0,0.0
24,prio_0.4,sub2,1,0,1.0,-1.0,198,32,0,6581.0,0.0,100.0,0.0,6581.0,10.7,0.6764705882352942,0.8333333333333334,0.9693520140105079,0.9591836734693877,1.0,1.0,1.0,1.0
23,prio_0.4,sub2,1,0,1.0,-1.0,179,31,0,3813.0,0.0,67.0,0.0,3813.0,14.7,0.4772727272727273,0.56,0.6867833433916717,0.7096774193548387,1.0,1.0,1.0,1.0
22,prio_0.4,sub2,0,0,-1.0,1.0,175,0,36,0.0,3560.0,0.0,96.0,-3560.0,23.6,0.5224913494809689,0.5,0.5361930294906166,0.48863636363636365,0.0,0.0,0.0,0.0
20,prio_0.4,sub2,0,0,-1.0,1.0,232,0,28,0.0,4373.0,0.0,84.0,-4373.0,32.3,0.5289473684210526,0.5357142857142857,0.46922720962517356,0.4166666666666667,0.15919205751454982,0.09523809523809523,0.0,0.0
27,prio_0.4,sub2,1,0,1.0,-1.0,149,28,0,4021.0,0.0,68.0,0.0,4021.0,6.7,0.7868852459016393,0.75,0.8404692082111437,0.847457627118644,1.0,1.0,1.0,1.0
25,prio_0.4,sub2,0,0,-1.0,1.0,136,0,36,0.0,4834.0,0.0,104.0,-4834.0,21.5,0.5779816513761468,0.4583333333333333,0.2346723044397463,0.16346153846153846,0.0,0.0,0.0,0.0
29,prio_0.4,sub2,0,0,-1.0,1.0,158,0,22,0.0,2767.0,0.0,78.0,-2767.0,11.8,0.5183673469387755,0.375,0.38870967741935486,0.39473684210526316,0.0,0.0,0.0,0.0
0,prio_1.2,sub2,1,0,1.0,-1.0,130,32,0,3379.0,0.0,92.0,0.0,3379.0,11.5,0.5970873786407767,0.6923076923076923,0.8274139844617092,0.8214285714285714,1.0,1.0,1.0,1.0
26,prio_0.4,sub2,1,0,1.0,-1.0,230,32,0,8438.0,0.0,104.0,0.0,8438.0,23.8,0.5303867403314917,0.65,0.602334305960817,0.47959183673469385,0.9990909090909091,1.0,1.0,1.0
4,prio_1.2,sub2,1,0,1.0,-1.0,146,28,0,5738.0,0.0,84.0,0.0,5738.0,7.8,0.711340206185567,0.8666666666666667,0.8847100175746925,0.9166666666666666,1.0,1.0,1.0,1.0
3,prio_1.2,sub2,0,0,-1.0,1.0,191,0,24,0.0,2688.0,0.0,68.0,-2688.0,14.1,0.4773662551440329,0.5714285714285714,0.4679266895761741,0.45901639344262296,0.0,0.0,0.0,0.0
28,prio_0.4,sub2,1,0,1.0,-1.0,182,38,0,5291.0,0.0,106.0,0.0,5291.0,32.3,0.5651340996168582,0.44680851063829785,0.6322484100261878,0.5480769230769231,1.0,1.0,1.0,1.0
1,prio_1.2,sub2,0,0,-1.0,1.0,170,0,36,0.0,3535.0,0.0,84.0,-3535.0,20.8,0.296875,0.5625,0.36997635933806144,0.4393939393939394,0.0,0.0,0.0,0.0
2,prio_1.2,sub2,0,0,-1.0,1.0,144,0,31,0.0,3346.0,0.0,87.0,-3346.0,19.4,0.5481283422459893,0.5681818181818182,0.3600421718502899,0.2619047619047619,0.0,0.0,0.0,0.0
6,prio_1.2,sub2,0,0,-1.0,1.0,197,0,17,0.0,803.0,0.0,36.0,-803.0,7.1,0.4264705882352941,0.6666666666666666,0.4702702702702703,0.4117647058823529,0.0,0.0,0.0,0.0
7,prio_1.2,sub2,0,0,-1.0,1.0,173,0,28,0.0,2225.0,0.0,60.0,-2225.0,13.0,0.5167785234899329,0.6875,0.44535840188014103,0.39285714285714285,0.0,0.0,0.0,0.0
9,prio_1.2,sub2,1,0,1.0,-1.0,189,36,0,4490.0,0.0,68.0,0.0,4490.0,18.7,0.5436893203883495,0.75,0.7095505617977528,0.6065573770491803,1.0,1.0,1.0,1.0
10,prio_1.2,sub2,0,0,-1.0,1.0,147,0,28,0.0,2731.0,0.0,68.0,-2731.0,17.8,0.5217391304347826,0.5121951219512195,0.3446601941747573,0.27941176470588236,0.0,0.0,0.0,0.0
11,prio_1.2,sub2,0,0,-1.0,1.0,163,0,28,0.0,3419.0,0.0,68.0,-3419.0,10.6,0.5168539325842697,0.42857142857142855,0.30386740331491713,0.2,0.0,0.0,0.0,0.0
8,prio_1.2,sub2,0,0,-1.0,1.0,190,0,36,0.0,4360.0,0.0,100.0,-4360.0,27.0,0.38513513513513514,0.5384615384615384,0.4216358839050132,0.3020833333333333,0.0,0.0,0.0,0.0
12,prio_1.2,sub2,1,0,1.0,-1.0,192,24,0,4081.0,0.0,96.0,0.0,4081.0,16.4,0.5163043478260869,0.46875,0.5543568464730291,0.5729166666666666,1.0,1.0,1.0,1.0
14,prio_1.2,sub2,1,0,1.0,-1.0,205,24,0,5614.0,0.0,64.0,0.0,5614.0,13.8,0.46905537459283386,0.6190476190476191,0.5760932944606414,0.5625,0.9977802441731409,1.0,1.0,1.0
5,prio_1.2,sub2,1,0,1.0,-1.0,312,36,0,5345.0,0.0,84.0,0.0,5345.0,45.5,0.487012987012987,0.5,0.5517426273458444,0.5,0.6094464195022854,0.5119047619047619,1.0,1.0
16,prio_1.2,sub2,0,0,-1.0,1.0,85,0,25,0.0,1748.0,0.0,92.0,-1748.0,4.9,0.3404255319148936,0.2,0.0,0.0,0.0,0.0,0.0,0.0
17,prio_1.2,sub2,0,0,-1.0,1.0,124,0,25,0.0,1505.0,0.0,47.0,-1505.0,8.7,0.5207547169811321,0.47368421052631576,0.16777883698760723,0.15789473684210525,0.0,0.0,0.0,0.0
13,prio_1.2,sub2,0,0,-1.0,1.0,191,0,32,0.0,3038.0,0.0,76.0,-3038.0,29.1,0.5602094240837696,0.5526315789473685,0.5256898192197906,0.4444444444444444,0.0,0.0,0.0,0.0
18,prio_1.2,sub2,0,0,-1.0,1.0,158,0,31,0.0,3815.0,0.0,99.0,-3815.0,19.9,0.5188118811881188,0.5333333333333333,0.3978530694397853,0.4583333333333333,0.0,0.0,0.0,0.0
19,prio_1.2,sub2,0,0,-1.0,1.0,149,0,36,0.0,3917.0,0.0,88.0,-3917.0,18.0,0.6363636363636364,0.7222222222222222,0.33439201451905626,0.22093023255813954,0.0,0.0,0.0,0.0
21,prio_1.2,sub2,0,0,-1.0,1.0,137,0,24,0.0,2790.0,0.0,80.0,-2790.0,12.3,0.5410122164048866,0.45652173913043476,0.33532695374800636,0.2625,0.0,0.0,0.0,0.0
20,prio_1.2,sub2,0,0,-1.0,1.0,146,0,28,0.0,4344.0,0.0,100.0,-4344.0,19.0,0.526,0.5833333333333334,0.3444700460829493,0.41,0.0,0.0,0.0,0.0
15,prio_1.2,sub2,1,0,1.0,-1.0,282,35,0,4824.0,0.0,79.0,0.0,4824.0,43.4,0.5401459854014599,0.625,0.49859681945743684,0.4423076923076923,0.5734919286321155,0.5882352941176471,1.0,1.0
22,prio_1.2,sub2,0,0,-1.0,1.0,230,0,20,0.0,2953.0,0.0,64.0,-2953.0,17.3,0.5,0.5,0.4918149466192171,0.39655172413793105,0.12947658402203857,0.15625,0.0,0.0
24,prio_1.2,sub2,0,0,-1.0,1.0,171,0,32,0.0,3883.0,0.0,84.0,-3883.0,16.5,0.5508982035928144,0.5217391304347826,0.36596055514974435,0.375,0.0,0.0,0.0,0.0
25,prio_1.2,sub2,1,0,1.0,-1.0,337,20,0,4007.0,0.0,52.0,0.0,4007.0,25.2,0.5,0.5,0.5927643784786641,0.4883720930232558,0.5769462884731442,0.5769230769230769,1.0,1.0
27,prio_1.2,sub2,1,0,1.0,-1.0,164,29,0,5147.0,0.0,85.0,0.0,5147.0,15.6,0.5179282868525896,0.5,0.6162013370035391,0.7261904761904762,1.0,1.0,1.0,1.0
28,prio_1.2,sub2,0,0,-1.0,1.0,154,0,25,0.0,2893.0,0.0,81.0,-2893.0,16.6,0.4306049822064057,0.5161290322580645,0.3544480670703307,0.358974358974359,0.0,0.0,0.0,0.0
26,prio_1.2,sub2,0,0,-1.0,1.0,235,0,28,0.0,4238.0,0.0,80.0,-4238.0,26.2,0.5069444444444444,0.5789473684210527,0.5541508638853772,0.5256410256410257,0.16875,0.1,0.0,0.0
23,prio_1.2,sub2,0,0,-1.0,1.0,303,0,28,0.0,4122.0,0.0,92.0,-4122.0,39.3,0.5792349726775956,0.5714285714285714,0.5636998254799301,0.5641025641025641,0.5282012195121951,0.43023255813953487,0.0,0.0
0,prio_1.8,sub2,0,0,-1.0,1.0,194,0,24,0.0,2539.0,0.0,64.0,-2539.0,10.5,0.24528301886792453,0.7142857142857143,0.529839883551674,0.34375,0.0,0.0,0.0,0.0
29,prio_1.2,sub2,0,0,-1.0,1.0,154,0,28,0.0,3545.0,0.0,76.0,-3545.0,17.1,0.527972027972028,0.39285714285714285,0.3397727272727273,0.2894736842105263,0.0,0.0,0.0,0.0
4,prio_1.8,sub2,0,0,-1.0,1.0,215,0,20,0.0,1687.0,0.0,44.0,-1687.0,12.9,0.46946564885496184,0.5454545454545454,0.5308953341740227,0.4,0.005409582689335394,0.0,0.0,0.0
3,prio_1.8,sub2,0,0,-1.0,1.0,131,0,38,0.0,3181.0,0.0,82.0,-3181.0,20.5,0.5828571428571429,0.39473684210526316,0.17636022514071295,0.18421052631578946,0.0,0.0,0.0,0.0
1,prio_1.8,sub2,1,0,1.0,-1.0,215,28,0,5787.0,0.0,88.0,0.0,5787.0,23.7,0.6288951841359773,0.5,0.6365740740740741,0.6515151515151515,0.9931374651511902,1.0,1.0,1.0
5,prio_1.8,sub2,0,0,-1.0,1.0,132,0,32,0.0,5232.0,0.0,120.0,-5232.0,16.2,0.4770408163265306,0.44680851063829785,0.2196053469127944,0.10833333333333334,0.0,0.0,0.0,0.0
2,prio_1.8,sub2,1,0,1.0,-1.0,194,40,0,5654.0,0.0,76.0,0.0,5654.0,30.2,0.4786516853932584,0.59375,0.6160655737704918,0.6351351351351351,1.0,1.0,1.0,1.0
7,prio_1.8,sub2,0,0,-1.0,1.0,155,0,24,0.0,2365.0,0.0,64.0,-2365.0,14.8,0.550351288056206,0.5151515151515151,0.43378773125608566,0.515625,0.0,0.0,0.0,0.0
6,prio_1.8,sub2,0,0,-1.0,1.0,177,0,32,0.0,2961.0,0.0,76.0,-2961.0,22.6,0.4406779661016949,0.5333333333333333,0.4201909959072306,0.38095238095238093,0.0,0.0,0.0,0.0
11,prio_1.8,sub2,0,0,-1.0,1.0,144,0,24,0.0,3582.0,0.0,84.0,-3582.0,11.6,0.4376321353065539,0.59375,0.34678111587982835,0.34523809523809523,0.0,0.0,0.0,0.0
8,prio_1.8,sub2,0,0,-1.0,1.0,291,0,24,0.0,3654.0,0.0,80.0,-3654.0,26.6,0.572992700729927,0.5,0.5151515151515151,0.46153846153846156,0.4806528516412984,0.4625,0.0,0.0
10,prio_1.8,sub2,1,0,1.0,-1.0,181,30,0,6146.0,0.0,98.0,0.0,6146.0,19.0,0.5232974910394266,0.5833333333333334,0.5869140625,0.5802469135802469,1.0,1.0,1.0,1.0
9,prio_1.8,sub2,0,0,-1.0,1.0,174,0,36,0.0,3855.0,0.0,88.0,-3855.0,24.8,0.6506024096385542,0.6363636363636364,0.4324074074074074,0.3875,0.0,0.0,0.0,0.0
14,prio_1.8,sub2,1,0,1.0,-1.0,149,20,0,2134.0,0.0,52.0,0.0,2134.0,7.7,0.5903614457831325,0.8,0.6951612903225807,0.5098039215686274,1.0,1.0,1.0,1.0
12,prio_1.8,sub2,1,0,1.0,-1.0,164,36,0,4072.0,0.0,100.0,0.0,4072.0,21.9,0.571917808219178,0.5555555555555556,0.640506329113924,0.6136363636363636,1.0,1.0,1.0,1.0
13,prio_1.8,sub2,0,0,-1.0,1.0,206,0,24,0.0,3306.0,0.0,68.0,-3306.0,15.3,0.34146341463414637,0.7272727272727273,0.5080690038953812,0.5,0.007978723404255319,0.0,0.0,0.0
15,prio_1.8,sub2,1,0,1.0,-1.0,207,28,0,4360.0,0.0,68.0,0.0,4360.0,14.9,0.40336134453781514,0.7142857142857143,0.6098591549295774,0.603448275862069,0.9977329974811083,1.0,1.0,1.0
16,prio_1.8,sub2,1,0,1.0,-1.0,198,28,0,5102.0,0.0,60.0,0.0,5102.0,18.3,0.5518672199170125,0.6333333333333333,0.656289707750953,0.6333333333333333,1.0,1.0,1.0,1.0
19,prio_1.8,sub2,1,0,1.0,-1.0,229,24,0,5670.0,0.0,76.0,0.0,5670.0,18.3,0.4494949494949495,0.5,0.6006493506493507,0.5666666666666667,0.9289088332546056,0.9295774647887324,1.0,1.0
17,prio_1.8,sub2,1,0,1.0,-1.0,204,32,0,5200.0,0.0,84.0,0.0,5200.0,26.3,0.5077319587628866,0.5714285714285714,0.5378071833648393,0.5595238095238095,0.996814652598049,1.0,1.0,1.0
20,prio_1.8,sub2,0,0,-1.0,1.0,203,0,28,0.0,3233.0,0.0,72.0,-3233.0,18.9,0.5444444444444444,0.5,0.4720987654320988,0.5138888888888888,0.008590518612790327,0.0,0.0,0.0
23,prio_1.8,sub2,1,0,1.0,-1.0,149,20,0,2965.0,0.0,60.0,0.0,2965.0,6.5,0.5,0.5,0.7068062827225131,0.75,1.0,1.0,1.0,1.0
18,prio_1.8,sub2,1,0,1.0,-1.0,216,32,0,5751.0,0.0,88.0,0.0,5751.0,28.7,0.5437158469945356,0.5161290322580645,0.5581780538302278,0.48863636363636365,0.9878366637706343,1.0,1.0,1.0
25,prio_1.8,sub2,0,0,-1.0,1.0,131,0,28,0.0,2881.0,0.0,88.0,-2881.0,9.9,0.39166666666666666,0.30434782608695654,0.22773230621088109,0.24050632911392406,0.0,0.0,0.0,0.0
21,prio_1.8,sub2,1,0,1.0,-1.0,243,32,0,3923.0,0.0,76.0,0.0,3923.0,32.5,0.5811965811965812,0.3333333333333333,0.5217842323651453,0.5185185185185185,0.7368976433345058,0.6578947368421053,1.0,1.0
22,prio_1.8,sub2,1,0,1.0,-1.0,211,24,0,3903.0,0.0,72.0,0.0,3903.0,26.4,0.4400630914826498,0.5238095238095238,0.5067160722556739,0.5694444444444444,0.9627059843885516,1.0,1.0,1.0
24,prio_1.8,sub2,1,0,1.0,-1.0,177,34,0,3825.0,0.0,74.0,0.0,3825.0,26.6,0.5825242718446602,0.5,0.6060797973400887,0.6470588235294118,1.0,1.0,1.0,1.0
26,prio_1.8,sub2,1,0,1.0,-1.0,247,32,0,6535.0,0.0,88.0,0.0,6535.0,29.2,0.5,0.5,0.5215285252960172,0.4805194805194805,0.8495109104589917,0.9090909090909091,1.0,1.0
28,prio_1.8,sub2,1,0,1.0,-1.0,183,24,0,3280.0,0.0,72.0,0.0,3280.0,18.6,0.48257372654155495,0.5185185185185185,0.6138509968520461,0.5416666666666666,1.0,1.0,1.0,1.0
0,prio_off,sub2,1,0,1.0,-1.0,188,36,0,2840.0,0.0,52.0,0.0,2840.0,20.3,0.5333333333333333,0.625,0.7128851540616247,0.7878787878787878,1.0,1.0,1.0,1.0
27,prio_1.8,sub2,1,0,1.0,-1.0,256,37,0,6047.0,0.0,77.0,0.0,6047.0,32.7,0.646551724137931,0.5806451612903226,0.5393844548774126,0.5263157894736842,0.7428914697637164,0.8157894736842105,1.0,1.0
2,prio_off,sub2,0,0,-1.0,1.0,173,0,28,0.0,4108.0,0.0,88.0,-4108.0,16.8,0.4979757085020243,0.46153846153846156,0.4127411395244504,0.38095238095238093,0.0,0.0,0.0,0.0
29,prio_1.8,sub2,1,0,1.0,-1.0,291,32,0,5701.0,0.0,68.0,0.0,5701.0,31.5,0.34782608695652173,0.6,0.5018587360594795,0.5238095238095238,0.7098935750886874,0.6911764705882353,1.0,1.0
4,prio_off,sub2,0,0,-1.0,1.0,131,0,24,0.0,1137.0,0.0,48.0,-1137.0,8.2,0.4431818181818182,0.3333333333333333,0.3050847457627119,0.15625,0.0,0.0,0.0,0.0
1,prio_off,sub2,1,0,1.0,-1.0,280,35,0,6107.0,0.0,79.0,0.0,6107.0,27.7,0.45348837209302323,0.3333333333333333,0.46078431372549017,0.6,0.6663035584604212,0.7368421052631579,1.0,1.0
7,prio_off,sub2,0,0,-1.0,1.0,166,0,20,0.0,761.0,0.0,31.0,-761.0,8.3,0.43478260869565216,0.6666666666666666,0.3861788617886179,0.2727272727272727,0.0,0.0,0.0,0.0
3,prio_off,sub2,1,0,1.0,-1.0,197,28,0,4201.0,0.0,76.0,0.0,4201.0,20.9,0.46153846153846156,0.6153846153846154,0.5750279955207167,0.5294117647058824,1.0,1.0,1.0,1.0
6,prio_off,sub2,0,0,-1.0,1.0,135,0,36,0.0,2297.0,0.0,64.0,-2297.0,18.0,0.5340599455040872,0.5238095238095238,0.2522903453136011,0.19672131147540983,0.0,0.0,0.0,0.0
5,prio_off,sub2,0,0,-1.0,1.0,158,0,40,0.0,3815.0,0.0,84.0,-3815.0,19.8,0.624031007751938,0.47058823529411764,0.25158831003811943,0.20967741935483872,0.0,0.0,0.0,0.0
8,prio_off,sub2,0,0,-1.0,1.0,157,0,31,0.0,3076.0,0.0,95.0,-3076.0,20.8,0.5693430656934306,0.4782608695652174,0.4666666666666667,0.3595505617977528,0.0,0.0,0.0,0.0
11,prio_off,sub2,0,0,-1.0,1.0,176,0,31,0.0,2922.0,0.0,66.0,-2922.0,17.2,0.4633333333333333,0.5769230769230769,0.3499713138267355,0.3448275862068966,0.0,0.0,0.0,0.0
10,prio_off,sub2,0,0,-1.0,1.0,172,0,40,0.0,4489.0,0.0,112.0,-4489.0,26.8,0.5508021390374331,0.5862068965517241,0.43261316872427985,0.3780487804878049,0.0,0.0,0.0,0.0
9,prio_off,sub2,0,0,-1.0,1.0,241,0,36,0.0,3565.0,0.0,84.0,-3565.0,33.1,0.6063829787234043,0.5,0.5230078563411896,0.5217391304347826,0.30123641813413266,0.2619047619047619,0.0,0.0
12,prio_off,sub2,0,0,-1.0,1.0,201,0,32,0.0,4524.0,0.0,92.0,-4524.0,30.0,0.5585774058577406,0.5833333333333334,0.48146802325581395,0.4782608695652174,0.0,0.0,0.0,0.0
16,prio_off,sub2,0,0,-1.0,1.0,127,0,24,0.0,2887.0,0.0,76.0,-2887.0,7.4,0.3028169014084507,0.625,0.2302192564346997,0.17105263157894737,0.0,0.0,0.0,0.0
13,prio_off,sub2,1,0,1.0,-1.0,197,32,0,4305.0,0.0,56.0,0.0,4305.0,21.3,0.6666666666666666,0.46153846153846156,0.6596906278434941,0.7674418604651163,1.0,1.0,1.0,1.0
14,prio_off,sub2,1,0,1.0,-1.0,184,32,0,5972.0,0.0,92.0,0.0,5972.0,22.7,0.3424657534246575,0.3,0.5968904057641259,0.735632183908046,1.0,1.0,1.0,1.0
18,prio_off,sub2,0,0,-1.0,1.0,166,0,26,0.0,1679.0,0.0,42.0,-1679.0,10.4,0.4537037037037037,0.3333333333333333,0.42656112576956906,0.40540540540540543,0.0,0.0,0.0,0.0
