candidate_a_idx,candidate_a_name,candidate_b_idx,candidate_b_name,match_id,seed,points_a,points_b,win_a,draw,win_b,reward_our,reward_sub,ships_our_final,ships_sub_final,ships_diff,steps,match_time_sec
2,winner_seed11,5,winner_seed22,3,3503,1.0,0.0,1,0,0,1,-1,1389,0,1389,145,3.9
2,winner_seed11,4,winner_seed20,18,3418,0.0,1.0,0,0,1,-1,1,0,5057,-5057,252,19.5
2,winner_seed11,5,winner_seed22,2,3502,1.0,0.0,1,0,0,1,-1,3030,0,3030,234,11.3
2,winner_seed11,4,winner_seed20,19,3419,0.0,1.0,0,0,1,-1,1,0,4589,-4589,263,24.3
2,winner_seed11,5,winner_seed22,4,3504,1.0,0.0,1,0,0,1,-1,3069,0,3069,224,10.2
2,winner_seed11,5,winner_seed22,7,3507,1.0,0.0,1,0,0,1,-1,2602,0,2602,187,6.1
2,winner_seed11,5,winner_seed22,6,3506,0.0,1.0,0,0,1,-1,1,0,3034,-3034,195,10.5
2,winner_seed11,5,winner_seed22,5,3505,1.0,0.0,1,0,0,1,-1,2737,0,2737,310,15.7
2,winner_seed11,5,winner_seed22,10,3510,0.0,1.0,0,0,1,-1,1,0,2132,-2132,198,5.8
2,winner_seed11,5,winner_seed22,8,3508,0.0,1.0,0,0,1,-1,1,0,3730,-3730,248,8.7
2,winner_seed11,5,winner_seed22,9,3509,0.0,1.0,0,0,1,-1,1,0,1126,-1126,204,6.8
2,winner_seed11,5,winner_seed22,14,3514,1.0,0.0,1,0,0,1,-1,1728,0,1728,134,2.5
2,winner_seed11,5,winner_seed22,11,3511,1.0,0.0,1,0,0,1,-1,2315,0,2315,181,8.6
2,winner_seed11,5,winner_seed22,12,3512,0.0,1.0,0,0,1,-1,1,0,2790,-2790,274,8.5
2,winner_seed11,5,winner_seed22,15,3515,1.0,0.0,1,0,0,1,-1,3568,0,3568,223,8.9
2,winner_seed11,5,winner_seed22,13,3513,0.0,1.0,0,0,1,-1,1,0,4192,-4192,262,12.7
2,winner_seed11,5,winner_seed22,17,3517,0.0,1.0,0,0,1,-1,1,0,3128,-3128,210,7.2
2,winner_seed11,5,winner_seed22,16,3516,0.0,1.0,0,0,1,-1,1,0,1872,-1872,182,11.4
2,winner_seed11,5,winner_seed22,19,3519,1.0,0.0,1,0,0,1,-1,2116,0,2116,182,6.6
2,winner_seed11,6,winner_seed36,1,3601,0.0,1.0,0,0,1,-1,1,0,2681,-2681,183,5.2
2,winner_seed11,5,winner_seed22,18,3518,1.0,0.0,1,0,0,1,-1,2606,0,2606,253,15.1
2,winner_seed11,6,winner_seed36,4,3604,0.0,1.0,0,0,1,-1,1,0,1773,-1773,186,5.6
2,winner_seed11,6,winner_seed36,0,3600,0.0,1.0,0,0,1,-1,1,0,3976,-3976,249,11.5
2,winner_seed11,6,winner_seed36,2,3602,1.0,0.0,1,0,0,1,-1,1305,0,1305,260,11.2
2,winner_seed11,6,winner_seed36,5,3605,1.0,0.0,1,0,0,1,-1,2387,0,2387,144,6.2
2,winner_seed11,6,winner_seed36,7,3607,0.0,1.0,0,0,1,-1,1,0,1599,-1599,191,5.4
2,winner_seed11,6,winner_seed36,6,3606,1.0,0.0,1,0,0,1,-1,2374,0,2374,184,9.8
2,winner_seed11,6,winner_seed36,8,3608,0.0,1.0,0,0,1,-1,1,0,1933,-1933,305,10.1
2,winner_seed11,6,winner_seed36,3,3603,1.0,0.0,1,0,0,1,-1,1841,0,1841,267,21.6
2,winner_seed11,6,winner_seed36,10,3610,0.0,1.0,0,0,1,-1,1,0,2667,-2667,224,10.7
2,winner_seed11,6,winner_seed36,9,3609,0.0,1.0,0,0,1,-1,1,0,2414,-2414,247,12.7
2,winner_seed11,6,winner_seed36,13,3613,0.0,1.0,0,0,1,-1,1,0,2585,-2585,195,7.0
2,winner_seed11,6,winner_seed36,14,3614,0.0,1.0,0,0,1,-1,1,0,2322,-2322,247,5.0
2,winner_seed11,6,winner_seed36,12,3612,1.0,0.0,1,0,0,1,-1,2932,0,2932,256,16.0
2,winner_seed11,6,winner_seed36,17,3617,1.0,0.0,1,0,0,1,-1,2155,0,2155,163,6.5
2,winner_seed11,6,winner_seed36,11,3611,0.0,1.0,0,0,1,-1,1,0,2767,-2767,333,19.1
2,winner_seed11,6,winner_seed36,15,3615,1.0,0.0,1,0,0,1,-1,3489,0,3489,218,14.9
2,winner_seed11,6,winner_seed36,18,3618,1.0,0.0,1,0,0,1,-1,3577,0,3577,220,9.9
2,winner_seed11,7,winner_seed39,0,3700,1.0,0.0,1,0,0,1,-1,4796,0,4796,243,9.1
2,winner_seed11,7,winner_seed39,3,3703,0.0,1.0,0,0,1,-1,1,0,1210,-1210,180,5.0
2,winner_seed11,6,winner_seed36,19,3619,0.0,1.0,0,0,1,-1,1,0,3534,-3534,250,16.7
2,winner_seed11,7,winner_seed39,1,3701,0.0,1.0,0,0,1,-1,1,0,6395,-6395,258,12.8
2,winner_seed11,6,winner_seed36,16,3616,0.0,1.0,0,0,1,-1,1,0,3251,-3251,312,26.0
2,winner_seed11,7,winner_seed39,2,3702,0.0,1.0,0,0,1,-1,1,0,4561,-4561,216,10.4
2,winner_seed11,7,winner_seed39,5,3705,1.0,0.0,1,0,0,1,-1,3074,0,3074,183,7.5
2,winner_seed11,7,winner_seed39,4,3704,0.0,1.0,0,0,1,-1,1,0,3346,-3346,201,10.2
2,winner_seed11,7,winner_seed39,7,3707,0.0,1.0,0,0,1,-1,1,0,3892,-3892,245,10.9
2,winner_seed11,7,winner_seed39,9,3709,0.0,1.0,0,0,1,-1,1,0,2533,-2533,178,5.8
2,winner_seed11,7,winner_seed39,6,3706,1.0,0.0,1,0,0,1,-1,2591,0,2591,210,13.1
2,winner_seed11,7,winner_seed39,8,3708,1.0,0.0,1,0,0,1,-1,3137,0,3137,237,13.5
2,winner_seed11,7,winner_seed39,11,3711,1.0,0.0,1,0,0,1,-1,790,0,790,180,6.4
2,winner_seed11,7,winner_seed39,12,3712,0.0,1.0,0,0,1,-1,1,0,3276,-3276,198,7.6
2,winner_seed11,7,winner_seed39,10,3710,1.0,0.0,1,0,0,1,-1,2092,0,2092,287,14.1
2,winner_seed11,7,winner_seed39,14,3714,1.0,0.0,1,0,0,1,-1,3994,0,3994,248,8.7
2,winner_seed11,7,winner_seed39,13,3713,1.0,0.0,1,0,0,1,-1,2211,0,2211,189,12.7
2,winner_seed11,7,winner_seed39,17,3717,1.0,0.0,1,0,0,1,-1,2150,0,2150,176,5.2
2,winner_seed11,7,winner_seed39,15,3715,1.0,0.0,1,0,0,1,-1,3153,0,3153,212,9.6
2,winner_seed11,7,winner_seed39,18,3718,0.0,1.0,0,0,1,-1,1,0,2484,-2484,194,6.7
2,winner_seed11,8,winner_seed47,1,3801,0.0,1.0,0,0,1,-1,1,0,1933,-1933,149,3.8
2,winner_seed11,8,winner_seed47,0,3800,0.0,1.0,0,0,1,-1,1,0,1657,-1657,185,9.2
2,winner_seed11,8,winner_seed47,3,3803,0.0,1.0,0,0,1,-1,1,0,1856,-1856,178,5.3
2,winner_seed11,7,winner_seed39,19,3719,1.0,0.0,1,0,0,1,-1,3197,0,3197,243,12.9
2,winner_seed11,8,winner_seed47,2,3802,0.0,1.0,0,0,1,-1,1,0,2805,-2805,205,9.0
2,winner_seed11,7,winner_seed39,16,3716,1.0,0.0,1,0,0,1,-1,3207,0,3207,354,27.8
2,winner_seed11,8,winner_seed47,6,3806,0.0,1.0,0,0,1,-1,1,0,3467,-3467,192,10.0
2,winner_seed11,8,winner_seed47,5,3805,1.0,0.0,1,0,0,1,-1,2646,0,2646,290,12.0
2,winner_seed11,8,winner_seed47,4,3804,0.0,1.0,0,0,1,-1,1,0,2133,-2133,250,20.9
2,winner_seed11,8,winner_seed47,7,3807,0.0,1.0,0,0,1,-1,1,0,3605,-3605,265,16.9
2,winner_seed11,8,winner_seed47,10,3810,0.0,1.0,0,0,1,-1,1,0,4459,-4459,235,7.6
2,winner_seed11,8,winner_seed47,8,3808,1.0,0.0,1,0,0,1,-1,3130,0,3130,240,10.7
2,winner_seed11,8,winner_seed47,9,3809,0.0,1.0,0,0,1,-1,1,0,2177,-2177,280,12.7
2,winner_seed11,8,winner_seed47,11,3811,1.0,0.0,1,0,0,1,-1,3207,0,3207,254,9.8
2,winner_seed11,8,winner_seed47,14,3814,1.0,0.0,1,0,0,1,-1,5013,0,5013,206,11.3
2,winner_seed11,8,winner_seed47,16,3816,0.0,1.0,0,0,1,-1,1,0,2867,-2867,169,8.7
2,winner_seed11,8,winner_seed47,15,3815,1.0,0.0,1,0,0,1,-1,1963,0,1963,259,18.0
2,winner_seed11,8,winner_seed47,17,3817,0.0,1.0,0,0,1,-1,1,0,3256,-3256,213,10.0
2,winner_seed11,8,winner_seed47,12,3812,0.0,1.0,0,0,1,-1,1,0,2427,-2427,362,25.1
2,winner_seed11,8,winner_seed47,13,3813,0.0,1.0,0,0,1,-1,1,0,2802,-2802,481,30.0
2,winner_seed11,8,winner_seed47,18,3818,1.0,0.0,1,0,0,1,-1,3636,0,3636,212,14.4
3,winner_seed19,4,winner_seed20,0,4400,1.0,0.0,1,0,0,1,-1,3934,0,3934,198,11.3
3,winner_seed19,4,winner_seed20,1,4401,1.0,0.0,1,0,0,1,-1,2800,0,2800,219,10.7
3,winner_seed19,4,winner_seed20,2,4402,1.0,0.0,1,0,0,1,-1,1101,0,1101,197,6.0
2,winner_seed11,8,winner_seed47,19,3819,1.0,0.0,1,0,0,1,-1,2317,0,2317,304,14.5
3,winner_seed19,4,winner_seed20,4,4404,0.0,1.0,0,0,1,-1,1,0,3211,-3211,256,8.9
3,winner_seed19,4,winner_seed20,5,4405,1.0,0.0,1,0,0,1,-1,2106,0,2106,245,8.4
3,winner_seed19,4,winner_seed20,3,4403,1.0,0.0,1,0,0,1,-1,4091,0,4091,255,12.2
3,winner_seed19,4,winner_seed20,7,4407,0.0,1.0,0,0,1,-1,1,0,1940,-1940,232,8.1
3,winner_seed19,4,winner_seed20,6,4406,0.0,1.0,0,0,1,-1,1,0,2433,-2433,203,10.5
3,winner_seed19,4,winner_seed20,8,4408,0.0,1.0,0,0,1,-1,1,0,1220,-1220,186,7.4
3,winner_seed19,4,winner_seed20,12,4412,1.0,0.0,1,0,0,1,-1,3832,0,3832,190,6.1
3,winner_seed19,4,winner_seed20,11,4411,1.0,0.0,1,0,0,1,-1,3246,0,3246,186,8.5
3,winner_seed19,4,winner_seed20,10,4410,1.0,0.0,1,0,0,1,-1,3771,0,3771,293,9.5
3,winner_seed19,4,winner_seed20,9,4409,0.0,1.0,0,0,1,-1,1,0,2816,-2816,262,10.7
3,winner_seed19,4,winner_seed20,14,4414,1.0,0.0,1,0,0,1,-1,2781,0,2781,190,10.3
3,winner_seed19,4,winner_seed20,13,4413,1.0,0.0,1,0,0,1,-1,1301,0,1301,269,13.1
3,winner_seed19,4,winner_seed20,17,4417,1.0,0.0,1,0,0,1,-1,4205,0,4205,167,8.6
3,winner_seed19,4,winner_seed20,15,4415,0.0,1.0,0,0,1,-1,1,0,2526,-2526,336,10.2
3,winner_seed19,4,winner_seed20,19,4419,0.0,1.0,0,0,1,-1,1,0,2616,-2616,144,4.1
3,winner_seed19,4,winner_seed20,16,4416,0.0,1.0,0,0,1,-1,1,0,1219,-1219,278,15.1
3,winner_seed19,4,winner_seed20,18,4418,0.0,1.0,0,0,1,-1,1,0,1080,-1080,179,6.3
3,winner_seed19,5,winner_seed22,1,4501,0.0,1.0,0,0,1,-1,1,0,4369,-4369,249,10.0
3,winner_seed19,5,winner_seed22,4,4504,1.0,0.0,1,0,0,1,-1,2162,0,2162,318,10.2
3,winner_seed19,5,winner_seed22,2,4502,0.0,1.0,0,0,1,-1,1,0,2694,-2694,339,16.1
3,winner_seed19,5,winner_seed22,6,4506,0.0,1.0,0,0,1,-1,1,0,2108,-2108,196,8.1
3,winner_seed19,5,winner_seed22,5,4505,1.0,0.0,1,0,0,1,-1,1596,0,1596,249,15.4
3,winner_seed19,5,winner_seed22,8,4508,1.0,0.0,1,0,0,1,-1,4698,0,4698,126,4.7
3,winner_seed19,5,winner_seed22,0,4500,1.0,0.0,1,0,0,1,-1,2687,0,2687,420,29.5
3,winner_seed19,5,winner_seed22,7,4507,1.0,0.0,1,0,0,1,-1,3456,0,3456,253,10.6
3,winner_seed19,5,winner_seed22,9,4509,0.0,1.0,0,0,1,-1,1,0,2061,-2061,165,8.4
3,winner_seed19,5,winner_seed22,10,4510,1.0,0.0,1,0,0,1,-1,1777,0,1777,228,7.4
3,winner_seed19,5,winner_seed22,12,4512,0.0,1.0,0,0,1,-1,1,0,2758,-2758,238,7.5
3,winner_seed19,5,winner_seed22,13,4513,0.0,1.0,0,0,1,-1,1,0,1960,-1960,207,6.9
3,winner_seed19,5,winner_seed22,11,4511,1.0,0.0,1,0,0,1,-1,3738,0,3738,199,13.4
3,winner_seed19,5,winner_seed22,15,4515,0.0,1.0,0,0,1,-1,1,0,2481,-2481,208,6.8
3,winner_seed19,5,winner_seed22,3,4503,0.0,1.0,0,0,1,-1,1,0,3438,-3438,483,42.5
3,winner_seed19,5,winner_seed22,17,4517,1.0,0.0,1,0,0,1,-1,2680,0,2680,219,7.7
3,winner_seed19,5,winner_seed22,14,4514,1.0,0.0,1,0,0,1,-1,596,0,596,278,15.8
3,winner_seed19,5,winner_seed22,18,4518,0.0,1.0,0,0,1,-1,1,0,2364,-2364,209,12.6
3,winner_seed19,6,winner_seed36,0,4600,1.0,0.0,1,0,0,1,-1,406,0,406,265,8.6
3,winner_seed19,5,winner_seed22,16,4516,0.0,1.0,0,0,1,-1,1,0,3969,-3969,325,20.6
3,winner_seed19,6,winner_seed36,1,4601,1.0,0.0,1,0,0,1,-1,2006,0,2006,285,13.1
3,winner_seed19,6,winner_seed36,3,4603,0.0,1.0,0,0,1,-1,1,0,3033,-3033,215,13.0
3,winner_seed19,6,winner_seed36,5,4605,0.0,1.0,0,0,1,-1,1,0,2156,-2156,247,9.5
3,winner_seed19,6,winner_seed36,4,4604,1.0,0.0,1,0,0,1,-1,4695,0,4695,221,13.1
3,winner_seed19,5,winner_seed22,19,4519,1.0,0.0,1,0,0,1,-1,3117,0,3117,403,28.6
3,winner_seed19,6,winner_seed36,2,4602,1.0,0.0,1,0,0,1,-1,4762,0,4762,287,20.7
3,winner_seed19,6,winner_seed36,6,4606,1.0,0.0,1,0,0,1,-1,2811,0,2811,229,9.6
3,winner_seed19,6,winner_seed36,7,4607,1.0,0.0,1,0,0,1,-1,1102,0,1102,176,7.8
3,winner_seed19,6,winner_seed36,9,4609,0.0,1.0,0,0,1,-1,1,0,3028,-3028,208,8.3
3,winner_seed19,6,winner_seed36,8,4608,0.0,1.0,0,0,1,-1,1,0,3938,-3938,183,13.2
3,winner_seed19,6,winner_seed36,12,4612,0.0,1.0,0,0,1,-1,1,0,3563,-3563,121,6.9
3,winner_seed19,6,winner_seed36,10,4610,1.0,0.0,1,0,0,1,-1,2544,0,2544,217,14.3
3,winner_seed19,6,winner_seed36,14,4614,1.0,0.0,1,0,0,1,-1,2735,0,2735,143,7.6
3,winner_seed19,6,winner_seed36,13,4613,1.0,0.0,1,0,0,1,-1,3090,0,3090,189,13.6
3,winner_seed19,6,winner_seed36,16,4616,1.0,0.0,1,0,0,1,-1,3139,0,3139,196,7.2
3,winner_seed19,6,winner_seed36,11,4611,0.0,1.0,0,0,1,-1,1,0,5208,-5208,245,18.7
3,winner_seed19,6,winner_seed36,15,4615,0.0,1.0,0,0,1,-1,1,0,3171,-3171,214,16.0
3,winner_seed19,6,winner_seed36,17,4617,1.0,0.0,1,0,0,1,-1,2200,0,2200,288,13.6
3,winner_seed19,6,winner_seed36,19,4619,0.0,1.0,0,0,1,-1,1,0,1522,-1522,356,11.2
3,winner_seed19,7,winner_seed39,1,4701,1.0,0.0,1,0,0,1,-1,1470,0,1470,190,7.3
3,winner_seed19,7,winner_seed39,0,4700,1.0,0.0,1,0,0,1,-1,2539,0,2539,304,12.4
3,winner_seed19,7,winner_seed39,2,4702,1.0,0.0,1,0,0,1,-1,1985,0,1985,138,5.0
3,winner_seed19,6,winner_seed36,18,4618,1.0,0.0,1,0,0,1,-1,3716,0,3716,286,17.6
3,winner_seed19,7,winner_seed39,5,4705,0.0,1.0,0,0,1,-1,1,0,3288,-3288,184,6.1
3,winner_seed19,7,winner_seed39,3,4703,0.0,1.0,0,0,1,-1,1,0,3745,-3745,228,11.8
3,winner_seed19,7,winner_seed39,7,4707,1.0,0.0,1,0,0,1,-1,1946,0,1946,172,7.1
3,winner_seed19,7,winner_seed39,4,4704,1.0,0.0,1,0,0,1,-1,4885,0,4885,255,14.7
3,winner_seed19,7,winner_seed39,8,4708,0.0,1.0,0,0,1,-1,1,0,2789,-2789,306,9.7
3,winner_seed19,7,winner_seed39,6,4706,0.0,1.0,0,0,1,-1,1,0,1816,-1816,269,16.5
3,winner_seed19,7,winner_seed39,10,4710,1.0,0.0,1,0,0,1,-1,1232,0,1232,266,10.6
3,winner_seed19,7,winner_seed39,11,4711,1.0,0.0,1,0,0,1,-1,2556,0,2556,248,8.7
3,winner_seed19,7,winner_seed39,12,4712,1.0,0.0,1,0,0,1,-1,5967,0,5967,221,12.1
3,winner_seed19,7,winner_seed39,9,4709,1.0,0.0,1,0,0,1,-1,3160,0,3160,257,19.9
3,winner_seed19,7,winner_seed39,15,4715,1.0,0.0,1,0,0,1,-1,1991,0,1991,266,9.2
3,winner_seed19,7,winner_seed39,13,4713,0.0,1.0,0,0,1,-1,1,0,3426,-3426,225,18.0
3,winner_seed19,7,winner_seed39,16,4716,1.0,0.0,1,0,0,1,-1,2390,0,2390,182,8.1
3,winner_seed19,7,winner_seed39,14,4714,0.0,1.0,0,0,1,-1,1,0,3320,-3320,390,21.7
3,winner_seed19,7,winner_seed39,17,4717,0.0,1.0,0,0,1,-1,1,0,3100,-3100,291,14.5
3,winner_seed19,8,winner_seed47,0,4800,1.0,0.0,1,0,0,1,-1,1734,0,1734,185,8.6
3,winner_seed19,7,winner_seed39,18,4718,0.0,1.0,0,0,1,-1,1,0,2813,-2813,326,12.6
3,winner_seed19,7,winner_seed39,19,4719,1.0,0.0,1,0,0,1,-1,4075,0,4075,213,11.8
3,winner_seed19,8,winner_seed47,5,4805,1.0,0.0,1,0,0,1,-1,1222,0,1222,139,2.7
3,winner_seed19,8,winner_seed47,2,4802,1.0,0.0,1,0,0,1,-1,3727,0,3727,129,6.9
3,winner_seed19,8,winner_seed47,3,4803,1.0,0.0,1,0,0,1,-1,4325,0,4325,219,9.2
3,winner_seed19,8,winner_seed47,1,4801,1.0,0.0,1,0,0,1,-1,2750,0,2750,204,13.5
3,winner_seed19,8,winner_seed47,7,4807,1.0,0.0,1,0,0,1,-1,3520,0,3520,167,6.4
3,winner_seed19,8,winner_seed47,8,4808,1.0,0.0,1,0,0,1,-1,2018,0,2018,194,5.8
3,winner_seed19,8,winner_seed47,6,4806,0.0,1.0,0,0,1,-1,1,0,3259,-3259,225,12.6
3,winner_seed19,8,winner_seed47,4,4804,1.0,0.0,1,0,0,1,-1,2758,0,2758,265,18.4
3,winner_seed19,8,winner_seed47,9,4809,1.0,0.0,1,0,0,1,-1,1822,0,1822,181,7.8
3,winner_seed19,8,winner_seed47,10,4810,0.0,1.0,0,0,1,-1,1,0,2875,-2875,252,8.5
3,winner_seed19,8,winner_seed47,11,4811,0.0,1.0,0,0,1,-1,1,0,2081,-2081,251,6.7
3,winner_seed19,8,winner_seed47,14,4814,0.0,1.0,0,0,1,-1,1,0,7189,-7189,206,7.9
3,winner_seed19,8,winner_seed47,12,4812,1.0,0.0,1,0,0,1,-1,2728,0,2728,165,9.5
3,winner_seed19,8,winner_seed47,16,4816,1.0,0.0,1,0,0,1,-1,2820,0,2820,239,10.7
3,winner_seed19,8,winner_seed47,13,4813,1.0,0.0,1,0,0,1,-1,3276,0,3276,281,17.6
3,winner_seed19,8,winner_seed47,15,4815,0.0,1.0,0,0,1,-1,1,0,1803,-1803,258,15.6
3,winner_seed19,8,winner_seed47,17,4817,0.0,1.0,0,0,1,-1,1,0,3878,-3878,212,11.9
4,winner_seed20,5,winner_seed22,2,5502,1.0,0.0,1,0,0,1,-1,572,0,572,152,2.7
3,winner_seed19,8,winner_seed47,19,4819,1.0,0.0,1,0,0,1,-1,3188,0,3188,226,11.5
3,winner_seed19,8,winner_seed47,18,4818,1.0,0.0,1,0,0,1,-1,6079,0,6079,270,18.9
4,winner_seed20,5,winner_seed22,1,5501,1.0,0.0,1,0,0,1,-1,4770,0,4770,228,10.6
4,winner_seed20,5,winner_seed22,0,5500,0.0,1.0,0,0,1,-1,1,0,6715,-6715,241,12.9
4,winner_seed20,5,winner_seed22,4,5504,0.0,1.0,0,0,1,-1,1,0,2394,-2394,154,6.5
4,winner_seed20,5,winner_seed22,8,5508,0.0,1.0,0,0,1,-1,1,0,1374,-1374,142,3.1
4,winner_seed20,5,winner_seed22,3,5503,1.0,0.0,1,0,0,1,-1,1376,0,1376,314,13.1
4,winner_seed20,5,winner_seed22,9,5509,0.0,1.0,0,0,1,-1,1,0,1274,-1274,180,6.3
4,winner_seed20,5,winner_seed22,5,5505,0.0,1.0,0,0,1,-1,1,0,1395,-1395,383,13.7
4,winner_seed20,5,winner_seed22,7,5507,0.0,1.0,0,0,1,-1,1,0,3889,-3889,209,11.7
4,winner_seed20,5,winner_seed22,10,5510,1.0,0.0,1,0,0,1,-1,2168,0,2168,328,10.0
4,winner_seed20,5,winner_seed22,6,5506,1.0,0.0,1,0,0,1,-1,3774,0,3774,298,20.1
4,winner_seed20,5,winner_seed22,14,5514,1.0,0.0,1,0,0,1,-1,2268,0,2268,182,5.2
4,winner_seed20,5,winner_seed22,15,5515,1.0,0.0,1,0,0,1,-1,2649,0,2649,136,5.0
4,winner_seed20,5,winner_seed22,12,5512,0.0,1.0,0,0,1,-1,1,0,5726,-5726,229,15.2
4,winner_seed20,5,winner_seed22,13,5513,0.0,1.0,0,0,1,-1,1,0,8016,-8016,245,15.4
4,winner_seed20,5,winner_seed22,17,5517,1.0,0.0,1,0,0,1,-1,2625,0,2625,162,5.2
4,winner_seed20,5,winner_seed22,16,5516,1.0,0.0,1,0,0,1,-1,3316,0,3316,207,9.7
4,winner_seed20,5,winner_seed22,11,5511,0.0,1.0,0,0,1,-1,1,0,1999,-1999,258,20.8
4,winner_seed20,5,winner_seed22,18,5518,1.0,0.0,1,0,0,1,-1,2969,0,2969,198,6.6
4,winner_seed20,5,winner_seed22,19,5519,1.0,0.0,1,0,0,1,-1,1894,0,1894,187,6.5
4,winner_seed20,6,winner_seed36,1,5601,1.0,0.0,1,0,0,1,-1,2399,0,2399,167,6.2
4,winner_seed20,6,winner_seed36,2,5602,1.0,0.0,1,0,0,1,-1,6078,0,6078,209,7.2
4,winner_seed20,6,winner_seed36,0,5600,0.0,1.0,0,0,1,-1,1,0,2219,-2219,189,10.8
4,winner_seed20,6,winner_seed36,5,5605,0.0,1.0,0,0,1,-1,1,0,2768,-2768,136,4.6
4,winner_seed20,6,winner_seed36,4,5604,1.0,0.0,1,0,0,1,-1,4125,0,4125,210,8.2
4,winner_seed20,6,winner_seed36,9,5609,0.0,1.0,0,0,1,-1,1,0,2236,-2236,152,5.0
4,winner_seed20,6,winner_seed36,7,5607,0.0,1.0,0,0,1,-1,1,0,902,-902,172,7.7
4,winner_seed20,6,winner_seed36,6,5606,1.0,0.0,1,0,0,1,-1,2589,0,2589,240,9.0
4,winner_seed20,6,winner_seed36,11,5611,0.0,1.0,0,0,1,-1,1,0,2416,-2416,193,6.0
4,winner_seed20,6,winner_seed36,8,5608,1.0,0.0,1,0,0,1,-1,2829,0,2829,179,12.7
4,winner_seed20,6,winner_seed36,12,5612,1.0,0.0,1,0,0,1,-1,2598,0,2598,189,8.1
4,winner_seed20,6,winner_seed36,10,5610,0.0,1.0,0,0,1,-1,1,0,1909,-1909,321,11.1
4,winner_seed20,6,winner_seed36,3,5603,0.0,1.0,0,0,1,-1,1,0,3868,-3868,291,25.4
4,winner_seed20,6,winner_seed36,15,5615,0.0,1.0,0,0,1,-1,1,0,1708,-1708,168,6.0
4,winner_seed20,6,winner_seed36,14,5614,1.0,0.0,1,0,0,1,-1,2552,0,2552,181,9.1
4,winner_seed20,6,winner_seed36,16,5616,1.0,0.0,1,0,0,1,-1,2192,0,2192,215,8.6
4,winner_seed20,6,winner_seed36,17,5617,0.0,1.0,0,0,1,-1,1,0,1427,-1427,205,9.4
4,winner_seed20,7,winner_seed39,1,5701,1.0,0.0,1,0,0,1,-1,1867,0,1867,197,5.5
4,winner_seed20,6,winner_seed36,19,5619,0.0,1.0,0,0,1,-1,1,0,2636,-2636,175,10.6
4,winner_seed20,6,winner_seed36,18,5618,1.0,0.0,1,0,0,1,-1,2222,0,2222,274,13.0
4,winner_seed20,6,winner_seed36,13,5613,0.0,1.0,0,0,1,-1,1,0,4893,-4893,341,24.5
4,winner_seed20,7,winner_seed39,0,5700,0.0,1.0,0,0,1,-1,1,0,3675,-3675,222,15.3
4,winner_seed20,7,winner_seed39,4,5704,1.0,0.0,1,0,0,1,-1,3933,0,3933,201,7.8
4,winner_seed20,7,winner_seed39,3,5703,0.0,1.0,0,0,1,-1,1,0,1711,-1711,242,8.8
4,winner_seed20,7,winner_seed39,2,5702,0.0,1.0,0,0,1,-1,1,0,4129,-4129,207,10.7
4,winner_seed20,7,winner_seed39,6,5706,0.0,1.0,0,0,1,-1,1,0,2531,-2531,124,3.6
4,winner_seed20,7,winner_seed39,5,5705,1.0,0.0,1,0,0,1,-1,2712,0,2712,209,8.3
4,winner_seed20,7,winner_seed39,10,5710,0.0,1.0,0,0,1,-1,1,0,4253,-4253,169,4.8
4,winner_seed20,7,winner_seed39,8,5708,1.0,0.0,1,0,0,1,-1,841,0,841,274,9.9
4,winner_seed20,7,winner_seed39,11,5711,0.0,1.0,0,0,1,-1,1,0,1520,-1520,176,8.8
4,winner_seed20,7,winner_seed39,7,5707,0.0,1.0,0,0,1,-1,1,0,3557,-3557,216,13.0
4,winner_seed20,7,winner_seed39,13,5713,0.0,1.0,0,0,1,-1,1,0,3536,-3536,151,5.6
4,winner_seed20,7,winner_seed39,15,5715,1.0,0.0,1,0,0,1,-1,2284,0,2284,137,5.2
4,winner_seed20,7,winner_seed39,9,5709,0.0,1.0,0,0,1,-1,1,0,2352,-2352,280,16.9
4,winner_seed20,7,winner_seed39,18,5718,0.0,1.0,0,0,1,-1,1,0,3003,-3003,168,4.8
4,winner_seed20,7,winner_seed39,14,5714,0.0,1.0,0,0,1,-1,1,0,2282,-2282,247,11.3
4,winner_seed20,7,winner_seed39,16,5716,1.0,0.0,1,0,0,1,-1,3003,0,3003,218,12.1
4,winner_seed20,8,winner_seed47,0,5800,1.0,0.0,1,0,0,1,-1,1867,0,1867,139,4.1
4,winner_seed20,7,winner_seed39,12,5712,0.0,1.0,0,0,1,-1,1,0,3465,-3465,355,21.3
4,winner_seed20,7,winner_seed39,17,5717,0.0,1.0,0,0,1,-1,1,0,1662,-1662,272,13.5
4,winner_seed20,8,winner_seed47,2,5802,1.0,0.0,1,0,0,1,-1,1488,0,1488,155,4.6
4,winner_seed20,7,winner_seed39,19,5719,0.0,1.0,0,0,1,-1,1,0,2703,-2703,238,10.3
4,winner_seed20,8,winner_seed47,4,5804,0.0,1.0,0,0,1,-1,1,0,1158,-1158,174,6.2
4,winner_seed20,8,winner_seed47,6,5806,1.0,0.0,1,0,0,1,-1,2622,0,2622,173,5.4
4,winner_seed20,8,winner_seed47,1,5801,1.0,0.0,1,0,0,1,-1,3132,0,3132,233,12.9
4,winner_seed20,8,winner_seed47,3,5803,1.0,0.0,1,0,0,1,-1,3389,0,3389,233,12.7
