seed,w_wnn_close_res,w_mean_dist_all,w_ships,reward_our,reward_sub,win,draw,steps,ships_our_final,ships_sub_final,ships_diff,match_time_sec,round
1001,1.0,-0.6,-0.9,1,-1,1,0,192,4340,0,4340,13.6,1
1002,1.0,-0.6,-0.9,1,-1,1,0,144,3574,0,3574,6.7,1
1002,0.8,-0.4,-0.5,1,-1,1,0,191,2790,0,2790,22.4,1
1000,0.8,-0.8,-0.7,1,-1,1,0,233,1871,0,1871,9.5,1
1002,0.8,-0.8,-0.7,1,-1,1,0,184,1837,0,1837,9.6,1
1001,0.8,-0.4,-0.5,1,-1,1,0,272,4210,0,4210,37.0,1
1001,0.6,-0.4,-0.3,1,-1,1,0,220,4172,0,4172,14.7,1
1001,0.8,-0.8,-0.7,1,-1,1,0,237,5661,0,5661,25.1,1
1000,0.2,-0.6,-0.9,1,-1,1,0,156,3700,0,3700,14.1,1
1001,0.2,-0.6,-0.9,-1,1,0,0,141,0,3116,-3116,8.9,1
1000,0.6,-0.4,-0.3,-1,1,0,0,250,0,3225,-3225,33.4,1
1000,0.2,-0.4,-0.9,1,-1,1,0,192,2574,0,2574,13.6,1
1001,0.2,-0.4,-0.9,-1,1,0,0,120,0,1709,-1709,12.4,1
1002,0.2,-0.6,-0.9,-1,1,0,0,196,0,3929,-3929,19.0,1
1002,0.6,-0.4,-0.3,-1,1,0,0,229,0,3139,-3139,34.2,1
1001,0.8,-0.2,-0.5,-1,1,0,0,185,0,795,-795,8.0,1
1002,0.2,-0.4,-0.9,1,-1,1,0,243,4302,0,4302,25.3,1
1002,0.8,-0.2,-0.5,-1,1,0,0,201,0,3001,-3001,23.1,1
1000,0.8,-0.2,-0.5,1,-1,1,0,239,5771,0,5771,25.8,1
1001,1.0,-0.6,-0.1,-1,1,0,0,156,0,947,-947,18.8,1
1002,0.6,-0.6,-0.5,-1,1,0,0,201,0,2166,-2166,13.2,1
1000,0.6,-0.6,-0.5,-1,1,0,0,184,0,1825,-1825,16.9,1
1000,1.0,-0.6,-0.1,1,-1,1,0,295,5270,0,5270,39.8,1
1001,0.6,-0.6,-0.5,1,-1,1,0,215,2837,0,2837,28.8,1
1002,1.0,-0.6,-0.1,1,-1,1,0,257,5114,0,5114,37.2,1
2003,0.6,-0.4,-0.7,1,-1,1,0,120,2766,0,2766,4.1,2
2001,0.6,-0.4,-0.7,-1,1,0,0,158,0,713,-713,12.5,2
2004,0.6,-0.4,-0.7,1,-1,1,0,131,3082,0,3082,10.2,2
2002,0.6,-0.4,-0.7,-1,1,0,0,218,0,956,-956,19.2,2
2000,1.0,-0.6,-0.1,-1,1,0,0,154,0,614,-614,17.2,2
2001,1.0,-0.6,-0.1,1,-1,1,0,136,3333,0,3333,10.4,2
2000,0.6,-0.4,-0.7,-1,1,0,0,167,0,1155,-1155,24.1,2
2003,1.0,-0.6,-0.1,1,-1,1,0,160,3195,0,3195,9.8,2
2004,1.0,-0.6,-0.1,-1,1,0,0,144,0,1974,-1974,11.2,2
2000,0.8,-0.8,-0.7,1,-1,1,0,166,2448,0,2448,9.6,2
2001,0.8,-0.8,-0.7,-1,1,0,0,139,0,629,-629,9.6,2
2002,0.8,-0.8,-0.7,1,-1,1,0,175,3924,0,3924,13.9,2
2000,0.6,-0.4,-0.1,-1,1,0,0,185,0,3676,-3676,12.7,2
2004,0.8,-0.8,-0.7,-1,1,0,0,195,0,4470,-4470,16.2,2
2001,0.6,-0.4,-0.1,-1,1,0,0,130,0,440,-440,6.2,2
2002,1.0,-0.6,-0.1,1,-1,1,0,370,3275,0,3275,38.1,2
2002,0.6,-0.4,-0.1,-1,1,0,0,187,0,1974,-1974,8.4,2
2003,0.8,-0.8,-0.7,1,-1,1,0,232,4773,0,4773,34.6,2
2003,0.6,-0.4,-0.1,1,-1,1,0,200,2290,0,2290,23.3,2
2000,0.6,-0.2,-0.5,-1,1,0,0,199,0,3240,-3240,20.0,2
2004,0.6,-0.4,-0.1,-1,1,0,0,164,0,1071,-1071,25.8,2
2002,0.6,-0.2,-0.5,-1,1,0,0,207,0,383,-383,13.9,2
2001,0.6,-0.2,-0.5,-1,1,0,0,189,0,3326,-3326,26.4,2
2003,0.6,-0.2,-0.5,-1,1,0,0,181,0,737,-737,14.7,2
2000,0.6,-0.6,-0.3,1,-1,1,0,172,2011,0,2011,13.0,2
2004,0.6,-0.2,-0.5,1,-1,1,0,183,2832,0,2832,17.3,2
2002,0.6,-0.6,-0.3,-1,1,0,0,150,0,2593,-2593,13.2,2
2003,0.6,-0.6,-0.3,-1,1,0,0,110,0,939,-939,10.0,2
2004,0.6,-0.6,-0.3,1,-1,1,0,209,5094,0,5094,17.3,2
2001,0.2,-0.2,-0.3,1,-1,1,0,144,4749,0,4749,13.1,2
2000,0.2,-0.2,-0.3,1,-1,1,0,210,3306,0,3306,18.4,2
2002,0.2,-0.2,-0.3,-1,1,0,0,145,0,667,-667,13.5,2
2001,0.6,-0.6,-0.3,1,-1,1,0,227,2328,0,2328,29.9,2
2004,0.2,-0.2,-0.3,1,-1,1,0,129,3980,0,3980,8.6,2
2003,0.2,-0.2,-0.3,-1,1,0,0,147,0,3777,-3777,12.1,2
2002,1.0,-0.8,-0.1,-1,1,0,0,177,0,737,-737,9.6,2
2000,1.0,-0.8,-0.1,1,-1,1,0,151,3814,0,3814,11.9,2
2001,1.0,-0.8,-0.1,-1,1,0,0,158,0,1164,-1164,12.5,2
2003,1.0,-0.8,-0.1,1,-1,1,0,138,2420,0,2420,8.6,2
2000,0.6,-0.2,-0.7,1,-1,1,0,149,2308,0,2308,7.5,2
2004,1.0,-0.8,-0.1,1,-1,1,0,207,4246,0,4246,17.7,2
2003,0.6,-0.2,-0.7,-1,1,0,0,155,0,715,-715,13.2,2
2001,0.6,-0.2,-0.7,-1,1,0,0,248,0,573,-573,20.6,2
2002,0.6,-0.2,-0.7,1,-1,1,0,213,4597,0,4597,20.6,2
2000,1.0,-0.2,-0.3,-1,1,0,0,244,0,1308,-1308,14.4,2
2003,1.0,-0.2,-0.3,-1,1,0,0,158,0,1030,-1030,11.2,2
2002,1.0,-0.2,-0.3,-1,1,0,0,143,0,689,-689,13.0,2
2004,1.0,-0.2,-0.3,-1,1,0,0,124,0,734,-734,9.1,2
2001,1.0,-0.2,-0.3,-1,1,0,0,185,0,892,-892,22.4,2
2002,1.0,-0.8,-0.3,1,-1,1,0,103,2042,0,2042,9.5,2
2004,0.6,-0.2,-0.7,1,-1,1,0,419,4603,0,4603,44.6,2
2000,1.0,-0.8,-0.3,-1,1,0,0,177,0,575,-575,19.0,2
2004,1.0,-0.8,-0.3,-1,1,0,0,165,0,1820,-1820,9.3,2
2001,1.0,-0.8,-0.3,1,-1,1,0,231,5362,0,5362,23.3,2
2003,1.0,-0.8,-0.3,-1,1,0,0,200,0,3458,-3458,21.6,2
2002,0.8,-0.4,-0.5,1,-1,1,0,148,3400,0,3400,6.1,2
2000,0.8,-0.4,-0.5,-1,1,0,0,199,0,3757,-3757,13.1,2
2003,0.8,-0.4,-0.5,1,-1,1,0,135,3069,0,3069,10.4,2
2000,0.6,-0.8,-0.3,-1,1,0,0,172,0,811,-811,16.1,2
2001,0.8,-0.4,-0.5,1,-1,1,0,236,4223,0,4223,28.8,2
2002,0.6,-0.8,-0.3,1,-1,1,0,190,2474,0,2474,13.8,2
2001,0.6,-0.8,-0.3,-1,1,0,0,164,0,671,-671,18.2,2
2004,0.8,-0.4,-0.5,-1,1,0,0,183,0,1245,-1245,25.6,2
2000,1.0,-0.6,-0.9,-1,1,0,0,130,0,764,-764,5.8,2
2001,1.0,-0.6,-0.9,-1,1,0,0,145,0,680,-680,7.9,2
2003,0.6,-0.8,-0.3,-1,1,0,0,196,0,1185,-1185,18.7,2
2003,1.0,-0.6,-0.9,1,-1,1,0,159,3891,0,3891,10.3,2
2004,0.6,-0.8,-0.3,-1,1,0,0,169,0,1613,-1613,19.9,2
2002,1.0,-0.6,-0.9,-1,1,0,0,141,0,2390,-2390,15.8,2
2001,0.4,-0.8,-0.9,-1,1,0,0,151,0,881,-881,12.0,2
2000,0.4,-0.8,-0.9,-1,1,0,0,154,0,835,-835,16.7,2
2003,0.4,-0.8,-0.9,1,-1,1,0,151,4489,0,4489,12.7,2
2004,0.4,-0.8,-0.9,1,-1,1,0,172,1829,0,1829,9.2,2
2004,1.0,-0.6,-0.9,-1,1,0,0,239,0,4108,-4108,34.3,2
2000,0.2,-0.4,-0.9,-1,1,0,0,140,0,827,-827,11.7,2
2002,0.4,-0.8,-0.9,1,-1,1,0,250,6252,0,6252,24.7,2
2003,0.2,-0.4,-0.9,1,-1,1,0,145,2339,0,2339,5.1,2
2000,0.8,-0.4,-0.3,-1,1,0,0,118,0,1086,-1086,6.1,2
2002,0.2,-0.4,-0.9,1,-1,1,0,284,2566,0,2566,19.7,2
2001,0.2,-0.4,-0.9,-1,1,0,0,217,0,5511,-5511,24.0,2
2004,0.2,-0.4,-0.9,-1,1,0,0,166,0,1729,-1729,19.0,2
2001,0.8,-0.4,-0.3,1,-1,1,0,184,4654,0,4654,18.6,2
2003,0.8,-0.4,-0.3,1,-1,1,0,243,2204,0,2204,12.8,2
2000,0.4,-0.4,-0.5,1,-1,1,0,132,4642,0,4642,10.0,2
2002,0.4,-0.4,-0.5,-1,1,0,0,132,0,807,-807,11.1,2
2001,0.4,-0.4,-0.5,1,-1,1,0,178,2885,0,2885,14.7,2
2003,0.4,-0.4,-0.5,-1,1,0,0,136,0,680,-680,13.4,2
2004,0.4,-0.4,-0.5,-1,1,0,0,102,0,392,-392,6.8,2
2002,0.8,-0.4,-0.3,-1,1,0,0,405,0,526,-526,37.5,2
2000,0.2,-0.8,-0.5,-1,1,0,0,169,0,503,-503,9.2,2
2004,0.8,-0.4,-0.3,1,-1,1,0,306,5099,0,5099,33.5,2
2002,0.2,-0.8,-0.5,-1,1,0,0,132,0,1729,-1729,6.4,2
2000,0.8,-0.6,-0.1,1,-1,1,0,156,4726,0,4726,7.9,2
2001,0.2,-0.8,-0.5,-1,1,0,0,176,0,2597,-2597,12.4,2
2001,0.8,-0.6,-0.1,-1,1,0,0,118,0,450,-450,6.1,2
2004,0.2,-0.8,-0.5,1,-1,1,0,185,3315,0,3315,15.1,2
2003,0.2,-0.8,-0.5,1,-1,1,0,237,2395,0,2395,19.4,2
2004,0.8,-0.6,-0.1,-1,1,0,0,119,0,626,-626,7.3,2
2002,0.8,-0.6,-0.1,-1,1,0,0,148,0,546,-546,11.1,2
2000,0.6,-0.6,-0.9,-1,1,0,0,177,0,496,-496,9.1,2
2001,0.6,-0.6,-0.9,-1,1,0,0,112,0,806,-806,7.9,2
2003,0.8,-0.6,-0.1,-1,1,0,0,242,0,628,-628,19.2,2
2003,0.6,-0.6,-0.9,1,-1,1,0,187,2966,0,2966,12.3,2
2000,0.8,-0.6,-0.7,-1,1,0,0,189,0,2535,-2535,12.3,2
2002,0.6,-0.6,-0.9,-1,1,0,0,239,0,2071,-2071,22.5,2
2001,0.8,-0.6,-0.7,-1,1,0,0,197,0,1425,-1425,12.4,2
2000,0.4,-0.2,-0.5,-1,1,0,0,153,0,534,-534,10.8,2
2004,0.6,-0.6,-0.9,-1,1,0,0,226,0,3401,-3401,27.6,2
2002,0.8,-0.6,-0.7,-1,1,0,0,199,0,533,-533,20.4,2
2003,0.8,-0.6,-0.7,1,-1,1,0,259,5369,0,5369,17.5,2
2004,0.8,-0.6,-0.7,1,-1,1,0,193,3002,0,3002,15.6,2
2001,0.4,-0.2,-0.5,1,-1,1,0,144,3510,0,3510,7.4,2
2002,0.4,-0.2,-0.5,1,-1,1,0,153,2742,0,2742,10.7,2
2004,0.4,-0.2,-0.5,-1,1,0,0,148,0,443,-443,8.8,2
2003,0.4,-0.2,-0.5,-1,1,0,0,140,0,2693,-2693,12.1,2
2001,0.8,-0.2,-0.5,1,-1,1,0,179,4116,0,4116,8.1,2
2000,0.8,-0.2,-0.5,1,-1,1,0,198,6261,0,6261,15.3,2
2003,0.8,-0.2,-0.5,1,-1,1,0,142,4342,0,4342,9.0,2
2004,0.8,-0.2,-0.5,-1,1,0,0,124,0,4780,-4780,9.8,2
2002,0.8,-0.2,-0.5,1,-1,1,0,184,2897,0,2897,12.3,2
2000,0.6,-0.2,-0.3,1,-1,1,0,196,2356,0,2356,10.2,2
2001,0.6,-0.2,-0.3,-1,1,0,0,143,0,910,-910,13.3,2
2004,0.6,-0.2,-0.3,1,-1,1,0,155,4635,0,4635,13.1,2
2002,0.6,-0.2,-0.3,-1,1,0,0,152,0,619,-619,18.9,2
2003,0.6,-0.2,-0.3,-1,1,0,0,175,0,1450,-1450,17.6,2
3002,0.8,-0.2,-0.5,-1,1,0,0,168,0,1511,-1511,10.9,3
3001,0.8,-0.2,-0.5,1,-1,1,0,160,3698,0,3698,15.2,3
3000,0.8,-0.2,-0.5,1,-1,1,0,204,2704,0,2704,15.9,3
3003,0.8,-0.2,-0.5,1,-1,1,0,208,3918,0,3918,22.7,3
3004,0.8,-0.2,-0.5,1,-1,1,0,257,5352,0,5352,27.6,3
3007,0.8,-0.2,-0.5,1,-1,1,0,223,5217,0,5217,19.8,3
3005,0.8,-0.2,-0.5,1,-1,1,0,283,3805,0,3805,29.0,3
3002,0.4,-0.8,-0.9,1,-1,1,0,140,3525,0,3525,10.5,3
3001,0.4,-0.8,-0.9,-1,1,0,0,172,0,2821,-2821,18.4,3
3006,0.8,-0.2,-0.5,-1,1,0,0,273,0,2404,-2404,31.8,3
3000,0.4,-0.8,-0.9,1,-1,1,0,244,11036,0,11036,30.7,3
3005,0.4,-0.8,-0.9,1,-1,1,0,151,2706,0,2706,10.2,3
3006,0.4,-0.8,-0.9,-1,1,0,0,134,0,976,-976,14.7,3
3004,0.4,-0.8,-0.9,1,-1,1,0,212,6361,0,6361,23.6,3
3003,0.4,-0.8,-0.9,1,-1,1,0,229,6290,0,6290,28.5,3
3000,0.8,-0.4,-0.3,-1,1,0,0,190,0,2047,-2047,17.4,3
3002,0.8,-0.4,-0.3,1,-1,1,0,132,3674,0,3674,8.0,3
3007,0.4,-0.8,-0.9,1,-1,1,0,210,4517,0,4517,25.6,3
3001,0.8,-0.4,-0.3,-1,1,0,0,294,0,516,-516,18.8,3
3005,0.8,-0.4,-0.3,-1,1,0,0,187,0,1875,-1875,11.8,3
3006,0.8,-0.4,-0.3,1,-1,1,0,150,4465,0,4465,10.0,3
3007,0.8,-0.4,-0.3,1,-1,1,0,207,2575,0,2575,15.5,3
3004,0.8,-0.4,-0.3,-1,1,0,0,178,0,1532,-1532,23.3,3
3001,0.6,-0.2,-0.7,-1,1,0,0,167,0,1163,-1163,7.6,3
3000,0.6,-0.2,-0.7,1,-1,1,0,133,4437,0,4437,9.8,3
3003,0.6,-0.2,-0.7,1,-1,1,0,184,2741,0,2741,10.7,3
3002,0.6,-0.2,-0.7,1,-1,1,0,182,2717,0,2717,18.1,3
3006,0.6,-0.2,-0.7,1,-1,1,0,122,2807,0,2807,8.0,3
3003,0.8,-0.4,-0.3,1,-1,1,0,340,4080,0,4080,46.0,3
3007,0.6,-0.2,-0.7,-1,1,0,0,163,0,535,-535,8.9,3
3005,0.6,-0.2,-0.7,1,-1,1,0,231,5211,0,5211,24.3,3
3004,0.6,-0.2,-0.7,-1,1,0,0,214,0,2213,-2213,26.1,3
3001,1.0,-0.8,-0.1,1,-1,1,0,154,4375,0,4375,9.9,3
3000,1.0,-0.8,-0.1,1,-1,1,0,178,3829,0,3829,19.0,3
3003,1.0,-0.8,-0.1,1,-1,1,0,183,3627,0,3627,13.6,3
3004,1.0,-0.8,-0.1,1,-1,1,0,227,6792,0,6792,19.4,3
3007,1.0,-0.8,-0.1,1,-1,1,0,120,2170,0,2170,6.8,3
3006,1.0,-0.8,-0.1,1,-1,1,0,150,2462,0,2462,9.9,3
3005,1.0,-0.8,-0.1,1,-1,1,0,251,2791,0,2791,17.4,3
3002,1.0,-0.8,-0.1,-1,1,0,0,169,0,3080,-3080,23.4,3
3002,0.2,-0.2,-0.3,-1,1,0,0,139,0,671,-671,8.6,3
3001,0.2,-0.2,-0.3,-1,1,0,0,180,0,956,-956,13.5,3
3000,0.2,-0.2,-0.3,1,-1,1,0,200,3051,0,3051,16.0,3
3003,0.2,-0.2,-0.3,-1,1,0,0,151,0,760,-760,13.8,3
3004,0.2,-0.2,-0.3,1,-1,1,0,159,2656,0,2656,13.4,3
3005,0.2,-0.2,-0.3,1,-1,1,0,135,2321,0,2321,8.1,3
3007,0.2,-0.2,-0.3,1,-1,1,0,126,2892,0,2892,8.3,3
3006,0.2,-0.2,-0.3,1,-1,1,0,208,3194,0,3194,16.1,3
3003,1.0,-0.6,-0.1,-1,1,0,0,141,0,1986,-1986,8.4,3
3000,1.0,-0.6,-0.1,1,-1,1,0,153,4274,0,4274,20.0,3
3004,1.0,-0.6,-0.1,1,-1,1,0,160,1927,0,1927,9.1,3
3002,1.0,-0.6,-0.1,1,-1,1,0,255,4874,0,4874,27.5,3
3005,1.0,-0.6,-0.1,-1,1,0,0,138,0,672,-672,13.3,3
3001,1.0,-0.6,-0.1,1,-1,1,0,248,6050,0,6050,36.9,3
3007,1.0,-0.6,-0.1,-1,1,0,0,146,0,678,-678,14.7,3
3000,0.8,-0.8,-0.7,1,-1,1,0,158,5811,0,5811,14.2,3
3003,0.8,-0.8,-0.7,-1,1,0,0,177,0,1948,-1948,8.0,3
3006,1.0,-0.6,-0.1,1,-1,1,0,245,3154,0,3154,27.6,3
3002,0.8,-0.8,-0.7,-1,1,0,0,153,0,462,-462,11.0,3
3001,0.8,-0.8,-0.7,1,-1,1,0,187,6181,0,6181,23.4,3
3004,0.8,-0.8,-0.7,-1,1,0,0,162,0,1485,-1485,10.5,3
3006,0.8,-0.8,-0.7,-1,1,0,0,139,0,2148,-2148,8.1,3
3007,0.8,-0.8,-0.7,1,-1,1,0,155,4641,0,4641,9.4,3
3005,0.8,-0.8,-0.7,1,-1,1,0,173,4292,0,4292,13.7,3
3001,0.6,-0.6,-0.3,-1,1,0,0,127,0,434,-434,9.5,3
3002,0.6,-0.6,-0.3,1,-1,1,0,147,2504,0,2504,13.1,3
3000,0.6,-0.6,-0.3,-1,1,0,0,143,0,1047,-1047,17.1,3
3004,0.6,-0.6,-0.3,-1,1,0,0,137,0,3728,-3728,14.2,3
3003,0.6,-0.6,-0.3,-1,1,0,0,278,0,732,-732,18.7,3
3005,0.6,-0.6,-0.3,-1,1,0,0,143,0,1312,-1312,14.1,3
3007,0.6,-0.6,-0.3,1,-1,1,0,155,4222,0,4222,8.4,3
3000,0.8,-0.4,-0.5,1,-1,1,0,133,4177,0,4177,10.6,3
3003,0.8,-0.4,-0.5,1,-1,1,0,122,2708,0,2708,6.4,3
3001,0.8,-0.4,-0.5,-1,1,0,0,169,0,1971,-1971,11.6,3
3006,0.6,-0.6,-0.3,1,-1,1,0,219,2940,0,2940,22.8,3
3005,0.8,-0.4,-0.5,1,-1,1,0,152,3781,0,3781,8.8,3
3004,0.8,-0.4,-0.5,1,-1,1,0,139,4720,0,4720,10.3,3
3002,0.8,-0.4,-0.5,1,-1,1,0,183,4849,0,4849,19.6,3
3006,0.8,-0.4,-0.5,-1,1,0,0,166,0,787,-787,14.9,3
3000,0.4,-0.4,-0.5,1,-1,1,0,180,2455,0,2455,10.1,3
3007,0.8,-0.4,-0.5,-1,1,0,0,144,0,2176,-2176,13.9,3
3002,0.4,-0.4,-0.5,1,-1,1,0,174,2236,0,2236,12.5,3
3001,0.4,-0.4,-0.5,1,-1,1,0,302,2006,0,2006,17.6,3
3005,0.4,-0.4,-0.5,-1,1,0,0,133,0,1411,-1411,8.0,3
3007,0.4,-0.4,-0.5,-1,1,0,0,131,0,500,-500,6.7,3
3003,0.4,-0.4,-0.5,-1,1,0,0,187,0,1783,-1783,20.1,3
3004,0.4,-0.4,-0.5,1,-1,1,0,201,3722,0,3722,19.7,3
3000,0.6,-0.2,-0.3,-1,1,0,0,186,0,3104,-3104,11.3,3
3006,0.4,-0.4,-0.5,1,-1,1,0,173,2957,0,2957,14.9,3
3003,0.6,-0.2,-0.3,-1,1,0,0,116,0,878,-878,5.1,3
3005,0.6,-0.2,-0.3,-1,1,0,0,154,0,301,-301,7.5,3
3001,0.6,-0.2,-0.3,-1,1,0,0,147,0,996,-996,13.8,3
3004,0.6,-0.2,-0.3,-1,1,0,0,155,0,1161,-1161,11.0,3
3002,0.6,-0.2,-0.3,-1,1,0,0,166,0,952,-952,13.6,3
3001,0.8,-0.6,-0.7,1,-1,1,0,158,1601,0,1601,7.7,3
3007,0.6,-0.2,-0.3,1,-1,1,0,159,3872,0,3872,17.7,3
3006,0.6,-0.2,-0.3,1,-1,1,0,193,3818,0,3818,21.3,3
3002,0.8,-0.6,-0.7,1,-1,1,0,217,4927,0,4927,14.7,3
3000,0.8,-0.6,-0.7,1,-1,1,0,294,3559,0,3559,22.4,3
3004,0.8,-0.6,-0.7,1,-1,1,0,147,2007,0,2007,5.9,3
3003,0.8,-0.6,-0.7,-1,1,0,0,156,0,3772,-3772,17.6,3
3006,0.8,-0.6,-0.7,1,-1,1,0,253,3465,0,3465,14.6,3
3007,0.8,-0.6,-0.7,-1,1,0,0,168,0,815,-815,13.9,3
3005,0.8,-0.6,-0.7,1,-1,1,0,251,3851,0,3851,22.4,3
4004,0.4,-0.8,-0.9,-1,1,0,0,129,0,1598,-1598,10.1,4
4000,0.4,-0.8,-0.9,-1,1,0,0,117,0,644,-644,7.9,4
4006,0.4,-0.8,-0.9,-1,1,0,0,122,0,615,-615,6.3,4
4003,0.4,-0.8,-0.9,1,-1,1,0,212,6135,0,6135,20.9,4
4002,0.4,-0.8,-0.9,-1,1,0,0,192,0,1040,-1040,10.7,4
4001,0.4,-0.8,-0.9,1,-1,1,0,169,3410,0,3410,15.7,4
4007,0.4,-0.8,-0.9,-1,1,0,0,168,0,2168,-2168,10.7,4
4008,0.4,-0.8,-0.9,-1,1,0,0,135,0,642,-642,11.1,4
4009,0.4,-0.8,-0.9,-1,1,0,0,209,0,1479,-1479,18.1,4
4011,0.4,-0.8,-0.9,-1,1,0,0,139,0,339,-339,15.3,4
4005,0.4,-0.8,-0.9,-1,1,0,0,227,0,3268,-3268,32.7,4
4010,0.4,-0.8,-0.9,-1,1,0,0,192,0,1392,-1392,21.6,4
4012,0.4,-0.8,-0.9,1,-1,1,0,266,2072,0,2072,16.3,4
4016,0.4,-0.8,-0.9,-1,1,0,0,109,0,470,-470,5.6,4
4014,0.4,-0.8,-0.9,1,-1,1,0,190,2973,0,2973,8.2,4
4013,0.4,-0.8,-0.9,1,-1,1,0,209,3538,0,3538,12.8,4
4019,0.4,-0.8,-0.9,-1,1,0,0,139,0,638,-638,11.7,4
4017,0.4,-0.8,-0.9,1,-1,1,0,163,3486,0,3486,17.6,4
4020,0.4,-0.8,-0.9,1,-1,1,0,205,2355,0,2355,11.1,4
4023,0.4,-0.8,-0.9,1,-1,1,0,131,3948,0,3948,3.7,4
4018,0.4,-0.8,-0.9,1,-1,1,0,210,2936,0,2936,18.9,4
4022,0.4,-0.8,-0.9,-1,1,0,0,128,0,2980,-2980,11.0,4
4021,0.4,-0.8,-0.9,-1,1,0,0,212,0,2642,-2642,13.6,4
4026,0.4,-0.8,-0.9,1,-1,1,0,123,1482,0,1482,4.4,4
4025,0.4,-0.8,-0.9,1,-1,1,0,131,2400,0,2400,9.4,4
4015,0.4,-0.8,-0.9,1,-1,1,0,254,4857,0,4857,36.1,4
4024,0.4,-0.8,-0.9,-1,1,0,0,129,0,2904,-2904,14.8,4
4027,0.4,-0.8,-0.9,1,-1,1,0,146,4893,0,4893,7.8,4
4028,0.4,-0.8,-0.9,1,-1,1,0,173,2390,0,2390,11.8,4
4002,1.0,-0.8,-0.1,-1,1,0,0,141,0,939,-939,10.5,4
4029,0.4,-0.8,-0.9,1,-1,1,0,215,3599,0,3599,19.1,4
4001,1.0,-0.8,-0.1,-1,1,0,0,120,0,990,-990,16.3,4
4005,1.0,-0.8,-0.1,1,-1,1,0,138,4270,0,4270,10.6,4
4003,1.0,-0.8,-0.1,1,-1,1,0,137,5345,0,5345,18.6,4
4006,1.0,-0.8,-0.1,-1,1,0,0,186,0,723,-723,14.2,4
4000,1.0,-0.8,-0.1,1,-1,1,0,500,38634,7411,31223,42.0,4
4009,1.0,-0.8,-0.1,-1,1,0,0,154,0,799,-799,10.9,4
4007,1.0,-0.8,-0.1,-1,1,0,0,205,0,2441,-2441,17.3,4
4004,1.0,-0.8,-0.1,1,-1,1,0,255,5458,0,5458,36.6,4
4013,1.0,-0.8,-0.1,1,-1,1,0,125,2887,0,2887,5.9,4
4010,1.0,-0.8,-0.1,1,-1,1,0,203,2502,0,2502,16.3,4
4008,1.0,-0.8,-0.1,1,-1,1,0,220,8098,0,8098,28.6,4
4014,1.0,-0.8,-0.1,1,-1,1,0,135,3665,0,3665,5.0,4
4011,1.0,-0.8,-0.1,1,-1,1,0,253,5821,0,5821,27.3,4
4015,1.0,-0.8,-0.1,1,-1,1,0,224,3987,0,3987,14.5,4
4017,1.0,-0.8,-0.1,-1,1,0,0,198,0,552,-552,13.1,4
4016,1.0,-0.8,-0.1,1,-1,1,0,209,4309,0,4309,25.1,4
4012,1.0,-0.8,-0.1,1,-1,1,0,285,4886,0,4886,37.2,4
4020,1.0,-0.8,-0.1,-1,1,0,0,155,0,785,-785,14.1,4
4019,1.0,-0.8,-0.1,-1,1,0,0,177,0,972,-972,17.9,4
4018,1.0,-0.8,-0.1,1,-1,1,0,198,4422,0,4422,21.3,4
4021,1.0,-0.8,-0.1,1,-1,1,0,158,3610,0,3610,12.2,4
4022,1.0,-0.8,-0.1,-1,1,0,0,153,0,834,-834,15.9,4
4023,1.0,-0.8,-0.1,-1,1,0,0,150,0,1011,-1011,15.3,4
4024,1.0,-0.8,-0.1,-1,1,0,0,137,0,853,-853,15.2,4
4025,1.0,-0.8,-0.1,-1,1,0,0,156,0,597,-597,15.2,4
4026,1.0,-0.8,-0.1,-1,1,0,0,212,0,500,-500,18.0,4
4029,1.0,-0.8,-0.1,1,-1,1,0,181,4371,0,4371,10.7,4
4028,1.0,-0.8,-0.1,1,-1,1,0,174,3807,0,3807,15.7,4
4000,0.8,-0.2,-0.5,1,-1,1,0,211,3416,0,3416,16.7,4
4027,1.0,-0.8,-0.1,-1,1,0,0,295,0,479,-479,27.5,4
4002,0.8,-0.2,-0.5,-1,1,0,0,181,0,540,-540,11.8,4
4001,0.8,-0.2,-0.5,1,-1,1,0,188,3131,0,3131,16.1,4
4004,0.8,-0.2,-0.5,1,-1,1,0,110,289,0,289,5.6,4
4003,0.8,-0.2,-0.5,-1,1,0,0,181,0,670,-670,10.2,4
4005,0.8,-0.2,-0.5,1,-1,1,0,132,2648,0,2648,10.5,4
4009,0.8,-0.2,-0.5,1,-1,1,0,196,4222,0,4222,10.0,4
4007,0.8,-0.2,-0.5,1,-1,1,0,144,4737,0,4737,12.3,4
4006,0.8,-0.2,-0.5,1,-1,1,0,208,4707,0,4707,18.2,4
4008,0.8,-0.2,-0.5,1,-1,1,0,179,4299,0,4299,19.1,4
4010,0.8,-0.2,-0.5,-1,1,0,0,156,0,466,-466,13.5,4
4011,0.8,-0.2,-0.5,-1,1,0,0,160,0,915,-915,10.9,4
4013,0.8,-0.2,-0.5,-1,1,0,0,195,0,1736,-1736,12.6,4
4015,0.8,-0.2,-0.5,1,-1,1,0,137,3556,0,3556,8.3,4
4017,0.8,-0.2,-0.5,1,-1,1,0,132,3625,0,3625,11.0,4
4012,0.8,-0.2,-0.5,-1,1,0,0,251,0,562,-562,30.9,4
4016,0.8,-0.2,-0.5,1,-1,1,0,173,4331,0,4331,20.6,4
