seed,w_ships,w_n_cross,w_wnn_close_res,reward_our,reward_sub,win,draw,steps,ships_our_final,ships_sub_final,ships_diff,match_time_sec,round
1000,-0.3,0.9,-0.8,1,-1,1,0,172,2207,0,2207,12.5,1
1001,-0.3,0.9,-0.8,1,-1,1,0,146,6589,0,6589,12.5,1
1001,0.5,1.1,-0.4,1,-1,1,0,151,3483,0,3483,9.8,1
1000,-0.3,0.3,-0.4,-1,1,0,0,109,0,584,-584,5.1,1
1002,-0.3,0.9,-0.8,1,-1,1,0,229,2534,0,2534,15.9,1
1000,0.5,1.1,-0.4,-1,1,0,0,121,0,1475,-1475,15.0,1
1002,-0.3,0.3,-0.4,1,-1,1,0,187,1375,0,1375,9.9,1
1001,-0.3,0.3,-0.4,1,-1,1,0,179,3483,0,3483,18.5,1
1002,0.5,1.1,-0.4,1,-1,1,0,235,6898,0,6898,32.2,1
2003,-0.3,0.3,0.4,1,-1,1,0,190,2378,0,2378,9.2,2
2004,-0.3,0.3,0.4,-1,1,0,0,230,0,971,-971,14.8,2
2002,-0.3,0.3,0.4,-1,1,0,0,159,0,1013,-1013,15.4,2
2000,-0.3,0.3,0.4,-1,1,0,0,176,0,851,-851,16.0,2
2000,0.7,0.5,0.8,-1,1,0,0,108,0,893,-893,9.2,2
2001,-0.3,0.3,0.4,1,-1,1,0,161,2296,0,2296,21.0,2
2001,0.7,0.5,0.8,1,-1,1,0,161,4272,0,4272,7.4,2
2002,0.7,0.5,0.8,-1,1,0,0,139,0,2463,-2463,14.1,2
2004,0.7,0.5,0.8,-1,1,0,0,203,0,678,-678,12.2,2
2000,-1.0,0.3,0.8,1,-1,1,0,115,3484,0,3484,12.6,2
2003,0.7,0.5,0.8,1,-1,1,0,141,3921,0,3921,19.4,2
2001,-1.0,0.3,0.8,-1,1,0,0,155,0,847,-847,15.3,2
2004,-1.0,0.3,0.8,1,-1,1,0,129,5125,0,5125,7.8,2
2002,-1.0,0.3,0.8,-1,1,0,0,214,0,1029,-1029,12.3,2
2000,0.5,0.7,0.8,1,-1,1,0,177,3661,0,3661,13.3,2
2001,0.5,0.7,0.8,1,-1,1,0,178,3269,0,3269,11.5,2
2003,-1.0,0.3,0.8,-1,1,0,0,161,0,850,-850,19.3,2
2003,0.5,0.7,0.8,1,-1,1,0,142,3094,0,3094,10.0,2
2002,0.5,0.7,0.8,1,-1,1,0,145,5131,0,5131,13.9,2
2002,-0.3,0.7,-0.4,-1,1,0,0,155,0,431,-431,8.8,2
2000,-0.3,0.7,-0.4,1,-1,1,0,190,4624,0,4624,11.8,2
2001,-0.3,0.7,-0.4,-1,1,0,0,128,0,605,-605,11.3,2
2004,0.5,0.7,0.8,1,-1,1,0,201,2888,0,2888,14.9,2
2003,-0.3,0.7,-0.4,1,-1,1,0,140,5122,0,5122,10.8,2
2001,-1.0,0.9,-0.8,1,-1,1,0,118,1510,0,1510,7.8,2
2002,-1.0,0.9,-0.8,1,-1,1,0,174,3586,0,3586,10.7,2
2000,-1.0,0.9,-0.8,1,-1,1,0,162,4938,0,4938,14.4,2
2004,-0.3,0.7,-0.4,1,-1,1,0,203,2433,0,2433,20.0,2
2003,-1.0,0.9,-0.8,1,-1,1,0,152,3507,0,3507,15.7,2
2000,-0.3,0.9,-0.8,1,-1,1,0,159,2680,0,2680,14.5,2
2003,-0.3,0.9,-0.8,1,-1,1,0,141,6254,0,6254,9.7,2
2004,-1.0,0.9,-0.8,1,-1,1,0,223,5300,0,5300,24.6,2
2002,-0.3,0.9,-0.8,-1,1,0,0,248,0,937,-937,15.3,2
2001,-0.3,0.9,-0.8,-1,1,0,0,246,0,3376,-3376,28.1,2
2001,-0.3,0.7,0.8,1,-1,1,0,180,3366,0,3366,10.6,2
2000,-0.3,0.7,0.8,-1,1,0,0,226,0,1687,-1687,14.7,2
2004,-0.3,0.9,-0.8,1,-1,1,0,244,3313,0,3313,18.5,2
2004,-0.3,0.7,0.8,-1,1,0,0,114,0,366,-366,5.3,2
2003,-0.3,0.7,0.8,1,-1,1,0,153,2697,0,2697,8.8,2
2002,-0.3,0.7,0.8,-1,1,0,0,204,0,3232,-3232,21.2,2
2000,-0.3,1.1,-0.8,1,-1,1,0,176,3972,0,3972,11.0,2
2003,-0.3,1.1,-0.8,-1,1,0,0,147,0,673,-673,9.9,2
2001,-0.3,1.1,-0.8,1,-1,1,0,257,2609,0,2609,18.0,2
2000,0.5,0.5,-0.8,-1,1,0,0,182,0,463,-463,9.0,2
2002,-0.3,1.1,-0.8,1,-1,1,0,181,4550,0,4550,20.9,2
2003,0.5,0.5,-0.8,-1,1,0,0,144,0,446,-446,8.7,2
2001,0.5,0.5,-0.8,1,-1,1,0,223,2684,0,2684,17.7,2
2004,0.5,0.5,-0.8,1,-1,1,0,182,5567,0,5567,11.6,2
2000,0.7,0.5,0.4,1,-1,1,0,174,3994,0,3994,12.0,2
2002,0.7,0.5,0.4,1,-1,1,0,150,2023,0,2023,6.4,2
2001,0.7,0.5,0.4,1,-1,1,0,206,4646,0,4646,15.3,2
2004,-0.3,1.1,-0.8,1,-1,1,0,239,3560,0,3560,38.0,2
2003,0.7,0.5,0.4,-1,1,0,0,160,0,801,-801,11.6,2
2004,0.7,0.5,0.4,1,-1,1,0,133,3666,0,3666,11.2,2
2000,0.2,0.9,-0.4,-1,1,0,0,134,0,555,-555,6.8,2
2002,0.2,0.9,-0.4,-1,1,0,0,145,0,2806,-2806,10.8,2
2002,0.5,0.5,-0.8,1,-1,1,0,345,3292,0,3292,44.9,2
2003,0.2,0.9,-0.4,-1,1,0,0,150,0,3443,-3443,13.2,2
2001,0.7,0.7,-0.4,-1,1,0,0,118,0,1267,-1267,8.2,2
2000,0.7,0.7,-0.4,1,-1,1,0,185,2059,0,2059,10.7,2
2001,0.2,0.9,-0.4,-1,1,0,0,223,0,1013,-1013,25.1,2
2002,0.7,0.7,-0.4,-1,1,0,0,130,0,2614,-2614,12.9,2
2003,0.7,0.7,-0.4,1,-1,1,0,183,3245,0,3245,10.7,2
2000,0.5,1.1,-0.4,1,-1,1,0,130,5004,0,5004,11.7,2
2001,0.5,1.1,-0.4,-1,1,0,0,129,0,1356,-1356,7.2,2
2004,0.7,0.7,-0.4,1,-1,1,0,145,5987,0,5987,14.8,2
2003,0.5,1.1,-0.4,1,-1,1,0,152,3666,0,3666,10.3,2
2004,0.5,1.1,-0.4,1,-1,1,0,191,1251,0,1251,9.4,2
2004,0.2,0.9,-0.4,-1,1,0,0,330,0,2062,-2062,41.6,2
2002,0.5,1.1,-0.4,1,-1,1,0,199,4352,0,4352,17.0,2
2001,0.2,0.7,-0.4,1,-1,1,0,208,4599,0,4599,9.3,2
2000,0.2,0.7,-0.4,-1,1,0,0,153,0,863,-863,20.3,2
2003,0.2,0.7,-0.4,-1,1,0,0,178,0,1370,-1370,12.7,2
2002,0.2,0.7,-0.4,-1,1,0,0,179,0,2458,-2458,15.3,2
2004,0.2,0.7,-0.4,1,-1,1,0,176,7255,0,7255,13.3,2
2000,0.2,1.1,0.4,1,-1,1,0,253,2891,0,2891,16.5,2
2001,0.2,1.1,0.4,-1,1,0,0,153,0,919,-919,13.9,2
2002,0.2,1.1,0.4,1,-1,1,0,183,3941,0,3941,13.6,2
2003,0.2,1.1,0.4,1,-1,1,0,169,3766,0,3766,15.6,2
2004,0.2,1.1,0.4,-1,1,0,0,218,0,1937,-1937,15.4,2
2001,-0.3,1.1,-0.4,1,-1,1,0,147,4497,0,4497,10.5,2
2000,-0.3,1.1,-0.4,-1,1,0,0,136,0,708,-708,13.5,2
2003,-0.3,1.1,-0.4,-1,1,0,0,135,0,1606,-1606,8.5,2
2004,-0.3,1.1,-0.4,1,-1,1,0,176,3165,0,3165,10.9,2
2002,-0.3,1.1,-0.4,-1,1,0,0,175,0,2536,-2536,17.1,2
2004,0.7,0.7,-0.8,1,-1,1,0,136,1403,0,1403,5.0,2
2000,0.7,0.7,-0.8,1,-1,1,0,145,3780,0,3780,13.6,2
2002,0.7,0.7,-0.8,1,-1,1,0,168,4425,0,4425,12.7,2
2003,0.7,0.7,-0.8,-1,1,0,0,195,0,809,-809,8.8,2
2000,0.5,0.5,0.8,1,-1,1,0,191,1823,0,1823,10.8,2
2002,0.5,0.5,0.8,-1,1,0,0,132,0,1057,-1057,11.5,2
2001,0.7,0.7,-0.8,1,-1,1,0,257,3741,0,3741,24.8,2
2003,0.5,0.5,0.8,1,-1,1,0,156,2504,0,2504,13.2,2
2001,0.5,0.5,0.8,1,-1,1,0,169,2433,0,2433,15.3,2
2004,0.5,0.5,0.8,-1,1,0,0,119,0,873,-873,6.4,2
2003,-1.0,0.5,-0.8,-1,1,0,0,124,0,593,-593,8.5,2
2004,-1.0,0.5,-0.8,1,-1,1,0,100,2916,0,2916,9.3,2
2000,-1.0,0.5,-0.8,-1,1,0,0,161,0,3229,-3229,18.9,2
2001,0.5,0.9,0.8,1,-1,1,0,186,4519,0,4519,13.8,2
2002,0.5,0.9,0.8,-1,1,0,0,125,0,381,-381,7.3,2
2001,-1.0,0.5,-0.8,1,-1,1,0,266,3001,0,3001,28.9,2
2000,0.5,0.9,0.8,-1,1,0,0,269,0,775,-775,18.3,2
2002,-1.0,0.5,-0.8,-1,1,0,0,241,0,831,-831,28.6,2
2003,0.5,0.9,0.8,1,-1,1,0,193,1373,0,1373,9.4,2
2004,0.5,0.9,0.8,-1,1,0,0,128,0,701,-701,9.9,2
2002,0.5,0.3,-0.8,-1,1,0,0,121,0,1815,-1815,7.4,2
2001,0.5,0.3,-0.8,1,-1,1,0,161,4102,0,4102,9.0,2
2004,0.5,0.3,-0.8,1,-1,1,0,176,2473,0,2473,8.2,2
2003,0.5,0.3,-0.8,1,-1,1,0,184,4090,0,4090,10.3,2
2000,-0.3,0.3,0.8,1,-1,1,0,163,2193,0,2193,9.6,2
2002,-0.3,0.3,0.8,-1,1,0,0,114,0,364,-364,5.1,2
2000,0.5,0.3,-0.8,1,-1,1,0,252,3699,0,3699,22.1,2
2003,-0.3,0.3,0.8,1,-1,1,0,161,2364,0,2364,11.7,2
2002,0.7,1.1,-0.4,1,-1,1,0,140,2967,0,2967,5.0,2
2001,0.7,1.1,-0.4,-1,1,0,0,174,0,660,-660,17.0,2
2003,0.7,1.1,-0.4,1,-1,1,0,138,3656,0,3656,7.1,2
2004,-0.3,0.3,0.8,-1,1,0,0,180,0,922,-922,22.9,2
2001,0.5,1.1,0.4,1,-1,1,0,133,2574,0,2574,4.6,2
2000,0.7,1.1,-0.4,-1,1,0,0,254,0,5064,-5064,26.1,2
2001,-0.3,0.3,0.8,1,-1,1,0,302,2508,0,2508,40.2,2
2000,0.5,1.1,0.4,-1,1,0,0,157,0,453,-453,10.6,2
2004,0.7,1.1,-0.4,-1,1,0,0,170,0,1385,-1385,15.1,2
2004,0.5,1.1,0.4,1,-1,1,0,126,4152,0,4152,8.2,2
2002,0.5,1.1,0.4,1,-1,1,0,133,5138,0,5138,13.0,2
2003,0.5,1.1,0.4,-1,1,0,0,220,0,588,-588,26.4,2
3002,-1.0,0.9,-0.8,1,-1,1,0,185,2432,0,2432,6.7,3
3000,-1.0,0.9,-0.8,-1,1,0,0,137,0,642,-642,10.2,3
3003,-1.0,0.9,-0.8,1,-1,1,0,148,3257,0,3257,11.8,3
3001,-1.0,0.9,-0.8,1,-1,1,0,184,3207,0,3207,12.3,3
3005,-1.0,0.9,-0.8,1,-1,1,0,136,2481,0,2481,7.0,3
3004,-1.0,0.9,-0.8,-1,1,0,0,135,0,653,-653,15.0,3
3007,-1.0,0.9,-0.8,1,-1,1,0,169,1414,0,1414,7.6,3
3006,-1.0,0.9,-0.8,-1,1,0,0,148,0,2306,-2306,12.3,3
3001,0.5,0.7,0.8,-1,1,0,0,138,0,3748,-3748,14.5,3
3000,0.5,0.7,0.8,-1,1,0,0,197,0,2137,-2137,19.9,3
3002,0.5,0.7,0.8,1,-1,1,0,183,5294,0,5294,17.5,3
3003,0.5,0.7,0.8,-1,1,0,0,162,0,877,-877,15.9,3
3005,0.5,0.7,0.8,-1,1,0,0,125,0,1568,-1568,7.6,3
3004,0.5,0.7,0.8,-1,1,0,0,200,0,795,-795,18.4,3
3007,0.5,0.7,0.8,-1,1,0,0,173,0,377,-377,11.1,3
3000,-0.3,1.1,-0.8,-1,1,0,0,165,0,1132,-1132,12.9,3
3006,0.5,0.7,0.8,1,-1,1,0,232,4823,0,4823,20.0,3
3003,-0.3,1.1,-0.8,-1,1,0,0,180,0,3750,-3750,9.2,3
3004,-0.3,1.1,-0.8,1,-1,1,0,178,4387,0,4387,9.7,3
3001,-0.3,1.1,-0.8,1,-1,1,0,212,3906,0,3906,23.7,3
3006,-0.3,1.1,-0.8,1,-1,1,0,235,3438,0,3438,13.9,3
3000,0.7,0.5,0.4,1,-1,1,0,158,3303,0,3303,7.9,3
3007,-0.3,1.1,-0.8,-1,1,0,0,141,0,1119,-1119,11.8,3
3005,-0.3,1.1,-0.8,-1,1,0,0,205,0,541,-541,21.4,3
3003,0.7,0.5,0.4,-1,1,0,0,149,0,546,-546,8.6,3
3002,0.7,0.5,0.4,1,-1,1,0,255,1269,0,1269,17.0,3
3002,-0.3,1.1,-0.8,1,-1,1,0,298,6499,0,6499,46.6,3
3001,0.7,0.5,0.4,-1,1,0,0,216,0,2211,-2211,22.9,3
3004,0.7,0.5,0.4,1,-1,1,0,183,4763,0,4763,20.7,3
3007,0.7,0.5,0.4,-1,1,0,0,138,0,486,-486,11.1,3
3001,0.5,1.1,-0.4,1,-1,1,0,88,1117,0,1117,4.7,3
3000,0.5,1.1,-0.4,1,-1,1,0,153,3981,0,3981,9.6,3
3002,0.5,1.1,-0.4,1,-1,1,0,113,1054,0,1054,4.7,3
3005,0.7,0.5,0.4,1,-1,1,0,213,4029,0,4029,25.1,3
3006,0.7,0.5,0.4,1,-1,1,0,228,3534,0,3534,23.2,3
3006,0.5,1.1,-0.4,1,-1,1,0,141,3453,0,3453,10.6,3
3004,0.5,1.1,-0.4,-1,1,0,0,196,0,2216,-2216,15.5,3
3003,0.5,1.1,-0.4,-1,1,0,0,225,0,444,-444,16.0,3
3007,0.5,1.1,-0.4,-1,1,0,0,170,0,3498,-3498,12.7,3
3001,0.5,0.3,-0.8,-1,1,0,0,154,0,107,-107,8.0,3
3002,0.5,0.3,-0.8,-1,1,0,0,157,0,521,-521,10.7,3
3000,0.5,0.3,-0.8,1,-1,1,0,226,2972,0,2972,14.0,3
3005,0.5,1.1,-0.4,-1,1,0,0,195,0,3409,-3409,29.0,3
3003,0.5,0.3,-0.8,1,-1,1,0,178,3932,0,3932,15.6,3
3006,0.5,0.3,-0.8,1,-1,1,0,163,2965,0,2965,9.9,3
3007,0.5,0.3,-0.8,1,-1,1,0,140,4673,0,4673,10.3,3
3001,0.7,0.7,-0.8,-1,1,0,0,136,0,846,-846,7.3,3
3005,0.5,0.3,-0.8,-1,1,0,0,171,0,3404,-3404,21.8,3
3000,0.7,0.7,-0.8,1,-1,1,0,231,3563,0,3563,14.1,3
3004,0.5,0.3,-0.8,-1,1,0,0,304,0,2265,-2265,29.5,3
3002,0.7,0.7,-0.8,1,-1,1,0,193,3251,0,3251,16.8,3
3004,0.7,0.7,-0.8,-1,1,0,0,211,0,2857,-2857,13.5,3
3006,0.7,0.7,-0.8,1,-1,1,0,161,3103,0,3103,14.0,3
3003,0.7,0.7,-0.8,1,-1,1,0,188,2724,0,2724,25.1,3
3005,0.7,0.7,-0.8,-1,1,0,0,193,0,3976,-3976,21.7,3
3007,0.7,0.7,-0.8,-1,1,0,0,139,0,2779,-2779,12.6,3
3001,-0.3,0.7,-0.4,-1,1,0,0,169,0,1006,-1006,9.0,3
3000,-0.3,0.7,-0.4,1,-1,1,0,208,3133,0,3133,18.0,3
3003,-0.3,0.7,-0.4,-1,1,0,0,129,0,917,-917,8.8,3
3004,-0.3,0.7,-0.4,-1,1,0,0,159,0,399,-399,9.1,3
3002,-0.3,0.7,-0.4,-1,1,0,0,245,0,1997,-1997,15.8,3
3006,-0.3,0.7,-0.4,-1,1,0,0,181,0,4443,-4443,20.4,3
3005,-0.3,0.7,-0.4,-1,1,0,0,240,0,1465,-1465,24.9,3
3000,0.5,1.1,0.4,-1,1,0,0,207,0,988,-988,19.0,3
3001,0.5,1.1,0.4,-1,1,0,0,191,0,571,-571,19.3,3
3007,-0.3,0.7,-0.4,-1,1,0,0,223,0,2734,-2734,27.5,3
3004,0.5,1.1,0.4,-1,1,0,0,134,0,528,-528,9.4,3
3002,0.5,1.1,0.4,1,-1,1,0,211,5591,0,5591,11.1,3
3003,0.5,1.1,0.4,-1,1,0,0,166,0,997,-997,14.8,3
3006,0.5,1.1,0.4,-1,1,0,0,151,0,767,-767,8.1,3
3000,0.5,0.5,-0.8,1,-1,1,0,144,4239,0,4239,7.1,3
3007,0.5,1.1,0.4,1,-1,1,0,152,2036,0,2036,9.5,3
3005,0.5,1.1,0.4,-1,1,0,0,181,0,3628,-3628,15.7,3
3001,0.5,0.5,-0.8,-1,1,0,0,151,0,616,-616,12.4,3
3002,0.5,0.5,-0.8,1,-1,1,0,183,3977,0,3977,12.6,3
3005,0.5,0.5,-0.8,-1,1,0,0,164,0,2228,-2228,12.9,3
3004,0.5,0.5,-0.8,-1,1,0,0,129,0,4299,-4299,16.3,3
3006,0.5,0.5,-0.8,1,-1,1,0,129,2845,0,2845,12.4,3
3007,0.5,0.5,-0.8,-1,1,0,0,149,0,2005,-2005,13.5,3
3003,0.5,0.5,-0.8,1,-1,1,0,214,2901,0,2901,25.8,3
3003,-0.3,0.9,-0.8,-1,1,0,0,146,0,540,-540,7.7,3
3001,-0.3,0.9,-0.8,-1,1,0,0,177,0,3318,-3318,17.5,3
3004,-0.3,0.9,-0.8,1,-1,1,0,165,4772,0,4772,11.4,3
3002,-0.3,0.9,-0.8,1,-1,1,0,255,3525,0,3525,18.2,3
3005,-0.3,0.9,-0.8,1,-1,1,0,133,2497,0,2497,11.7,3
3006,-0.3,0.9,-0.8,1,-1,1,0,193,2242,0,2242,10.4,3
3007,-0.3,0.9,-0.8,-1,1,0,0,121,0,868,-868,10.0,3
3001,0.2,1.1,0.4,-1,1,0,0,132,0,553,-553,9.0,3
3000,-0.3,0.9,-0.8,-1,1,0,0,240,0,3410,-3410,36.9,3
3004,0.2,1.1,0.4,-1,1,0,0,125,0,1126,-1126,8.9,3
3003,0.2,1.1,0.4,-1,1,0,0,281,0,2098,-2098,15.3,3
3005,0.2,1.1,0.4,1,-1,1,0,159,1839,0,1839,10.0,3
3002,0.2,1.1,0.4,1,-1,1,0,263,2734,0,2734,21.0,3
3000,0.2,1.1,0.4,-1,1,0,0,234,0,2892,-2892,28.1,3
3006,0.2,1.1,0.4,-1,1,0,0,161,0,704,-704,12.9,3
3001,0.7,0.7,-0.4,1,-1,1,0,244,3943,0,3943,14.0,3
3007,0.2,1.1,0.4,-1,1,0,0,161,0,1571,-1571,18.8,3
3002,0.7,0.7,-0.4,1,-1,1,0,220,3234,0,3234,13.8,3
3000,0.7,0.7,-0.4,-1,1,0,0,217,0,2047,-2047,24.7,3
3006,0.7,0.7,-0.4,1,-1,1,0,204,2149,0,2149,9.7,3
3004,0.7,0.7,-0.4,-1,1,0,0,144,0,1087,-1087,14.1,3
3003,0.7,0.7,-0.4,-1,1,0,0,210,0,2291,-2291,22.0,3
3005,0.7,0.7,-0.4,-1,1,0,0,242,0,5910,-5910,16.9,3
3007,0.7,0.7,-0.4,1,-1,1,0,150,4649,0,4649,15.7,3
4004,0.7,0.5,0.4,-1,1,0,0,160,0,778,-778,12.4,4
4003,0.7,0.5,0.4,1,-1,1,0,136,5289,0,5289,12.6,4
4000,0.7,0.5,0.4,1,-1,1,0,158,3291,0,3291,16.0,4
4001,0.7,0.5,0.4,-1,1,0,0,179,0,916,-916,18.1,4
4002,0.7,0.5,0.4,-1,1,0,0,216,0,932,-932,20.7,4
4006,0.7,0.5,0.4,1,-1,1,0,259,3134,0,3134,12.1,4
4005,0.7,0.5,0.4,1,-1,1,0,169,4213,0,4213,16.9,4
4007,0.7,0.5,0.4,-1,1,0,0,169,0,1222,-1222,17.3,4
4009,0.7,0.5,0.4,-1,1,0,0,133,0,478,-478,12.8,4
4010,0.7,0.5,0.4,1,-1,1,0,193,3802,0,3802,13.9,4
4008,0.7,0.5,0.4,-1,1,0,0,230,0,822,-822,23.8,4
4011,0.7,0.5,0.4,1,-1,1,0,199,4704,0,4704,20.5,4
4013,0.7,0.5,0.4,1,-1,1,0,231,4242,0,4242,19.9,4
4012,0.7,0.5,0.4,-1,1,0,0,179,0,3142,-3142,20.6,4
4015,0.7,0.5,0.4,-1,1,0,0,202,0,2387,-2387,17.2,4
4018,0.7,0.5,0.4,-1,1,0,0,130,0,614,-614,9.4,4
4014,0.7,0.5,0.4,1,-1,1,0,194,6328,0,6328,26.7,4
4019,0.7,0.5,0.4,-1,1,0,0,202,0,466,-466,15.4,4
4016,0.7,0.5,0.4,1,-1,1,0,239,6610,0,6610,26.0,4
4021,0.7,0.5,0.4,-1,1,0,0,148,0,423,-423,11.7,4
4020,0.7,0.5,0.4,-1,1,0,0,228,0,3009,-3009,15.4,4
4017,0.7,0.5,0.4,-1,1,0,0,219,0,1123,-1123,28.7,4
4023,0.7,0.5,0.4,1,-1,1,0,163,1876,0,1876,6.7,4
4027,0.7,0.5,0.4,1,-1,1,0,162,2190,0,2190,10.2,4
4022,0.7,0.5,0.4,-1,1,0,0,248,0,637,-637,27.1,4
4028,0.7,0.5,0.4,-1,1,0,0,160,0,1963,-1963,9.3,4
4024,0.7,0.5,0.4,-1,1,0,0,163,0,2817,-2817,25.5,4
4001,-0.3,1.1,-0.8,1,-1,1,0,96,845,0,845,4.9,4
4026,0.7,0.5,0.4,-1,1,0,0,235,0,790,-790,28.5,4
4029,0.7,0.5,0.4,1,-1,1,0,206,2825,0,2825,9.1,4
4025,0.7,0.5,0.4,-1,1,0,0,295,0,2414,-2414,34.4,4
4000,-0.3,1.1,-0.8,-1,1,0,0,177,0,2631,-2631,11.8,4
4003,-0.3,1.1,-0.8,1,-1,1,0,133,3391,0,3391,7.4,4
4004,-0.3,1.1,-0.8,1,-1,1,0,158,4514,0,4514,10.4,4
4002,-0.3,1.1,-0.8,1,-1,1,0,142,5433,0,5433,15.1,4
4006,-0.3,1.1,-0.8,-1,1,0,0,139,0,1106,-1106,13.2,4
4009,-0.3,1.1,-0.8,-1,1,0,0,122,0,706,-706,8.4,4
4008,-0.3,1.1,-0.8,-1,1,0,0,161,0,957,-957,14.2,4
4007,-0.3,1.1,-0.8,-1,1,0,0,175,0,2518,-2518,17.3,4
4005,-0.3,1.1,-0.8,-1,1,0,0,222,0,3972,-3972,22.6,4
4010,-0.3,1.1,-0.8,1,-1,1,0,165,2325,0,2325,10.9,4
4013,-0.3,1.1,-0.8,-1,1,0,0,165,0,416,-416,6.2,4
4011,-0.3,1.1,-0.8,1,-1,1,0,164,3961,0,3961,15.3,4
4014,-0.3,1.1,-0.8,-1,1,0,0,172,0,1154,-1154,11.6,4
4012,-0.3,1.1,-0.8,-1,1,0,0,146,0,2834,-2834,14.2,4
4016,-0.3,1.1,-0.8,-1,1,0,0,120,0,1204,-1204,13.1,4
4017,-0.3,1.1,-0.8,1,-1,1,0,223,3671,0,3671,12.9,4
4019,-0.3,1.1,-0.8,-1,1,0,0,132,0,910,-910,11.4,4
4015,-0.3,1.1,-0.8,1,-1,1,0,196,3548,0,3548,24.0,4
4018,-0.3,1.1,-0.8,1,-1,1,0,191,7042,0,7042,22.6,4
4022,-0.3,1.1,-0.8,-1,1,0,0,172,0,3035,-3035,9.3,4
4020,-0.3,1.1,-0.8,-1,1,0,0,131,0,2969,-2969,16.0,4
4021,-0.3,1.1,-0.8,-1,1,0,0,144,0,3672,-3672,13.1,4
4023,-0.3,1.1,-0.8,-1,1,0,0,131,0,1386,-1386,14.3,4
4024,-0.3,1.1,-0.8,-1,1,0,0,166,0,3288,-3288,9.9,4
4027,-0.3,1.1,-0.8,-1,1,0,0,139,0,692,-692,9.4,4
4028,-0.3,1.1,-0.8,1,-1,1,0,159,3130,0,3130,11.2,4
4026,-0.3,1.1,-0.8,1,-1,1,0,167,6862,0,6862,16.9,4
4000,-1.0,0.9,-0.8,1,-1,1,0,133,2345,0,2345,6.7,4
4029,-0.3,1.1,-0.8,1,-1,1,0,173,2350,0,2350,11.0,4
4025,-0.3,1.1,-0.8,-1,1,0,0,259,0,1136,-1136,25.3,4
4005,-1.0,0.9,-0.8,-1,1,0,0,158,0,373,-373,6.9,4
4003,-1.0,0.9,-0.8,-1,1,0,0,165,0,5059,-5059,21.4,4
4006,-1.0,0.9,-0.8,-1,1,0,0,159,0,1067,-1067,8.3,4
4004,-1.0,0.9,-0.8,1,-1,1,0,189,4806,0,4806,20.1,4
4002,-1.0,0.9,-0.8,-1,1,0,0,193,0,4032,-4032,24.7,4
4001,-1.0,0.9,-0.8,1,-1,1,0,192,6613,0,6613,28.0,4
4007,-1.0,0.9,-0.8,-1,1,0,0,157,0,654,-654,7.3,4
4010,-1.0,0.9,-0.8,-1,1,0,0,227,0,822,-822,7.8,4
4009,-1.0,0.9,-0.8,-1,1,0,0,197,0,392,-392,9.1,4
4012,-1.0,0.9,-0.8,-1,1,0,0,191,0,419,-419,7.4,4
4014,-1.0,0.9,-0.8,1,-1,1,0,132,1407,0,1407,6.5,4
4013,-1.0,0.9,-0.8,-1,1,0,0,151,0,1526,-1526,7.0,4
4008,-1.0,0.9,-0.8,1,-1,1,0,163,4798,0,4798,17.9,4
4011,-1.0,0.9,-0.8,1,-1,1,0,217,4121,0,4121,14.4,4
4015,-1.0,0.9,-0.8,-1,1,0,0,172,0,945,-945,14.5,4
4018,-1.0,0.9,-0.8,-1,1,0,0,161,0,647,-647,12.4,4
4019,-1.0,0.9,-0.8,1,-1,1,0,179,3970,0,3970,12.9,4
4017,-1.0,0.9,-0.8,1,-1,1,0,208,2013,0,2013,19.7,4
4021,-1.0,0.9,-0.8,1,-1,1,0,133,2626,0,2626,9.5,4
4016,-1.0,0.9,-0.8,1,-1,1,0,219,5613,0,5613,26.5,4
4022,-1.0,0.9,-0.8,1,-1,1,0,161,4086,0,4086,17.2,4
4023,-1.0,0.9,-0.8,-1,1,0,0,142,0,1541,-1541,13.6,4
4025,-1.0,0.9,-0.8,-1,1,0,0,148,0,411,-411,7.3,4
4020,-1.0,0.9,-0.8,-1,1,0,0,227,0,458,-458,21.7,4
4024,-1.0,0.9,-0.8,1,-1,1,0,201,3285,0,3285,13.1,4
4027,-1.0,0.9,-0.8,1,-1,1,0,149,4046,0,4046,7.9,4
4026,-1.0,0.9,-0.8,-1,1,0,0,134,0,416,-416,10.9,4
4028,-1.0,0.9,-0.8,1,-1,1,0,172,3118,0,3118,12.7,4
4029,-1.0,0.9,-0.8,1,-1,1,0,181,4625,0,4625,16.6,4
4002,0.5,0.3,-0.8,-1,1,0,0,140,0,1586,-1586,7.0,4
4000,0.5,0.3,-0.8,-1,1,0,0,378,0,2457,-2457,24.2,4
4001,0.5,0.3,-0.8,-1,1,0,0,189,0,4085,-4085,24.1,4
4003,0.5,0.3,-0.8,1,-1,1,0,253,4769,0,4769,19.1,4
4004,0.5,0.3,-0.8,-1,1,0,0,183,0,2753,-2753,17.1,4
4005,0.5,0.3,-0.8,-1,1,0,0,138,0,909,-909,17.6,4
4006,0.5,0.3,-0.8,-1,1,0,0,204,0,1436,-1436,9.3,4
4009,0.5,0.3,-0.8,-1,1,0,0,156,0,601,-601,6.7,4
4007,0.5,0.3,-0.8,-1,1,0,0,125,0,765,-765,10.5,4
4008,0.5,0.3,-0.8,1,-1,1,0,172,4391,0,4391,10.3,4
