seed,w_ships,w_n_cross,w_wnn_close_res,reward_our,reward_sub,win,draw,steps,ships_our_final,ships_sub_final,ships_diff,match_time_sec,round
4013,0.5,0.3,-0.8,1,-1,1,0,139,3123,0,3123,9.1,4
4012,0.5,0.3,-0.8,1,-1,1,0,157,3875,0,3875,11.8,4
4014,0.5,0.3,-0.8,1,-1,1,0,173,2941,0,2941,14.4,4
4015,0.5,0.3,-0.8,-1,1,0,0,167,0,1330,-1330,13.5,4
4011,0.5,0.3,-0.8,-1,1,0,0,204,0,886,-886,28.7,4
4016,0.5,0.3,-0.8,-1,1,0,0,156,0,776,-776,12.8,4
4010,0.5,0.3,-0.8,-1,1,0,0,204,0,2417,-2417,31.9,4
4017,0.5,0.3,-0.8,1,-1,1,0,176,6428,0,6428,10.8,4
4019,0.5,0.3,-0.8,1,-1,1,0,128,1941,0,1941,8.1,4
4018,0.5,0.3,-0.8,1,-1,1,0,231,2573,0,2573,12.0,4
4021,0.5,0.3,-0.8,1,-1,1,0,161,2624,0,2624,11.2,4
4020,0.5,0.3,-0.8,1,-1,1,0,194,3046,0,3046,16.1,4
4023,0.5,0.3,-0.8,-1,1,0,0,161,0,1957,-1957,10.7,4
4022,0.5,0.3,-0.8,1,-1,1,0,187,3684,0,3684,18.9,4
4024,0.5,0.3,-0.8,-1,1,0,0,143,0,889,-889,9.9,4
4025,0.5,0.3,-0.8,1,-1,1,0,129,4098,0,4098,12.8,4
4026,0.5,0.3,-0.8,1,-1,1,0,146,4940,0,4940,12.3,4
4029,0.5,0.3,-0.8,1,-1,1,0,192,5660,0,5660,13.0,4
4027,0.5,0.3,-0.8,-1,1,0,0,161,0,2139,-2139,18.0,4
4028,0.5,0.3,-0.8,1,-1,1,0,189,2506,0,2506,16.6,4
4000,-0.3,0.9,-0.8,-1,1,0,0,149,0,858,-858,16.1,4
4001,-0.3,0.9,-0.8,1,-1,1,0,178,2628,0,2628,16.0,4
4003,-0.3,0.9,-0.8,1,-1,1,0,148,3331,0,3331,7.9,4
4005,-0.3,0.9,-0.8,1,-1,1,0,184,3424,0,3424,8.8,4
4006,-0.3,0.9,-0.8,-1,1,0,0,138,0,701,-701,7.9,4
4002,-0.3,0.9,-0.8,-1,1,0,0,190,0,2412,-2412,21.4,4
4004,-0.3,0.9,-0.8,1,-1,1,0,240,4917,0,4917,20.9,4
4009,-0.3,0.9,-0.8,1,-1,1,0,158,3303,0,3303,11.1,4
4008,-0.3,0.9,-0.8,-1,1,0,0,159,0,1237,-1237,18.8,4
4007,-0.3,0.9,-0.8,-1,1,0,0,256,0,1963,-1963,25.7,4
4010,-0.3,0.9,-0.8,-1,1,0,0,206,0,2057,-2057,21.5,4
4011,-0.3,0.9,-0.8,1,-1,1,0,282,3075,0,3075,20.8,4
4013,-0.3,0.9,-0.8,-1,1,0,0,147,0,3889,-3889,10.9,4
4014,-0.3,0.9,-0.8,1,-1,1,0,153,3451,0,3451,9.6,4
4017,-0.3,0.9,-0.8,-1,1,0,0,115,0,678,-678,8.2,4
4012,-0.3,0.9,-0.8,1,-1,1,0,249,7280,0,7280,31.0,4
4015,-0.3,0.9,-0.8,1,-1,1,0,219,5639,0,5639,24.4,4
4020,-0.3,0.9,-0.8,1,-1,1,0,146,2817,0,2817,7.5,4
4018,-0.3,0.9,-0.8,1,-1,1,0,202,2142,0,2142,22.6,4
4016,-0.3,0.9,-0.8,1,-1,1,0,229,4319,0,4319,28.2,4
4019,-0.3,0.9,-0.8,-1,1,0,0,274,0,2211,-2211,21.0,4
4022,-0.3,0.9,-0.8,-1,1,0,0,155,0,347,-347,9.4,4
4021,-0.3,0.9,-0.8,-1,1,0,0,170,0,3006,-3006,13.2,4
4025,-0.3,0.9,-0.8,-1,1,0,0,135,0,560,-560,8.4,4
4027,-0.3,0.9,-0.8,1,-1,1,0,135,2368,0,2368,4.7,4
4024,-0.3,0.9,-0.8,1,-1,1,0,187,3885,0,3885,15.2,4
4000,0.5,0.5,-0.8,-1,1,0,0,180,0,699,-699,8.7,4
4028,-0.3,0.9,-0.8,-1,1,0,0,144,0,3724,-3724,15.8,4
4026,-0.3,0.9,-0.8,1,-1,1,0,303,2919,0,2919,22.8,4
4001,0.5,0.5,-0.8,1,-1,1,0,161,4902,0,4902,14.4,4
4002,0.5,0.5,-0.8,1,-1,1,0,141,3556,0,3556,12.5,4
4023,-0.3,0.9,-0.8,1,-1,1,0,292,4174,0,4174,43.8,4
4029,-0.3,0.9,-0.8,1,-1,1,0,224,6473,0,6473,28.7,4
4005,0.5,0.5,-0.8,-1,1,0,0,127,0,2688,-2688,7.2,4
4003,0.5,0.5,-0.8,1,-1,1,0,247,3428,0,3428,23.8,4
4004,0.5,0.5,-0.8,1,-1,1,0,246,1837,0,1837,12.9,4
4006,0.5,0.5,-0.8,-1,1,0,0,186,0,499,-499,13.3,4
4007,0.5,0.5,-0.8,-1,1,0,0,155,0,1089,-1089,14.5,4
4010,0.5,0.5,-0.8,1,-1,1,0,98,1959,0,1959,7.1,4
4009,0.5,0.5,-0.8,-1,1,0,0,130,0,1836,-1836,9.1,4
4012,0.5,0.5,-0.8,1,-1,1,0,186,5991,0,5991,10.0,4
4011,0.5,0.5,-0.8,-1,1,0,0,209,0,2309,-2309,14.1,4
4008,0.5,0.5,-0.8,1,-1,1,0,234,5660,0,5660,26.4,4
4014,0.5,0.5,-0.8,-1,1,0,0,240,0,629,-629,15.5,4
4015,0.5,0.5,-0.8,-1,1,0,0,182,0,611,-611,11.5,4
4013,0.5,0.5,-0.8,1,-1,1,0,188,3876,0,3876,21.0,4
4018,0.5,0.5,-0.8,-1,1,0,0,269,0,717,-717,16.8,4
4019,0.5,0.5,-0.8,1,-1,1,0,149,4711,0,4711,15.8,4
4021,0.5,0.5,-0.8,-1,1,0,0,102,0,155,-155,3.0,4
4016,0.5,0.5,-0.8,1,-1,1,0,285,3689,0,3689,31.6,4
4017,0.5,0.5,-0.8,1,-1,1,0,224,4594,0,4594,26.1,4
4020,0.5,0.5,-0.8,-1,1,0,0,263,0,333,-333,19.5,4
4022,0.5,0.5,-0.8,-1,1,0,0,154,0,1162,-1162,11.0,4
4023,0.5,0.5,-0.8,-1,1,0,0,137,0,397,-397,8.9,4
4025,0.5,0.5,-0.8,1,-1,1,0,155,2450,0,2450,7.0,4
4024,0.5,0.5,-0.8,-1,1,0,0,137,0,958,-958,8.1,4
4027,0.5,0.5,-0.8,-1,1,0,0,145,0,541,-541,10.4,4
4026,0.5,0.5,-0.8,1,-1,1,0,194,4154,0,4154,16.0,4
4028,0.5,0.5,-0.8,-1,1,0,0,156,0,3299,-3299,14.2,4
4000,0.7,0.7,-0.4,1,-1,1,0,183,3841,0,3841,15.0,4
4029,0.5,0.5,-0.8,-1,1,0,0,135,0,929,-929,15.8,4
4004,0.7,0.7,-0.4,-1,1,0,0,121,0,2164,-2164,8.0,4
4001,0.7,0.7,-0.4,1,-1,1,0,189,2516,0,2516,20.1,4
4003,0.7,0.7,-0.4,-1,1,0,0,171,0,1186,-1186,20.1,4
4007,0.7,0.7,-0.4,1,-1,1,0,133,3806,0,3806,8.1,4
4006,0.7,0.7,-0.4,1,-1,1,0,188,3321,0,3321,16.3,4
4005,0.7,0.7,-0.4,-1,1,0,0,258,0,619,-619,27.6,4
4002,0.7,0.7,-0.4,-1,1,0,0,285,0,2260,-2260,36.6,4
4009,0.7,0.7,-0.4,1,-1,1,0,157,4379,0,4379,10.7,4
4011,0.7,0.7,-0.4,-1,1,0,0,139,0,540,-540,7.7,4
4010,0.7,0.7,-0.4,1,-1,1,0,196,1950,0,1950,13.5,4
4008,0.7,0.7,-0.4,1,-1,1,0,210,4789,0,4789,21.1,4
4012,0.7,0.7,-0.4,1,-1,1,0,154,2704,0,2704,10.4,4
4013,0.7,0.7,-0.4,-1,1,0,0,155,0,2662,-2662,10.0,4
4017,0.7,0.7,-0.4,1,-1,1,0,106,2134,0,2134,6.4,4
4016,0.7,0.7,-0.4,1,-1,1,0,198,2575,0,2575,12.0,4
4014,0.7,0.7,-0.4,-1,1,0,0,171,0,759,-759,15.6,4
4018,0.7,0.7,-0.4,-1,1,0,0,140,0,884,-884,10.0,4
4015,0.7,0.7,-0.4,-1,1,0,0,178,0,2324,-2324,17.3,4
4019,0.7,0.7,-0.4,1,-1,1,0,155,2690,0,2690,9.8,4
4023,0.7,0.7,-0.4,-1,1,0,0,135,0,1220,-1220,10.5,4
4022,0.7,0.7,-0.4,-1,1,0,0,180,0,3150,-3150,15.4,4
4020,0.7,0.7,-0.4,-1,1,0,0,177,0,1593,-1593,16.9,4
4021,0.7,0.7,-0.4,-1,1,0,0,186,0,2077,-2077,16.6,4
4024,0.7,0.7,-0.4,1,-1,1,0,148,4475,0,4475,13.2,4
4025,0.7,0.7,-0.4,1,-1,1,0,150,3946,0,3946,5.5,4
4027,0.7,0.7,-0.4,1,-1,1,0,135,4740,0,4740,8.6,4
4029,0.7,0.7,-0.4,-1,1,0,0,119,0,1564,-1564,10.9,4
4028,0.7,0.7,-0.4,1,-1,1,0,156,4219,0,4219,13.9,4
4026,0.7,0.7,-0.4,1,-1,1,0,181,6719,0,6719,19.5,4
